Run,Antibiogram,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolate,Isolation_source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Plasmid(s)_found,Platform,ReleaseDate,Sample Name,Sequence_Type,SRA Study,STRAIN,Host_disease,Host
SRR21096771,GEN-STR-SSS-TET,WGS,300,401111293,PRJNA756559,SAMN27525054,Pathogen.env,176941129,NML,NML,31/07/2014,public,"sra,realign,wgmlst_sig,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX17110580,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03767,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncFIB(AP001918),ILLUMINA,2022-08-17T00:00:00Z,N18-03767,328,SRP378977,101,,
SRR21096772,AMP-GEN-STR-SSS-SXT-TET,WGS,300,292456453,PRJNA756559,SAMN27525016,Pathogen.env,133432661,NML,NML,31/07/2015,public,"realign,fastq,wgmlst_sig,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX17110579,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03568,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncFII, IncI1, IncQ1",ILLUMINA,2022-08-17T00:00:00Z,N18-03568,117,SRP378977,349,,
SRR21096773,AMP-GEN,WGS,295,378080875,PRJNA756559,SAMN27524916,Pathogen.env,177442525,NML,NML,31/07/2014,public,"realign,sra,fastq,wgmlst_sig","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX17110578,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03468,PAIRED,RANDOM,GENOMIC,Escherichia coli,"ColpVC, IncFIB(AP001918), p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03468,4253,SRP378977,48,,
SRR21096774,AMP-GEN,WGS,300,501571014,PRJNA756559,SAMN27524938,Pathogen.env,239596526,NML,NML,31/07/2015,public,"wgmlst_sig,fastq,sra,realign","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX17110577,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03490,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col8282, IncFIB(AP001918)",ILLUMINA,2022-08-17T00:00:00Z,N18-03490,1594,SRP378977,1049,,
SRR21096775,GEN-MXF-SXT,WGS,295,372966031,PRJNA756559,SAMN27524905,Pathogen.cl,175163589,NML,NML,31/07/2017,public,"fastq,sra,wgmlst_sig,realign","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX17110576,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,human,Not collected,N18-03400,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFII(29)",ILLUMINA,2022-08-17T00:00:00Z,N18-03400,155,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096776,AMP-GEN-STR-SSS-SXT,WGS,299,455538232,PRJNA756559,SAMN27524763,Pathogen.env,212458880,NML,NML,31/07/2017,public,"wgmlst_sig,realign,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX17110575,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01484,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-01484,410,SRP378977,1594,,
SRR21096777,AMP-GEN,WGS,300,309021021,PRJNA756559,SAMN27524728,Pathogen.env,140220697,NML,NML,31/07/2017,public,"fastq,wgmlst_sig,realign,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX17110574,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01255,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-01255,131,SRP378977,155,,
SRR21096778,AMP-GEN-NAL-STR-SSS-SXT-TET,WGS,299,389900071,PRJNA756559,SAMN27524675,Pathogen.env,174583164,NML,NML,31/07/2017,public,"sra,wgmlst_sig,fastq,realign","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX17110573,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01140,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncQ1, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-01140,131,SRP378977,10,,
SRR21096779,GEN-STR-TET,WGS,300,371284058,PRJNA756559,SAMN27525044,Pathogen.env,165182203,NML,NML,31/07/2014,public,"fastq,sra,realign,wgmlst_sig","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX17110572,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03752,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03752,9862,SRP378977,38,,
SRR21096780,GEN-STR-SSS-TET,WGS,300,335108153,PRJNA756559,SAMN27524983,Pathogen.env,150513176,NML,NML,31/07/2015,public,"sra,wgmlst_sig,realign,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX17110571,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03535,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03535,101,SRP378977,5539,,
SRR21096781,CFZ-GEN-MXF-TOB-SXT,WGS,299,319140201,PRJNA756559,SAMN27524827,Pathogen.cl,143353349,NML,NML,31/07/2015,public,"sra,wgmlst_sig,fastq,realign","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX17110570,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,human,Not collected,N18-02241,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFII(29)",ILLUMINA,2022-08-17T00:00:00Z,N18-02241,131,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096782,AMP-GEN-STR-SSS-TET,WGS,300,457086530,PRJNA756559,SAMN27524716,Pathogen.env,204568699,NML,NML,31/07/2017,public,"fastq,sra,wgmlst_sig,realign","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX17110569,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01228,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIC(FII), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-01228,117,SRP378977,155,,
SRR21096783,GEN-SXT,WGS,299,266323053,PRJNA756559,SAMN27524814,Pathogen.cl,120077629,NML,NML,31/07/2015,public,"fastq,wgmlst_sig,sra,realign","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX17110568,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,human,Not collected,N18-02228,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFIA, IncFIB(AP001918)",ILLUMINA,2022-08-17T00:00:00Z,N18-02228,131,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096784,CIP-DOX-GEN-MXF-SXT,WGS,296,377965537,PRJNA756559,SAMN27524870,Pathogen.cl,177504988,NML,NML,31/07/2017,public,"realign,sra,fastq,wgmlst_sig","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX17110567,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,human,Not collected,N18-03365,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(KPHS6), Col(MG828), ColKP3, IncFIA, IncHI2A, IncI1, IncQ1",ILLUMINA,2022-08-17T00:00:00Z,N18-03365,4243,SRP378977,93,E. coli gastroenteritis,Homo sapiens
SRR21096785,CFZ-CIP-DOX-GEN-MXF-SXT,WGS,299,209373337,PRJNA756559,SAMN27524817,Pathogen.cl,93275441,NML,NML,31/07/2015,public,"sra,realign,wgmlst_sig,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX17110566,Canada,North America,Canada: MANITOBA,Illumina MiSeq,Not applicable,human,Not collected,N18-02231,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(BS512), IncB/O/K/Z, IncFIA, IncFII(pRSB107)",ILLUMINA,2022-08-17T00:00:00Z,N18-02231,131,SRP378977,38,E. coli gastroenteritis,Homo sapiens
SRR21096786,GEN-STR-SSS-TET,WGS,300,326510761,PRJNA756559,SAMN27524953,Pathogen.env,146374429,NML,NML,31/07/2015,public,"fastq,wgmlst_sig,sra,realign","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX17110565,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03505,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03505,349,SRP378977,Undetermined,,
SRR21096787,GEN-STR-SSS,WGS,300,388621357,PRJNA756559,SAMN27525041,Pathogen.env,172873198,NML,NML,31/07/2014,public,"sra,wgmlst_sig,realign,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX17110564,Canada,North America,Canada: PRINCE EDWARD ISLAND,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03749,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1, IncY",ILLUMINA,2022-08-17T00:00:00Z,N18-03749,10,SRP378977,212,,
SRR21096788,GEN-STR-SSS,WGS,300,340720279,PRJNA756559,SAMN27524671,Pathogen.env,153083441,NML,NML,31/07/2017,public,"wgmlst_sig,fastq,realign,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX17110563,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01133,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFII, IncI1, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-01133,95,SRP378977,1140,,
SRR21096789,GEN-STR-SSS-TET,WGS,300,372897547,PRJNA756559,SAMN27525026,Pathogen.env,166985743,NML,NML,31/07/2016,public,"realign,sra,fastq,wgmlst_sig","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX17110562,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03578,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncI1,ILLUMINA,2022-08-17T00:00:00Z,N18-03578,48,SRP378977,1201,,
SRR21096790,CFZ-CIP-DOX-GEN-MXF-SXT,WGS,298,245978062,PRJNA756559,SAMN27524808,Pathogen.cl,112369568,NML,NML,31/07/2015,public,"sra,realign,fastq,wgmlst_sig","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX17110561,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N18-02222,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(BS512), IncFIA, IncFIB(AP001918), IncFII(pRSB107), p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-02222,405,SRP378977,648,E. coli gastroenteritis,Homo sapiens
SRR21096791,GEN-SXT,WGS,299,315717751,PRJNA756559,SAMN27524794,Pathogen.cl,140568285,NML,NML,31/07/2014,public,"wgmlst_sig,sra,realign,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX17110560,Canada,North America,Canada: NOVA SCOTIA,Illumina MiSeq,Not applicable,human,Not collected,N18-02208,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncFII(pRSB107),ILLUMINA,2022-08-17T00:00:00Z,N18-02208,131,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096792,GEN-STR-SSS-TET,WGS,299,220354392,PRJNA756559,SAMN27524978,Pathogen.env,100005921,NML,NML,31/07/2014,public,"sra,realign,wgmlst_sig,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX17110559,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03530,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncFIB(pLF82),ILLUMINA,2022-08-17T00:00:00Z,N18-03530,1304,SRP378977,328,,
SRR21096793,DOX-GEN-MXF-SXT,WGS,299,305239815,PRJNA756559,SAMN27524780,Pathogen.cl,135475742,NML,NML,31/07/2014,public,"sra,fastq,wgmlst_sig,realign","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX17110558,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,human,Not collected,N18-02194,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFIA, IncFIB(AP001918), IncI1, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-02194,131,SRP378977,69,E. coli gastroenteritis,Homo sapiens
SRR21096794,GEN-SXT,WGS,298,207551067,PRJNA756559,SAMN27524781,Pathogen.cl,92423703,NML,NML,31/07/2014,public,"wgmlst_sig,sra,fastq,realign","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX17110557,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,human,Not collected,N18-02195,PAIRED,RANDOM,GENOMIC,Escherichia coli,None,ILLUMINA,2022-08-17T00:00:00Z,N18-02195,131,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096795,GEN-STR-SSS,WGS,298,314057920,PRJNA756559,SAMN27524713,Pathogen.env,139441653,NML,NML,31/07/2017,public,"fastq,realign,wgmlst_sig,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX17110556,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01225,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncFII(pHN7A8), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-01225,155,SRP378977,Undetermined,,
SRR21096796,AMP-GEN-STR-SSS-TET,WGS,300,481210097,PRJNA756559,SAMN27525046,Pathogen.env,212923573,NML,NML,31/07/2014,public,"sra,realign,fastq,wgmlst_sig","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX17110555,Canada,North America,Canada: NEW BRUNSWICK,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03754,PAIRED,RANDOM,GENOMIC,Escherichia coli,None,ILLUMINA,2022-08-17T00:00:00Z,N18-03754,6316,SRP378977,328,,
SRR21096797,AMC-AMP-FOX-CRO-GEN-STR-SSS-SXT-TET,WGS,300,335610836,PRJNA756559,SAMN27524715,Pathogen.env,150095632,NML,NML,31/07/2017,public,"realign,wgmlst_sig,fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX17110554,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01227,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-01227,967,SRP378977,57,,
SRR21096798,CIP-GEN-MXF,WGS,298,198060432,PRJNA756559,SAMN27524832,Pathogen.cl,89620900,NML,NML,31/07/2015,public,"wgmlst_sig,sra,fastq,realign","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX17110553,Canada,North America,Canada: NEW BRUNSWICK,Illumina MiSeq,Not applicable,human,Not collected,N18-02246,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFII(pRSB107)",ILLUMINA,2022-08-17T00:00:00Z,N18-02246,131,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096799,GEN-STR-SSS-TET,WGS,300,388756712,PRJNA756559,SAMN27524947,Pathogen.env,173283050,NML,NML,31/07/2015,public,"fastq,wgmlst_sig,realign,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX17110552,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03499,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFII(pSE11), IncHI2, IncHI2A, IncI1, IncN",ILLUMINA,2022-08-17T00:00:00Z,N18-03499,131,SRP378977,641,,
SRR21096800,GEN-STR-SSS-TET,WGS,299,504094117,PRJNA756559,SAMN27524662,Pathogen.env,224345404,NML,NML,31/07/2017,public,"wgmlst_sig,realign,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX17110551,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01108,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-01108,69,SRP378977,10,,
SRR21096801,AMP-GEN-STR-SSS-SXT-TET,WGS,300,558250312,PRJNA756559,SAMN27524743,Pathogen.env,260189215,NML,NML,31/07/2017,public,"sra,wgmlst_sig,realign,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX17110550,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01406,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncFII, IncI1, IncQ1",ILLUMINA,2022-08-17T00:00:00Z,N18-01406,10,SRP378977,349,,
SRR21096802,GEN-STR-SSS,WGS,300,355747612,PRJNA756559,SAMN27524943,Pathogen.env,159051641,NML,NML,31/07/2015,public,"sra,wgmlst_sig,fastq,realign","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX17110549,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03495,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03495,69,SRP378977,1304,,
SRR21096803,AMC-ATM-CFZ-FEP-CAZ-CRO-CIP-GEN-MXF-TOB-SXT,WGS,295,413231904,PRJNA756559,SAMN27524898,Pathogen.cl,195317194,NML,NML,31/07/2017,public,"realign,sra,wgmlst_sig,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX17110548,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N18-03393,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(BS512), Col156, IncFIA, IncFIB(AP001918), IncFII(pRSB107), IncI1, IncX4, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03393,155,SRP378977,405,E. coli gastroenteritis,Homo sapiens
SRR21096804,AMP-GEN-STR-SSS-TET,WGS,296,345606369,PRJNA756559,SAMN27524911,Pathogen.env,163563442,NML,NML,31/07/2014,public,"wgmlst_sig,fastq,sra,realign","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX17110547,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03463,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(MG828), IncFIB(AP001918), IncFII(pHN7A8)",ILLUMINA,2022-08-17T00:00:00Z,N18-03463,69,SRP378977,10,,
SRR21096805,GEN-STR-SSS-TET,WGS,300,330193775,PRJNA756559,SAMN27524669,Pathogen.env,149486440,NML,NML,31/07/2017,public,"sra,realign,fastq,wgmlst_sig","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX17110546,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01130,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-01130,69,SRP378977,1611,,
SRR21096806,CIP-GEN-MXF-SXT,WGS,298,285951205,PRJNA756559,SAMN27524858,Pathogen.cl,127552671,NML,NML,31/07/2016,public,"realign,sra,fastq,wgmlst_sig","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX17110545,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N18-02272,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncFIA,ILLUMINA,2022-08-17T00:00:00Z,N18-02272,648,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096807,AMP-GEN,WGS,300,393254155,PRJNA756559,SAMN27525022,Pathogen.env,175237126,NML,NML,31/07/2016,public,"wgmlst_sig,fastq,sra,realign","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX17110544,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03574,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03574,117,SRP378977,131,,
SRR21096808,CIP-DOX-GEN-MXF-SXT,WGS,300,465266138,PRJNA756559,SAMN27524844,Pathogen.cl,206684951,NML,NML,31/07/2016,public,"fastq,sra,wgmlst_sig,realign","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX17110543,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N18-02258,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(BS512), Col156, IncB/O/K/Z, IncFIA, IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-02258,648,SRP378977,1193,E. coli gastroenteritis,Homo sapiens
SRR21096809,AMP-GEN-STR-TET,WGS,300,400911414,PRJNA756559,SAMN27524969,Pathogen.env,177517771,NML,NML,31/07/2016,public,"sra,realign,fastq,wgmlst_sig","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX17110542,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03521,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncHI2, IncHI2A, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03521,88,SRP378977,155,,
SRR21096810,AMC-AMP-FOX-CRO-GEN-STR-SSS-TET,WGS,299,437600064,PRJNA756559,SAMN27524674,Pathogen.env,194052864,NML,NML,31/07/2017,public,"fastq,realign,wgmlst_sig,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX17110541,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01138,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncA/C2, IncFIB(AP001918), p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-01138,69,SRP378977,967,,
SRR21096811,GEN-STR-SSS,WGS,294,306029644,PRJNA756559,SAMN27524773,Pathogen.env,141095698,NML,NML,31/07/2017,public,"fastq,wgmlst_sig,realign,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX17110540,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01522,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, Col156, ColpVC",ILLUMINA,2022-08-17T00:00:00Z,N18-01522,131,SRP378977,4243,,
SRR21096812,GEN-STR-SSS-TET,WGS,300,357044521,PRJNA756559,SAMN27525051,Pathogen.env,157547576,NML,NML,31/07/2015,public,"wgmlst_sig,fastq,sra,realign","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX17110539,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03764,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03764,8777,SRP378977,117,,
SRR21096813,AMP-GEN-NAL-STR-TET,WGS,300,386146707,PRJNA756559,SAMN27524708,Pathogen.env,172503083,NML,NML,31/07/2017,public,"realign,sra,fastq,wgmlst_sig","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX17110538,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01213,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIC(FII), p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-01213,428,SRP378977,1403,,
SRR21096814,AMP-GEN-STR-SSS-TET,WGS,299,520300874,PRJNA756559,SAMN27524742,Pathogen.env,242709792,NML,NML,31/07/2016,public,"wgmlst_sig,sra,realign,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX17110537,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01405,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-01405,69,SRP378977,48,,
SRR21096815,GEN-STR-SSS-TET,WGS,296,291563780,PRJNA756559,SAMN27524924,Pathogen.env,136168488,NML,NML,31/07/2014,public,"fastq,sra,wgmlst_sig,realign","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX17110536,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03476,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03476,117,SRP378977,155,,
SRR21096816,CIP-GEN-MXF-SXT,WGS,298,200532536,PRJNA756559,SAMN27524793,Pathogen.cl,90860735,NML,NML,31/07/2014,public,"sra,realign,fastq,wgmlst_sig","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX17110535,Canada,North America,Canada: NOVA SCOTIA,Illumina MiSeq,Not applicable,human,Not collected,N18-02207,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFIA, IncFII(pRSB107)",ILLUMINA,2022-08-17T00:00:00Z,N18-02207,131,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096817,CFZ-CIP-GEN-MXF,WGS,295,362323716,PRJNA756559,SAMN27524860,Pathogen.cl,170830176,NML,NML,31/07/2017,public,"sra,fastq,realign,wgmlst_sig","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX17110534,Canada,North America,Canada: NOVA SCOTIA,Illumina MiSeq,Not applicable,human,Not collected,N18-03355,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFII(pRSB107)",ILLUMINA,2022-08-17T00:00:00Z,N18-03355,7303,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096818,GEN-STR-SSS-TET,WGS,300,510999606,PRJNA756559,SAMN27525042,Pathogen.env,226240828,NML,NML,31/07/2014,public,"fastq,realign,wgmlst_sig,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX17110533,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03750,PAIRED,RANDOM,GENOMIC,Escherichia coli,None,ILLUMINA,2022-08-17T00:00:00Z,N18-03750,355,SRP378977,328,,
SRR21096819,AMC-AMP-CRO-FOX-GEN-STR-SSS-SXT-TIO,WGS,293,418909650,PRJNA756559,SAMN27524915,Pathogen.env,196694107,NML,NML,31/07/2014,public,"realign,fastq,sra,wgmlst_sig","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX17110532,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03467,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col8282, ColpVC, IncFIB(AP001918), p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03467,131,SRP378977,38,,
