Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Isolate,Isolation_Source,Sample ID,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SAMPLE_TYPE,SRA Study,STRAIN,Dataset,Sample_type,ST,ampicillin_MIC,ampicillin_RIS,ampicillin_genotypic_prediction_v.1,pbp5,vancomycin_MIC,vancomycin_RIS,vancomycin_genotypic_prediction,VanA_depth,VanA_diffs,VanH.Pt_depth,VanX_depth,VanX_diffs,VanY.A_depth,VanY.A_diffs,VanR.A_depth,VanS.A_depth,VanB_depth,VanB_diffs,VanH.B_depth,VanX.B_depth,VanY.B_depth,VanR.B_depth,VanS.B_depth,gentamicin.high.level_RIS,gentamicin_genotypic_prediction,Aac6.Aph2_depth,Aac6.Aph2_diffs,Aph3..Ia_depth,Aph3..Ia_diffs,Aph3.III_depth,Aph3.III_diffs,Aac6.Ii_depth,Aac6.Ii_diffs,Ant6.Ia_depth,Ant6.Ia_diffs,ciprofloxacin_MIC,ciprofloxacin_RIS,ciprofloxacin_genotypic_prediction,levofloxacin_MIC,levofloxacin_RIS,levofloxacin_genotypic_prediction,gyrA 84,parC 82,tetracycline_MIC,tetracycline_RIS,tetracycline_genotypic_prediction,doxycycline_MIC,doxycycline_RIS,doxycycline_genotypic_prediction_v.1,TetL_depth,TetL_diffs,TetM_depth,TetM_diffs,TetS_depth,TetS_diffs,TetU_depth,TetU_diffs,linezolid_MIC,linezolid_RIS,linezolid_genotypic_prediction,23S_G2576T_AlleleFraction,poxtA,cfrB
SRR16347161,WGS,288,448499905,PRJNA771404,SAMN22135325,"Microbe\, viral or environmental",171866521,MASSACHUSETTS GENERAL HOSPITAL,2018-05,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12624716,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-19977,rectal,Efm-243,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-243,Isolate,SRP341454,not available,Validation,rectal,1578,32,R,R,485A,32,R,R,127.443,0 snps,166.915,149.68,34snp,229.003,0 snps,170.694,196.546,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,148.308,0 snps,74.227,2snp,238.914,0 snps,8,R,R,8,R,R,Y,I,1,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347162,WGS,288,91154177,PRJNA771404,SAMN22135324,"Microbe\, viral or environmental",35021854,MASSACHUSETTS GENERAL HOSPITAL,2018-05,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12624715,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-6925,urine,Efm-242,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-242,Isolate,SRP341454,not available,Validation,urine,736,NA,R,R,485A,NA,R,R,9.355,1snp,7.771,7.79,34snp,7.312,1indel,15.001,13.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.673,143holes,NA,NA,NA,NA,13.704,2snp,NA,NA,NA,NA,R,NA,R,R,R,R,NA,R,R,NA,R,S,11.334,1snp34holes,NA,NA,NA,NA,NA,NA,NA,S,S,0,NA,NA
SRR16347163,WGS,289,444206744,PRJNA771404,SAMN22135323,"Microbe\, viral or environmental",169700201,MASSACHUSETTS GENERAL HOSPITAL,2018-05,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12624714,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-15884,rectal,Efm-241,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-241,Isolate,SRP341454,not available,Validation,rectal,17,32,R,R,485A,32,R,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.77,1snp,32.786,48.461,38.814,53.784,53.711,R,R,267.238,1snp,NA,NA,147.906,0 snps,74.018,2snp,NA,NA,8,R,R,8,R,R,I,I,1,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,1,S,S,0,NA,NA
SRR16347164,WGS,257,1048515467,PRJNA771404,SAMN22135107,"Microbe\, viral or environmental",482980112,MASSACHUSETTS GENERAL HOSPITAL,2016-04,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12624713,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-6756,urine,Efm-25,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-25,Isolate,SRP341454,not available,Derivation,urine,412,32,R,R,485A,1,S,S,NA,NA,NA,NA,NA,505.903,0 snps,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,349.388,0 snps,204.409,2snp,472.354,1indel,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,293.589,1snp34holes,495.903,15snp,NA,NA,NA,NA,1,S,S,0,NA,NA
SRR16347165,WGS,285,413916475,PRJNA771404,SAMN22135322,"Microbe\, viral or environmental",164263793,MASSACHUSETTS GENERAL HOSPITAL,2018-05,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12624712,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-5958,rectal,Efm-240,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-240,Isolate,SRP341454,not available,Validation,rectal,412,32,R,R,485A,32,R,R,115.417,1snp,142.088,111.849,34snp,205.838,0 snps,163.298,155.308,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,128.652,0 snps,51.738,2snp,216.632,1indel,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,64.266,1snp34holes,122.622,15snp,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347166,WGS,287,1002941683,PRJNA771404,SAMN22135321,"Microbe\, viral or environmental",392176670,MASSACHUSETTS GENERAL HOSPITAL,2018-05,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12624711,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-8511,bile,Efm-239,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-239,Isolate,SRP341454,not available,Validation,bile,22,2,S,S,485M,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,194.238,1snp,NA,NA,2,I,S,4,I,S,S,S,1,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347167,WGS,288,300536659,PRJNA771404,SAMN22135320,"Microbe\, viral or environmental",116015474,MASSACHUSETTS GENERAL HOSPITAL,2018-05,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX12624710,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-16056,rectal,Efm-238,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-238,Isolate,SRP341454,not available,Validation,rectal,80,32,R,R,485A,32,R,R,151.411,1snp,205.132,167.056,33snp1indel,258.153,1indel,182.202,214.566,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,191.724,1snp,46.24,2snp,262.963,0 snps,8,R,R,8,R,R,I,I,1,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347168,WGS,225,85945525,PRJNA771404,SAMN22135319,"Microbe\, viral or environmental",42902206,MASSACHUSETTS GENERAL HOSPITAL,2018-05,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12624709,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-8644,"abdominal\, fluid",Efm-237,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-237,Isolate,SRP341454,not available,Validation,"abdominal, fluid",773,2,S,S,485M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,19.858,9snp,NA,NA,1,S,S,2,S,S,S,S,1,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347169,WGS,286,352134511,PRJNA771404,SAMN22135318,"Microbe\, viral or environmental",142044956,MASSACHUSETTS GENERAL HOSPITAL,2018-05,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12624708,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-17295,urine,Efm-236,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-236,Isolate,SRP341454,not available,Validation,urine,736*,32,R,R,485A,32,R,R,66.357,1snp,107.478,73.462,34snp,159.138,0 snps,97.168,111.339,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,101.572,0 snps,45.815,2snp,136.963,1indel,8,R,R,8,R,R,R,R,16,R,R,16,R,R,68.708,1snp34holes,59.236,52snp41holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347170,WGS,226,53829219,PRJNA771404,SAMN22135317,"Microbe\, viral or environmental",26691767,MASSACHUSETTS GENERAL HOSPITAL,2018-05,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX12624707,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-22024,urine,Efm-235,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-235,Isolate,SRP341454,not available,Validation,urine,412,32,R,R,485A,32,R,R,30.051,1snp,27.575,32.659,34snp,41.682,1snp,25.218,32.834,NA,NA,NA,NA,NA,NA,NA,S,S,12.186,129holes,NA,NA,27.364,0 snps,11.455,2snp,34.264,1indel,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,9.637,1snp34holes,24.011,22snp,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347171,WGS,273,317767201,PRJNA771404,SAMN22135316,"Microbe\, viral or environmental",140889046,MASSACHUSETTS GENERAL HOSPITAL,2018-05,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12624706,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-9971,rectal,Efm-234,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-234,Isolate,SRP341454,not available,Validation,rectal,412,32,R,R,485A,32,R,R,113.408,1snp,152.736,140.836,34snp,223.148,1snp,145.11,163.062,NA,NA,NA,NA,NA,NA,NA,S,S,133.347,129holes,NA,NA,121.088,0 snps,45.329,2snp,224.446,1indel,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,56.597,1snp34holes,116.121,17snp,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347172,WGS,287,200767505,PRJNA771404,SAMN22135315,"Microbe\, viral or environmental",78475138,MASSACHUSETTS GENERAL HOSPITAL,2018-05,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12624705,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-13561,rectal,Efm-233,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-233,Isolate,SRP341454,not available,Validation,rectal,736,32,R,R,485A,32,R,R,144.56,1snp,144.064,150.002,33snp1indel,111.452,0 snps,80.581,99.91,NA,NA,NA,NA,NA,NA,NA,S,S,96.76,129holes,NA,NA,NA,NA,28.413,2snp,NA,NA,8,R,R,8,R,R,R,R,16,R,R,16,R,R,43.681,1snp34holes,38.051,45snp110holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347173,WGS,286,368586049,PRJNA771404,SAMN22135314,"Microbe\, viral or environmental",145269878,MASSACHUSETTS GENERAL HOSPITAL,2018-04,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12624704,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-10645,rectal,Efm-232,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-232,Isolate,SRP341454,not available,Validation,rectal,412,32,R,R,485A,32,R,R,89.583,1snp,145.606,103.774,34snp,182.494,0 snps,108.577,146.623,NA,NA,NA,NA,NA,NA,NA,S,S,176.575,129holes,NA,NA,129.018,0 snps,49.027,2snp,172.074,1indel,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,69.792,1snp34holes,122.066,16snp,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347174,WGS,289,366557127,PRJNA771404,SAMN22135313,"Microbe\, viral or environmental",139784654,MASSACHUSETTS GENERAL HOSPITAL,2018-04,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX12624703,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-8624,stool,Efm-231,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-231,Isolate,SRP341454,not available,Validation,stool,412,32,R,R,485A,32,R,R,127.424,1snp,172.798,140.236,34snp,242.959,0 snps,156.706,191.234,NA,NA,NA,NA,NA,NA,NA,S,S,167.298,129holes,NA,NA,147.065,0 snps,59.044,2snp,228.696,1indel,8,R,R,8,R,R,Y,R,1,S,R,0.5,S,R,NA,NA,72.139,44snp1indel77holes,NA,NA,NA,NA,1,S,S,0,NA,NA
SRR16347175,WGS,261,953180960,PRJNA771404,SAMN22135106,"Microbe\, viral or environmental",428308349,MASSACHUSETTS GENERAL HOSPITAL,2016-04,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12624702,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-5986,rectal,Efm-24,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-24,Isolate,SRP341454,not available,Derivation,rectal,17,32,R,R,485A,32,R,R,464.512,1snp,532.463,491.892,34snp,760.056,1snp,439.611,581.115,NA,NA,NA,NA,NA,NA,NA,S,S,402.724,129holes,NA,NA,NA,NA,210.598,2snp,726.815,13holes,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,NA,NA,224.648,54snp1indel,NA,NA,NA,NA,1,S,S,0,NA,NA
SRR16347176,WGS,285,250274587,PRJNA771404,SAMN22135312,"Microbe\, viral or environmental",101302948,MASSACHUSETTS GENERAL HOSPITAL,2018-04,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12624701,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-12150,blood,Efm-230,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-230,Isolate,SRP341454,not available,Validation,blood,38,16,R,R,485T,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,36.222,2snp,NA,NA,2,I,S,4,I,S,S,S,16,R,R,16,R,R,163.948,0 snps,117.434,65snp100holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347177,WGS,225,78184851,PRJNA771404,SAMN22135311,"Microbe\, viral or environmental",39075832,MASSACHUSETTS GENERAL HOSPITAL,2018-04,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12624700,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-8488,urine,Efm-229,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-229,Isolate,SRP341454,not available,Validation,urine,736,NA,R,R,485A,32,R,R,24.92,1snp,28.934,30.772,34snp,48,0 snps,22.693,33.901,NA,NA,NA,NA,NA,NA,NA,S,S,48.663,129holes,NA,NA,21.853,0 snps,15.791,2snp,59.61,1indel,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,22.747,1snp34holes,20.313,59snp11holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347178,WGS,287,389759040,PRJNA771404,SAMN22135310,"Microbe\, viral or environmental",151053261,MASSACHUSETTS GENERAL HOSPITAL,2018-04,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX12624699,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-1673,urine,Efm-228,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-228,Isolate,SRP341454,not available,Validation,urine,412,32,R,R,485A,32,R,R,5.49,1snp,8.736,8.396,33snp4holes,170.873,0 snps,16.392,15.731,NA,NA,NA,NA,NA,NA,NA,S,S,176.599,129holes,NA,NA,142.309,0 snps,58.998,2snp,203.268,1indel,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,71.286,1snp34holes,126.937,16snp,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347179,WGS,286,344895243,PRJNA771404,SAMN22135309,"Microbe\, viral or environmental",134668988,MASSACHUSETTS GENERAL HOSPITAL,2018-04,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12624698,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-12703,rectal,Efm-227,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-227,Isolate,SRP341454,not available,Validation,rectal,17,32,R,R,485A,32,R,R,75.642,1snp,116.86,99.552,33snp1indel,167.892,1snp,105.459,118.807,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,41.816,2snp,NA,NA,8,R,R,8,R,R,Y,I,16,R,R,16,R,R,NA,NA,146.493,17snp1indel,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347180,WGS,287,280885277,PRJNA771404,SAMN22135308,"Microbe\, viral or environmental",107896107,MASSACHUSETTS GENERAL HOSPITAL,2018-04,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX12624697,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-5660,bronchial alveolar lavage,Efm-226,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-226,Isolate,SRP341454,not available,Validation,bronchial alveolar lavage,1391,32,R,R,485A,32,R,R,76.689,1snp,100.223,81.625,34snp,132.783,1snp,95.937,96.255,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,40.005,2snp,NA,NA,8,R,R,8,R,R,Y,I,1,S,R,1,S,R,NA,NA,59.323,51snp1indel26holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347181,WGS,287,345670374,PRJNA771404,SAMN22135307,"Microbe\, viral or environmental",132817636,MASSACHUSETTS GENERAL HOSPITAL,2018-04,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX12624696,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-14620,urine,Efm-225,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-225,Isolate,SRP341454,not available,Validation,urine,736,32,R,R,485A,32,R,R,111.665,1snp,122.052,97.013,34snp,178.276,0 snps,115.023,143.465,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,120.07,0 snps,58.258,2snp,170.577,1indel,8,R,R,8,R,R,R,R,16,R,R,16,R,R,86.499,1snp34holes,70.873,52snp68holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347182,WGS,287,1014176529,PRJNA771404,SAMN22135306,"Microbe\, viral or environmental",390358034,MASSACHUSETTS GENERAL HOSPITAL,2018-04,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12624695,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-1349,urine,Efm-224,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-224,Isolate,SRP341454,not available,Validation,urine,29,2,S,S,485M,1,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,184.887,1snp,NA,NA,2,I,S,4,I,S,S,S,16,R,R,16,R,R,520.816,0 snps,367.29,82snp3indel,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347183,WGS,287,303992647,PRJNA771404,SAMN22135305,"Microbe\, viral or environmental",119245596,MASSACHUSETTS GENERAL HOSPITAL,2018-04,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12624694,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-22222,rectal,Efm-223,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-223,Isolate,SRP341454,not available,Validation,rectal,203,32,R,R,485A,32,R,R,116.68,1snp,152.254,131.356,32snp2indel,207.544,0 snps,142.65,165.58,NA,NA,NA,NA,NA,NA,NA,S,S,144.865,129holes,NA,NA,140.745,0 snps,44.687,2snp,191.865,1indel,8,R,R,8,R,R,Y,I,1,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347184,WGS,286,328265668,PRJNA771404,SAMN22135304,"Microbe\, viral or environmental",129768961,MASSACHUSETTS GENERAL HOSPITAL,2018-04,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12624693,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-12929,rectal,Efm-222,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-222,Isolate,SRP341454,not available,Validation,rectal,736,32,R,R,485A,32,R,R,93.313,1snp,131.977,94.257,33snp1indel,179.63,0 snps,111.032,134.907,NA,NA,NA,NA,NA,NA,NA,S,S,196.642,129holes,NA,NA,104.255,0 snps,43.751,2snp,180.901,1indel,8,R,R,8,R,R,R,R,16,R,R,16,R,R,70.436,1snp34holes,58.427,58snp1indel18holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347185,WGS,228,83681112,PRJNA771404,SAMN22135303,"Microbe\, viral or environmental",41499042,MASSACHUSETTS GENERAL HOSPITAL,2018-03,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX12624692,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-3960,blood,Efm-221,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-221,Isolate,SRP341454,not available,Validation,blood,761,32,R,R,485A,32,R,R,32.045,0 snps,34.533,24.007,34snp,41.958,1indel,29.04,37.124,NA,NA,NA,NA,NA,NA,NA,R,R,105.981,2snp,NA,NA,41.325,0 snps,17.135,2snp,61.347,0 snps,8,R,R,8,R,R,Y,I,16,R,R,16,R,R,22.399,1snp34holes,14.517,47snp94holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347186,WGS,260,1247010738,PRJNA771404,SAMN22135105,"Microbe\, viral or environmental",567635389,MASSACHUSETTS GENERAL HOSPITAL,2016-04,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX12624691,USA,North America,USA: Boston,Homo sapiens,NextSeq 500,P-1494,urine,Efm-23,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-23,Isolate,SRP341454,not available,Derivation,urine,18,16,R,R,485A,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,2.995,1snp28holes,NA,NA,301.307,1snp1indel,NA,NA,8,R,R,8,R,R,Y,R,16,R,R,4,S,R,NA,NA,393.893,53snp2indel,NA,NA,1750.718,3snp,2,S,S,0,NA,NA
SRR16347187,WGS,285,271531410,PRJNA771404,SAMN22135302,"Microbe\, viral or environmental",110621705,MASSACHUSETTS GENERAL HOSPITAL,2018-03,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX12624690,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-8324,"abscess\, anterior pelvic",Efm-220,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-220,Isolate,SRP341454,not available,Validation,"abscess, anterior pelvic",18,32,R,R,485A,32,R,R,52.721,1snp,74.165,75.085,34snp,111.634,1snp,72.692,86.601,NA,NA,NA,NA,NA,NA,NA,S,S,130.362,129holes,NA,NA,NA,NA,33.765,2snp,112.948,0 snps,8,R,R,8,R,R,Y,R,16,R,R,8,I,R,NA,NA,54.84,47snp1indel50holes,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347188,WGS,287,744328254,PRJNA771404,SAMN22135301,"Microbe\, viral or environmental",287406429,MASSACHUSETTS GENERAL HOSPITAL,2018-03,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12624689,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-10731,urine,Efm-219,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-219,Isolate,SRP341454,not available,Validation,urine,412,32,R,R,485A,32,R,R,236.838,1snp,323.303,249.83,33snp1indel,444.727,0 snps,303.001,340.375,NA,NA,NA,NA,NA,NA,NA,S,S,353.054,129holes,NA,NA,316.352,0 snps,81.415,2snp,431.207,1indel,8,R,R,8,R,R,Y,R,16,R,R,16,R,R,146.972,1snp34holes,242.246,15snp,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347189,WGS,287,241807071,PRJNA771404,SAMN22135300,"Microbe\, viral or environmental",95331922,MASSACHUSETTS GENERAL HOSPITAL,2018-03,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX12624688,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-6233,urine,Efm-218,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-218,Isolate,SRP341454,not available,Validation,urine,1192,2,S,S,485M,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,NA,NA,NA,40.509,7snp,NA,NA,0.5,S,S,1,S,S,S,S,1,S,S,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,2,S,S,0,NA,NA
SRR16347190,WGS,285,225538278,PRJNA771404,SAMN22135299,"Microbe\, viral or environmental",91445354,MASSACHUSETTS GENERAL HOSPITAL,2018-03,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX12624687,USA,North America,USA: Boston,Homo sapiens,Illumina HiSeq X,P-8363,blood,Efm-217,PAIRED,RANDOM,GENOMIC,Enterococcus faecium,ILLUMINA,2021-10-15T00:00:00Z,Efm-217,Isolate,SRP341454,not available,Validation,blood,80,32,R,R,485A,0.5,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,R,176.948,1snp,NA,NA,NA,NA,26.778,2snp,NA,NA,8,R,R,8,R,R,Y,I,16,R,R,16,R,R,44.682,1snp34holes,35.8,45snp1indel108holes,NA,NA,275.448,2snp,2,S,S,0,NA,NA
