data_source,sample_name,isolate_name,fraction,CIP,CLI,CXM,ERY,GEN,LEV,MET,MOX,OXA,PEN,TET,run_accession
patric,SAMN02391430,1413603.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1303637
patric,SAMN02391431,1413604.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1303394
patric,SAMN02391432,1413605.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1303566
patric,SAMN02391433,1413606.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1293550
patric,SAMN02391434,1413607.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1213186
patric,SAMN02391435,1413608.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1293560
patric,SAMN02391436,1413609.3,train,NA,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,SRR1293398
patric,SAMN02403973,1422390.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328301
patric,SAMN02403973,1422390.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342139
patric,SAMN02403974,1422391.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330219
patric,SAMN02403974,1422391.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1346342
patric,SAMN02403976,1422393.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330274
patric,SAMN02403976,1422393.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330283
patric,SAMN02403977,1422394.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328325
patric,SAMN02403977,1422394.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344709
patric,SAMN02403978,1422395.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328314
patric,SAMN02403978,1422395.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1346411
patric,SAMN02403979,1422396.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330224
patric,SAMN02403979,1422396.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1346232
patric,SAMN02403980,1422397.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328309
patric,SAMN02403980,1422397.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328328
patric,SAMN02403981,1422398.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329291
patric,SAMN02403981,1422398.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342158
patric,SAMN02403982,1422399.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329276
patric,SAMN02403982,1422399.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342127
patric,SAMN02403983,1422400.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329221
patric,SAMN02403983,1422400.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329242
patric,SAMN02403984,1422401.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326959
patric,SAMN02403984,1422401.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342324
patric,SAMN02403985,1422402.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329306
patric,SAMN02403985,1422402.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344690
patric,SAMN02403986,1422403.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326960
patric,SAMN02403986,1422403.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342348
patric,SAMN02403987,1422404.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328296
patric,SAMN02403987,1422404.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342350
patric,SAMN02403988,1422405.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328273
patric,SAMN02403988,1422405.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342175
patric,SAMN02403989,1422406.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330241
patric,SAMN02403989,1422406.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330404
patric,SAMN02403990,1422407.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330262
patric,SAMN02403990,1422407.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330280
patric,SAMN02403991,1422408.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329243
patric,SAMN02403991,1422408.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329246
patric,SAMN02403992,1422409.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330203
patric,SAMN02403992,1422409.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330267
patric,SAMN02403993,1422410.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330265
patric,SAMN02403993,1422410.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330370
patric,SAMN02403994,1422411.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326987
patric,SAMN02403994,1422411.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342150
patric,SAMN02403995,1422412.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330269
patric,SAMN02403995,1422412.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330402
patric,SAMN02403996,1422413.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326946
patric,SAMN02403996,1422413.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326983
patric,SAMN02403997,1422414.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326994
patric,SAMN02403997,1422414.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344763
patric,SAMN02403998,1422415.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326245
patric,SAMN02403998,1422415.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1340408
patric,SAMN02403999,1422416.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329301
patric,SAMN02403999,1422416.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342373
patric,SAMN02404000,1422417.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329266
patric,SAMN02404000,1422417.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342132
patric,SAMN02404001,1422418.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328302
patric,SAMN02404001,1422418.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344680
patric,SAMN02404002,1422419.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328295
patric,SAMN02404002,1422419.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344710
patric,SAMN02404003,1422420.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328330
patric,SAMN02404003,1422420.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342196
patric,SAMN02404004,1422421.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330276
patric,SAMN02404004,1422421.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330408
patric,SAMN02404005,1422422.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326947
patric,SAMN02404005,1422422.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344790
patric,SAMN02404006,1422423.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329807
patric,SAMN02404006,1422423.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330234
patric,SAMN02404007,1422424.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330369
patric,SAMN02404007,1422424.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330414
patric,SAMN02404008,1422425.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329263
patric,SAMN02404008,1422425.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342118
patric,SAMN02404009,1422426.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329274
patric,SAMN02404009,1422426.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342199
patric,SAMN02404010,1422427.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326140
patric,SAMN02404010,1422427.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344694
patric,SAMN02404011,1422428.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329302
patric,SAMN02404011,1422428.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329309
patric,SAMN02404012,1422429.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329834
patric,SAMN02404012,1422429.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342144
patric,SAMN02404013,1422430.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328175
patric,SAMN02404013,1422430.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1346339
patric,SAMN02404014,1422431.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330260
patric,SAMN02404014,1422431.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330270
patric,SAMN02404015,1422432.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328320
patric,SAMN02404015,1422432.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342354
patric,SAMN02404016,1422433.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329223
patric,SAMN02404016,1422433.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342140
patric,SAMN02404017,1422434.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330258
patric,SAMN02404017,1422434.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330395
patric,SAMN02404018,1422435.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328321
patric,SAMN02404018,1422435.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342181
patric,SAMN02404019,1422436.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326988
patric,SAMN02404019,1422436.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1340402
patric,SAMN02404020,1422437.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328329
patric,SAMN02404020,1422437.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342342
patric,SAMN02404021,1422438.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330225
patric,SAMN02404021,1422438.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330236
patric,SAMN02404022,1422439.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329303
patric,SAMN02404022,1422439.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1346399
patric,SAMN02404023,1422440.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326199
patric,SAMN02404023,1422440.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344700
patric,SAMN02404024,1422441.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326246
patric,SAMN02404024,1422441.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1346235
patric,SAMN02404025,1422442.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326938
patric,SAMN02404025,1422442.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326978
patric,SAMN02404026,1422443.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329810
patric,SAMN02404026,1422443.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342173
patric,SAMN02404027,1422444.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329278
patric,SAMN02404027,1422444.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342329
patric,SAMN02404028,1422445.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1530980
patric,SAMN02404028,1422445.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1531004
patric,SAMN02404029,1422446.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330400
patric,SAMN02404029,1422446.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330409
patric,SAMN02404030,1422447.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330200
patric,SAMN02404030,1422447.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330257
patric,SAMN02404031,1422448.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329839
patric,SAMN02404031,1422448.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342321
patric,SAMN02404032,1422449.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328307
patric,SAMN02404032,1422449.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342347
patric,SAMN02404033,1422450.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1303279
patric,SAMN02404034,1422451.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1303401
patric,SAMN02404035,1422452.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328186
patric,SAMN02404035,1422452.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344766
patric,SAMN02404036,1422453.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328291
patric,SAMN02404036,1422453.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342156
patric,SAMN02404037,1422454.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329844
patric,SAMN02404037,1422454.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330212
patric,SAMN02404038,1422455.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329294
patric,SAMN02404038,1422455.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1346356
patric,SAMN02404039,1422456.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328285
patric,SAMN02404039,1422456.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1346394
patric,SAMN02404040,1422457.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326141
patric,SAMN02404040,1422457.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326980
patric,SAMN02404041,1422458.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328188
patric,SAMN02404041,1422458.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342351
patric,SAMN02404042,1422459.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1303537
patric,SAMN02404043,1422460.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328170
patric,SAMN02404043,1422460.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328298
patric,SAMN02404044,1422461.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330233
patric,SAMN02404044,1422461.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330425
patric,SAMN02404045,1422462.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328177
patric,SAMN02404045,1422462.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342360
patric,SAMN02404046,1422463.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326969
patric,SAMN02404046,1422463.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342164
patric,SAMN02404047,1422464.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329233
patric,SAMN02404047,1422464.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342191
patric,SAMN02404048,1422465.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326970
patric,SAMN02404048,1422465.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1340403
patric,SAMN02404049,1422466.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328183
patric,SAMN02404049,1422466.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344778
patric,SAMN02404050,1422467.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328297
patric,SAMN02404050,1422467.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1346340
patric,SAMN02404051,1422468.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328299
patric,SAMN02404051,1422468.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342153
patric,SAMN02404052,1422469.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328192
patric,SAMN02404052,1422469.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1346341
patric,SAMN02404053,1422470.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329231
patric,SAMN02404053,1422470.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1346407
patric,SAMN02404054,1422471.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328326
patric,SAMN02404054,1422471.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1346397
patric,SAMN02404055,1422472.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329267
patric,SAMN02404055,1422472.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342331
patric,SAMN02404056,1422473.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330229
patric,SAMN02404056,1422473.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1346236
patric,SAMN02404057,1422474.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326963
patric,SAMN02404057,1422474.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326981
patric,SAMN02404058,1422475.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330204
patric,SAMN02404058,1422475.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1346412
patric,SAMN02404059,1422476.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1303271
patric,SAMN02404060,1422477.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1303563
patric,SAMN02404061,1422478.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326142
patric,SAMN02404061,1422478.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1531007
patric,SAMN02404062,1422479.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328293
patric,SAMN02404062,1422479.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342363
patric,SAMN02404063,1422480.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328311
patric,SAMN02404063,1422480.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342289
patric,SAMN02404064,1422481.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330242
patric,SAMN02404064,1422481.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330281
patric,SAMN02404065,1422482.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329237
patric,SAMN02404065,1422482.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344796
patric,SAMN02404066,1422483.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328275
patric,SAMN02404066,1422483.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344775
patric,SAMN02404067,1422484.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326951
patric,SAMN02404067,1422484.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326952
patric,SAMN02404068,1422485.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326935
patric,SAMN02404068,1422485.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344692
patric,SAMN02404071,1422488.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328308
patric,SAMN02404071,1422488.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342382
patric,SAMN02404071,1422488.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344767
patric,SAMN02404071,1422488.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1346228
patric,SAMN02404072,1422489.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329310
patric,SAMN02404072,1422489.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342142
patric,SAMN02404072,1422489.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342286
patric,SAMN02404072,1422489.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344693
patric,SAMN02404073,1422490.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326971
patric,SAMN02404073,1422490.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1340397
patric,SAMN02404073,1422490.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342356
patric,SAMN02404073,1422490.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1346330
patric,SAMN02404074,1422491.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1303542
patric,SAMN02404075,1422492.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328332
patric,SAMN02404075,1422492.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344768
patric,SAMN02404075,1422492.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344793
patric,SAMN02404075,1422492.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1346357
patric,SAMN02404076,1422493.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330214
patric,SAMN02404076,1422493.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330218
patric,SAMN02404076,1422493.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330230
patric,SAMN02404076,1422493.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1330247
patric,SAMN02404077,1422494.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1303400
patric,SAMN02404078,1422495.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329224
patric,SAMN02404078,1422495.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342151
patric,SAMN02404078,1422495.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342190
patric,SAMN02404078,1422495.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342374
patric,SAMN02404080,1422497.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326953
patric,SAMN02404080,1422497.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326966
patric,SAMN02404080,1422497.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1340410
patric,SAMN02404080,1422497.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344691
patric,SAMN02404081,1422498.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328178
patric,SAMN02404081,1422498.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328304
patric,SAMN02404081,1422498.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342336
patric,SAMN02404081,1422498.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1346234
patric,SAMN02404083,1422500.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1328313
patric,SAMN02404083,1422500.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342133
patric,SAMN02404083,1422500.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342367
patric,SAMN02404083,1422500.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344697
patric,SAMN02404086,1422503.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326242
patric,SAMN02404086,1422503.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1326943
patric,SAMN02404086,1422503.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342369
patric,SAMN02404086,1422503.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344769
patric,SAMN02404091,1422508.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329812
patric,SAMN02404091,1422508.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342183
patric,SAMN02404091,1422508.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1342334
patric,SAMN02404091,1422508.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1344776
patric,SAMN02404092,1422509.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329226
patric,SAMN02404092,1422509.3,train,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,SRR1329307
