PATRIC ID,Run Accession,Genome Name,Publication,Ampicillin,Amoxicillin-Clavulanate,Ceftriaxone,Chloramphenicol,Sulfisoxazole,Cefoxitin,Gentamycin,Kanamycin,Streptomycin,Tetracycline,Ceftiofur
590.12581,SRR3001175,Salmonella enterica SRR3001175,30333126,<=1,<=1,<=0.25,4,32,4,0.5,,32,<=4,1
590.12586,SRR3001176,Salmonella enterica SRR3001176,30333126,<=1,<=1,<=0.25,8,32,4,<=0.25,,8,<=4,1
590.12578,SRR3001177,Salmonella enterica SRR3001177,30333126,<=1,<=1,<=0.25,4,32,2,0.5,,64,>32,1
590.12579,SRR3001181,Salmonella enterica SRR3001181,30333126,<=1,<=1,<=0.25,8,<=16,8,0.5,,32,16,1
590.17494,SRR3021486,Salmonella enterica SRR3021486,30333126,>32,8,<=0.25,8,>256,2,<=0.25,,,>32,1
590.17499,SRR3021488,Salmonella enterica SRR3021488,30333126,<=1,<=1,<=0.25,4,64,2,1,,>64,>32,1
590.17501,SRR3021489,Salmonella enterica SRR3021489,30333126,<=1,<=1,<=0.25,4,>256,2,>16,,>64,>32,1
590.17506,SRR3021491,Salmonella enterica SRR3021491,30333126,>32,>32,32,8,>256,>32,0.5,,,>32,>8
590.1751,SRR3021493,Salmonella enterica SRR3021493,30333126,2,<=1,<=0.25,2,64,2,0.5,,64,<=4,1
590.17512,SRR3021494,Salmonella enterica SRR3021494,30333126,>32,8,<=0.25,8,>256,2,<=0.25,,64,>32,1
590.12295,SRR3031824,Salmonella enterica SRR3031824,30333126,<=1,<=1,<=0.25,8,>256,2,0.5,,>64,>32,1
590.12448,SRR3031825,Salmonella enterica SRR3031825,30333126,<=1,<=1,<=0.25,4,>256,4,0.5,,64,>32,1
590.12451,SRR3031827,Salmonella enterica SRR3031827,30333126,<=1,<=1,<=0.25,8,64,4,0.5,,32,<=4,1
590.12432,SRR3031829,Salmonella enterica SRR3031829,30333126,<=1,<=1,<=0.25,4,32,4,0.5,,16,32,1
590.12433,SRR3031869,Salmonella enterica SRR3031869,30333126,>32,8,<=0.25,8,>256,2,<=0.25,,>64,>32,1
590.1245,SRR3031871,Salmonella enterica SRR3031871,30333126,>32,8,<=0.25,4,>256,2,0.5,,16,>32,0.5
590.12431,SRR3031873,Salmonella enterica SRR3031873,30333126,<=1,<=1,<=0.25,8,32,1,<=0.25,,<=2,16,0.25
590.12331,SRR3033302,Salmonella enterica SRR3033302,30333126,<=1,<=1,<=0.25,4,32,4,<=0.25,,8,<=4,0.5
590.12588,SRR3033303,Salmonella enterica SRR3033303,30333126,<=1,<=1,<=0.25,8,128,2,1,,8,<=4,1
590.12589,SRR3033304,Salmonella enterica SRR3033304,30333126,>32,>32,64,>32,>256,>32,<=0.25,,>64,>32,>8
590.12592,SRR3033305,Salmonella enterica SRR3033305,30333126,>32,16,<=0.25,16,>256,4,>16,,>64,>32,1
590.1259,SRR3033320,Salmonella enterica SRR3033320,30333126,<=1,<=1,<=0.25,8,64,2,0.5,,8,<=4,1
590.12594,SRR3033324,Salmonella enterica SRR3033324,30333126,<=1,<=1,<=0.25,8,128,8,1,,16,<=4,1
590.12595,SRR3033325,Salmonella enterica SRR3033325,30333126,<=1,<=1,<=0.25,4,32,2,<=0.25,,8,<=4,0.5
590.12591,SRR3033347,Salmonella enterica SRR3033347,30333126,<=1,<=1,<=0.25,4,<=16,8,1,,16,<=4,1
590.12437,SRR3038497,Salmonella enterica SRR3038497,30333126,<=1,<=1,<=0.25,4,32,8,<=0.25,,32,<=4,1
590.12438,SRR3038498,Salmonella enterica SRR3038498,30333126,<=1,<=1,<=0.25,8,32,8,0.5,,16,>32,1
590.1244,SRR3038499,Salmonella enterica SRR3038499,30333126,<=1,<=1,<=0.25,8,32,4,<=0.25,,4,16,1
590.12446,SRR3038500,Salmonella enterica SRR3038500,30333126,>32,>32,32,8,>256,>32,0.5,,>64,>32,>8
590.12456,SRR3038501,Salmonella enterica SRR3038501,30333126,<=1,<=1,<=0.25,8,>256,4,<=0.25,,32,>32,1
590.12436,SRR3038502,Salmonella enterica SRR3038502,30333126,2,<=1,<=0.25,8,>256,4,<=0.25,,8,>32,1
590.12439,SRR3038510,Salmonella enterica SRR3038510,30333126,<=1,<=1,<=0.25,8,<=16,2,0.5,,8,>32,1
590.12444,SRR3038511,Salmonella enterica SRR3038511,30333126,<=1,<=1,<=0.25,8,32,4,<=0.25,,16,32,1
590.12445,SRR3038512,Salmonella enterica SRR3038512,30333126,<=1,<=1,<=0.25,4,>256,2,<=0.25,,8,>32,0.5
590.12454,SRR3038515,Salmonella enterica SRR3038515,30333126,<=1,2,<=0.25,4,>256,4,>16,,64,<=4,1
590.17524,SRR3045974,Salmonella enterica SRR3045974,30333126,>32,32,8,4,>256,32,<=0.25,,,>32,8
590.17526,SRR3045975,Salmonella enterica SRR3045975,30333126,>32,>32,8,4,>256,32,<=0.25,,,>32,>8
590.17528,SRR3045976,Salmonella enterica SRR3045976,30333126,>32,>32,16,4,>256,>32,<=0.25,,,>32,>8
590.1753,SRR3045977,Salmonella enterica SRR3045977,30333126,>32,8,0.5,8,>256,2,<=0.25,,64,32,1
590.17541,SRR3052018,Salmonella enterica SRR3052018,30333126,>32,16,<=0.25,4,>256,2,<=0.25,,>64,>32,1
590.17546,SRR3052022,Salmonella enterica SRR3052022,30333126,<=1,<=1,<=0.25,4,<=16,2,<=0.25,,,<=4,0.5
590.17547,SRR3052023,Salmonella enterica SRR3052023,30333126,<=1,<=1,<=0.25,4,64,2,<=0.25,,,<=4,1
590.17548,SRR3052024,Salmonella enterica SRR3052024,30333126,<=1,2,<=0.25,4,32,2,0.5,,64,32,1
590.17551,SRR3052027,Salmonella enterica SRR3052027,30333126,>32,8,<=0.25,4,>256,2,8,,,>32,1
590.17552,SRR3052028,Salmonella enterica SRR3052028,30333126,>32,>32,16,4,>256,32,<=0.25,,,>32,>8
590.17553,SRR3052029,Salmonella enterica SRR3052029,30333126,>32,>32,16,4,>256,>32,<=0.25,,,>32,>8
590.17555,SRR3055284,Salmonella enterica SRR3055284,30333126,<=1,<=1,<=0.25,8,32,4,0.5,,,<=4,1
590.17556,SRR3055287,Salmonella enterica SRR3055287,30333126,<=1,<=1,<=0.25,8,32,4,0.5,,>64,<=4,1
590.17557,SRR3055288,Salmonella enterica SRR3055288,30333126,<=1,<=1,<=0.25,8,32,4,0.5,,,8,1
590.12636,SRR3055291,Salmonella enterica SRR3055291,30333126,>32,>32,16,4,>256,>32,0.5,,,>32,>8
590.13076,SRR3055299,Salmonella enterica SRR3055299,30333126,>32,>32,32,8,>256,>32,<=0.25,,,>32,>8
590.13126,SRR3055305,Salmonella enterica SRR3055305,30333126,<=1,<=1,<=0.25,8,64,2,0.5,,,>32,1
590.12453,SRR3056898,Salmonella enterica SRR3056898,30333126,<=1,<=1,<=0.25,8,>256,4,<=0.25,,8,>32,1
590.12441,SRR3056900,Salmonella enterica SRR3056900,30333126,<=1,<=1,<=0.25,4,64,2,<=0.25,,8,>32,0.5
590.12486,SRR3056904,Salmonella enterica SRR3056904,30333126,<=1,<=1,<=0.25,4,<=16,2,<=0.25,,16,>32,0.5
590.12228,SRR3056905,Salmonella enterica SRR3056905,30333126,<=1,<=1,<=0.25,8,128,1,16,,32,>32,0.5
590.12353,SRR3056908,Salmonella enterica SRR3056908,30333126,2,<=1,<=0.25,8,>256,4,0.5,,>64,>32,1
590.12342,SRR3056909,Salmonella enterica SRR3056909,30333126,<=1,<=1,<=0.25,4,64,4,0.5,,16,>32,1
590.12343,SRR3056912,Salmonella enterica SRR3056912,30333126,2,<=1,<=0.25,8,>256,4,0.5,,8,>32,1
590.12355,SRR3056914,Salmonella enterica SRR3056914,30333126,>32,32,32,4,32,>32,0.5,,8,32,>8
590.12347,SRR3056917,Salmonella enterica SRR3056917,30333126,<=1,<=1,<=0.25,8,128,4,1,,32,<=4,1
590.12234,SRR3056918,Salmonella enterica SRR3056918,30333126,<=1,<=1,<=0.25,8,32,4,0.5,,8,>32,1
590.1223,SRR3056919,Salmonella enterica SRR3056919,30333126,<=1,<=1,<=0.25,8,64,2,0.5,,8,>32,1
590.12231,SRR3056920,Salmonella enterica SRR3056920,30333126,>32,16,<=0.25,8,>256,2,1,,16,<=4,1
590.12344,SRR3056927,Salmonella enterica SRR3056927,30333126,<=1,<=1,<=0.25,4,32,8,<=0.25,,4,16,0.5
590.12345,SRR3056928,Salmonella enterica SRR3056928,30333126,<=1,<=1,<=0.25,8,32,4,0.5,,16,>32,0.5
590.1235,SRR3056931,Salmonella enterica SRR3056931,30333126,>32,2,<=0.25,8,<=16,4,0.5,,16,<=4,1
590.12351,SRR3056932,Salmonella enterica SRR3056932,30333126,<=1,<=1,<=0.25,16,32,4,0.5,,16,>32,1
590.13211,SRR3057217,Salmonella enterica SRR3057217,30333126,<=1,<=1,<=0.25,8,>256,4,0.5,,>64,>32,1
590.13232,SRR3057219,Salmonella enterica SRR3057219,30333126,>32,>32,32,4,>256,>32,<=0.25,,,>32,>8
590.13247,SRR3057220,Salmonella enterica SRR3057220,30333126,>32,>32,16,8,>256,>32,<=0.25,,,>32,>8
590.13262,SRR3057221,Salmonella enterica SRR3057221,30333126,>32,8,<=0.25,4,<=16,4,0.5,,,<=4,1
590.1329,SRR3057223,Salmonella enterica SRR3057223,30333126,>32,8,<=0.25,8,64,4,>16,,,>32,1
590.1336,SRR3057229,Salmonella enterica SRR3057229,30333126,<=1,<=1,<=0.25,8,64,1,<=0.25,,,<=4,0.5
590.12232,SRR3062665,Salmonella enterica SRR3062665,30333126,>32,>32,16,16,>256,32,16,,>64,>32,>8
590.12429,SRR3062667,Salmonella enterica SRR3062667,30333126,<=1,<=1,<=0.25,4,>256,4,16,,64,<=4,1
590.12425,SRR3062669,Salmonella enterica SRR3062669,30333126,>32,>32,32,8,64,>32,8,,>64,>32,>8
590.12427,SRR3062670,Salmonella enterica SRR3062670,30333126,>32,>32,16,4,64,>32,0.5,,64,>32,>8
590.1243,SRR3062673,Salmonella enterica SRR3062673,30333126,2,<=1,<=0.25,8,>256,4,<=0.25,,>64,>32,1
590.12219,SRR3062674,Salmonella enterica SRR3062674,30333126,>32,8,<=0.25,8,>256,2,0.5,,>64,>32,1
590.12489,SRR3062679,Salmonella enterica SRR3062679,30333126,<=1,<=1,<=0.25,4,>256,4,0.5,,4,>32,1
590.12223,SRR3062680,Salmonella enterica SRR3062680,30333126,>32,8,<=0.25,8,>256,8,0.5,,4,>32,1
590.12268,SRR3062684,Salmonella enterica SRR3062684,30333126,<=1,<=1,<=0.25,8,32,4,0.5,,8,>32,1
590.12492,SRR3062685,Salmonella enterica SRR3062685,30333126,<=1,<=1,<=0.25,4,32,2,1,,32,<=4,0.5
590.12491,SRR3062687,Salmonella enterica SRR3062687,30333126,<=1,<=1,<=0.25,8,>256,4,<=0.25,,32,>32,1
590.12226,SRR3062689,Salmonella enterica SRR3062689,30333126,<=1,<=1,<=0.25,8,32,4,0.5,,8,>32,0.5
590.12225,SRR3062690,Salmonella enterica SRR3062690,30333126,<=1,<=1,<=0.25,4,64,8,1,,8,32,1
590.12567,SRR3085521,Salmonella enterica SRR3085521,30333126,<=1,<=1,<=0.25,8,32,4,<=0.25,,8,32,2
590.12573,SRR3085523,Salmonella enterica SRR3085523,30333126,>32,32,16,>32,>256,>32,0.5,,>64,>32,>8
590.12571,SRR3085525,Salmonella enterica SRR3085525,30333126,<=1,<=1,<=0.25,16,32,4,0.5,,16,>32,1
590.12574,SRR3085526,Salmonella enterica SRR3085526,30333126,>32,16,<=0.25,<=2,32,2,1,,8,<=4,1
590.12572,SRR3085527,Salmonella enterica SRR3085527,30333126,4,2,<=0.25,8,32,8,2,,32,<=4,2
590.1257,SRR3085528,Salmonella enterica SRR3085528,30333126,<=1,2,<=0.25,4,>256,4,<=0.25,,8,>32,0.5
590.1248,SRR3085615,Salmonella enterica SRR3085615,30333126,>32,8,<=0.25,8,>256,4,0.5,,>64,>32,1
590.12475,SRR3085618,Salmonella enterica SRR3085618,30333126,<=1,<=1,<=0.25,8,32,4,<=0.25,,8,>32,1
590.12479,SRR3085619,Salmonella enterica SRR3085619,30333126,>32,32,16,>32,>256,32,<=0.25,,>64,>32,>8
590.12478,SRR3085621,Salmonella enterica SRR3085621,30333126,<=1,<=1,<=0.25,8,>256,4,16,,64,>32,1
590.13551,SRR3089989,Salmonella enterica SRR3089989,30333126,>32,>32,16,4,64,>32,<=0.25,,64,<=4,>8
590.13556,SRR3089990,Salmonella enterica SRR3089990,30333126,>32,8,<=0.25,8,>256,4,8,,64,>32,1
590.13579,SRR3089991,Salmonella enterica SRR3089991,30333126,>32,>32,16,8,>256,>32,<=0.25,,,>32,>8
590.13615,SRR3089994,Salmonella enterica SRR3089994,30333126,>32,8,<=0.25,4,64,2,>16,,,>32,0.5
590.13633,SRR3089995,Salmonella enterica SRR3089995,30333126,<=1,<=1,<=0.25,8,64,4,0.5,,,<=4,1
590.13685,SRR3089998,Salmonella enterica SRR3089998,30333126,>32,>32,16,8,>256,16,<=0.25,,>64,>32,8
590.13728,SRR3090001,Salmonella enterica SRR3090001,30333126,2,<=1,<=0.25,8,64,4,0.5,,,<=4,1
590.13759,SRR3090004,Salmonella enterica SRR3090004,30333126,>32,8,<=0.25,8,64,2,0.5,,,>32,1
590.13788,SRR3091330,Salmonella enterica SRR3091330,30333126,<=1,<=1,<=0.25,8,64,2,0.5,,,<=4,1
590.13833,SRR3091336,Salmonella enterica SRR3091336,30333126,<=1,<=1,<=0.25,8,32,2,0.5,,,<=4,1
590.13842,SRR3091339,Salmonella enterica SRR3091339,30333126,<=1,<=1,<=0.25,8,64,4,1,,,<=4,1
590.13873,SRR3091344,Salmonella enterica SRR3091344,30333126,>32,8,<=0.25,8,>256,4,16,,,>32,1
590.13911,SRR3091349,Salmonella enterica SRR3091349,30333126,2,<=1,<=0.25,8,64,2,0.5,,,<=4,1
590.1392,SRR3091350,Salmonella enterica SRR3091350,30333126,<=1,<=1,<=0.25,8,64,1,0.5,,,<=4,0.5
590.13964,SRR3091412,Salmonella enterica SRR3091412,30333126,<=1,<=1,<=0.25,8,32,4,0.5,,,<=4,1
590.14038,SRR3091416,Salmonella enterica SRR3091416,30333126,<=1,<=1,<=0.25,8,32,2,0.5,,,<=4,2
590.14065,SRR3091418,Salmonella enterica SRR3091418,30333126,2,2,<=0.25,8,32,2,1,,,32,1
590.14115,SRR3096030,Salmonella enterica SRR3096030,30333126,<=1,<=1,<=0.25,8,32,2,<=0.25,,,<=4,1
590.14138,SRR3096033,Salmonella enterica SRR3096033,30333126,2,<=1,<=0.25,8,64,4,8,,>64,<=4,1
590.14213,SRR3096075,Salmonella enterica SRR3096075,30333126,>32,32,8,4,>256,32,<=0.25,,,>32,>8
590.14218,SRR3096076,Salmonella enterica SRR3096076,30333126,>32,>32,16,8,>256,>32,<=0.25,,64,>32,>8
590.14222,SRR3096077,Salmonella enterica SRR3096077,30333126,<=1,<=1,<=0.25,8,64,4,0.5,,,<=4,1
590.14231,SRR3096078,Salmonella enterica SRR3096078,30333126,>32,>32,16,4,>256,>32,<=0.25,,,>32,>8
590.14242,SRR3096079,Salmonella enterica SRR3096079,30333126,>32,16,<=0.25,4,>256,2,<=0.25,,,>32,1
590.14282,SRR3096085,Salmonella enterica SRR3096085,30333126,<=1,<=1,<=0.25,8,32,1,<=0.25,,,<=4,1
590.14337,SRR3096089,Salmonella enterica SRR3096089,30333126,>32,>32,16,8,32,>32,0.5,,,<=4,>8
590.14374,SRR3096093,Salmonella enterica SRR3096093,30333126,<=1,<=1,<=0.25,8,64,4,0.5,,,<=4,1
590.14423,SRR3096096,Salmonella enterica SRR3096096,30333126,>32,>32,16,8,32,>32,0.5,,64,>32,>8
590.14448,SRR3096098,Salmonella enterica SRR3096098,30333126,<=1,<=1,<=0.25,8,32,2,1,,,<=4,1
590.1453,SRR3096102,Salmonella enterica SRR3096102,30333126,<=1,<=1,<=0.25,4,64,2,0.5,,64,>32,0.5
590.146,SRR3096106,Salmonella enterica SRR3096106,30333126,>32,>32,32,16,>256,32,1,,>64,>32,>8
590.14729,SRR3096718,Salmonella enterica SRR3096718,30333126,>32,>32,16,8,>256,32,>16,,64,>32,>8
590.14746,SRR3096719,Salmonella enterica SRR3096719,30333126,>32,16,<=0.25,8,64,2,>16,,>64,<=4,1
590.14788,SRR3096722,Salmonella enterica SRR3096722,30333126,>32,8,<=0.25,8,64,2,<=0.25,,,>32,1
590.1256,SRR3098264,Salmonella enterica SRR3098264,30333126,<=1,<=1,<=0.25,8,64,4,<=0.25,,8,32,1
590.12557,SRR3098265,Salmonella enterica SRR3098265,30333126,<=1,<=1,<=0.25,4,<=16,2,1,,32,<=4,1
590.12556,SRR3098266,Salmonella enterica SRR3098266,30333126,<=1,<=1,<=0.25,8,64,4,0.5,,8,32,1
590.12519,SRR3098269,Salmonella enterica SRR3098269,30333126,<=1,<=1,<=0.25,8,32,4,8,,>64,>32,1
590.12549,SRR3098270,Salmonella enterica SRR3098270,30333126,>32,4,<=0.25,16,>256,4,8,,32,>32,2
590.12563,SRR3098272,Salmonella enterica SRR3098272,30333126,>32,>32,8,8,>256,16,<=0.25,,8,>32,8
590.12561,SRR3098274,Salmonella enterica SRR3098274,30333126,<=1,<=1,<=0.25,8,32,4,0.5,,8,32,1
590.12564,SRR3098276,Salmonella enterica SRR3098276,30333126,<=1,<=1,<=0.25,4,>256,4,<=0.25,,>64,>32,1
590.12554,SRR3098278,Salmonella enterica SRR3098278,30333126,<=1,<=1,<=0.25,8,32,2,<=0.25,,4,32,1
590.12512,SRR3098279,Salmonella enterica SRR3098279,30333126,<=1,<=1,<=0.25,8,32,4,<=0.25,,4,32,0.5
590.1251,SRR3098283,Salmonella enterica SRR3098283,30333126,>32,>32,32,8,>256,>32,0.5,,>64,>32,>8
590.12269,SRR3098373,Salmonella enterica SRR3098373,30333126,<=1,<=1,<=0.25,8,32,4,0.5,,8,>32,1
590.12267,SRR3098374,Salmonella enterica SRR3098374,30333126,>32,>32,32,>32,>256,>32,0.5,,>64,>32,>8
590.12509,SRR3098375,Salmonella enterica SRR3098375,30333126,<=1,<=1,<=0.25,8,32,2,0.5,,64,<=4,1
590.12511,SRR3098377,Salmonella enterica SRR3098377,30333126,<=1,<=1,<=0.25,8,<=16,4,<=0.25,,4,>32,0.5
590.14824,SRR3098641,Salmonella enterica SRR3098641,30333126,<=1,<=1,<=0.25,4,64,2,<=0.25,,,<=4,1
590.14957,SRR3098647,Salmonella enterica SRR3098647,30333126,>32,>32,32,4,>256,>32,<=0.25,,,>32,>8
590.15122,SRR3098658,Salmonella enterica SRR3098658,30333126,>32,>32,16,4,32,>32,0.5,,,<=4,>8
590.15154,SRR3098660,Salmonella enterica SRR3098660,30333126,<=1,<=1,<=0.25,4,>256,2,>16,,>64,32,1
590.15229,SRR3099614,Salmonella enterica SRR3099614,30333126,>32,>32,8,4,>256,32,<=0.25,,,>32,>8
590.15298,SRR3099622,Salmonella enterica SRR3099622,30333126,>32,8,<=0.25,4,64,4,0.5,,,<=4,1
590.15448,SRR3099649,Salmonella enterica SRR3099649,30333126,>32,8,<=0.25,8,>256,2,16,,64,32,1
590.15483,SRR3099653,Salmonella enterica SRR3099653,30333126,>32,>32,8,8,>256,16,<=0.25,,,>32,>8
590.15548,SRR3101833,Salmonella enterica SRR3101833,30333126,<=1,<=1,<=0.25,8,64,2,0.5,,,<=4,0.5
590.15573,SRR3101879,Salmonella enterica SRR3101879,30333126,<=1,<=1,<=0.25,4,64,2,0.5,,64,>32,0.5
590.15798,SRR3110329,Salmonella enterica SRR3110329,30333126,<=1,<=1,<=0.25,8,>256,2,<=0.25,,64,>32,0.5
590.15847,SRR3110332,Salmonella enterica SRR3110332,30333126,>32,32,8,4,>256,32,<=0.25,,,>32,8
590.15879,SRR3110380,Salmonella enterica SRR3110380,30333126,<=1,<=1,<=0.25,4,64,2,<=0.25,,64,>32,0.5
590.15902,SRR3110464,Salmonella enterica SRR3110464,30333126,>32,32,16,<=2,>256,>32,>16,,>64,32,8
590.16008,SRR3110473,Salmonella enterica SRR3110473,30333126,<=1,<=1,<=0.25,8,>256,2,>16,,64,>32,0.5
590.16128,SRR3110480,Salmonella enterica SRR3110480,30333126,>32,>32,16,8,64,>32,0.5,,,<=4,>8
590.16162,SRR3111263,Salmonella enterica SRR3111263,30333126,<=1,<=1,<=0.25,8,>256,2,>16,,64,>32,1
590.16191,SRR3111266,Salmonella enterica SRR3111266,30333126,<=1,<=1,<=0.25,8,32,4,0.5,,,<=4,0.5
590.1625,SRR3111272,Salmonella enterica SRR3111272,30333126,>32,>32,32,8,32,>32,1,,,<=4,>8
590.16328,SRR3115184,Salmonella enterica SRR3115184,30333126,>32,8,<=0.25,8,64,8,>16,,64,>32,1
590.16386,SRR3115190,Salmonella enterica SRR3115190,30333126,<=1,<=1,<=0.25,4,64,2,0.5,,64,>32,1
590.16395,SRR3115191,Salmonella enterica SRR3115191,30333126,<=1,<=1,<=0.25,8,>256,4,>16,,64,>32,0.5
590.16407,SRR3115192,Salmonella enterica SRR3115192,30333126,>32,8,<=0.25,8,>256,2,0.5,,64,>32,1
590.16445,SRR3115202,Salmonella enterica SRR3115202,30333126,>32,>32,16,8,>256,>32,<=0.25,,,>32,>8
590.16469,SRR3115221,Salmonella enterica SRR3115221,30333126,>32,32,8,8,>256,32,16,,,>32,8
590.16491,SRR3115223,Salmonella enterica SRR3115223,30333126,>32,16,<=0.25,4,64,4,<=0.25,,64,>32,1
590.16505,SRR3115224,Salmonella enterica SRR3115224,30333126,>32,32,8,8,>256,32,<=0.25,,64,>32,8
590.16518,SRR3115225,Salmonella enterica SRR3115225,30333126,<=1,<=1,<=0.25,4,64,2,0.5,,>64,<=4,0.5
590.16555,SRR3115231,Salmonella enterica SRR3115231,30333126,>32,8,<=0.25,8,64,2,0.5,,,>32,1
590.1658,SRR3115233,Salmonella enterica SRR3115233,30333126,<=1,<=1,<=0.25,8,64,2,0.5,,,<=4,0.5
590.16593,SRR3115234,Salmonella enterica SRR3115234,30333126,<=1,<=1,<=0.25,8,64,4,0.5,,,<=4,1
590.16612,SRR3115236,Salmonella enterica SRR3115236,30333126,<=1,<=1,<=0.25,8,64,2,<=0.25,,,<=4,1
590.16625,SRR3115237,Salmonella enterica SRR3115237,30333126,<=1,<=1,<=0.25,8,>256,2,>16,,64,>32,1
590.16633,SRR3115238,Salmonella enterica SRR3115238,30333126,<=1,<=1,<=0.25,8,64,4,0.5,,,<=4,1
590.12205,SRR3115369,Salmonella enterica SRR3115369,30333126,>32,2,<=0.25,8,32,2,1,,4,<=4,1
590.1231,SRR3115381,Salmonella enterica SRR3115381,30333126,<=1,<=1,<=0.25,4,32,4,<=0.25,,4,32,1
590.12308,SRR3115432,Salmonella enterica SRR3115432,30333126,<=1,<=1,<=0.25,8,>256,4,0.5,,>64,>32,1
590.12628,SRR3115440,Salmonella enterica SRR3115440,30333126,<=1,<=1,<=0.25,4,32,2,0.5,,8,<=4,1
590.16712,SRR3116153,Salmonella enterica SRR3116153,30333126,>32,>32,32,8,>256,>32,<=0.25,,,>32,>8
590.16775,SRR3116157,Salmonella enterica SRR3116157,30333126,>32,32,8,4,>256,32,<=0.25,,,>32,8
590.16785,SRR3116158,Salmonella enterica SRR3116158,30333126,>32,32,8,4,>256,32,<=0.25,,,>32,8
590.16872,SRR3116161,Salmonella enterica SRR3116161,30333126,>32,32,8,8,>256,16,<=0.25,,>64,>32,8
590.17,SRR3116167,Salmonella enterica SRR3116167,30333126,<=1,<=1,<=0.25,8,>256,4,<=0.25,,,>32,0.5
590.17053,SRR3116197,Salmonella enterica SRR3116197,30333126,<=1,<=1,<=0.25,4,64,2,0.5,,,<=4,1
590.17076,SRR3116200,Salmonella enterica SRR3116200,30333126,<=1,<=1,<=0.25,8,64,2,0.5,,,<=4,1
590.17094,SRR3122760,Salmonella enterica SRR3122760,30333126,>32,8,<=0.25,8,64,4,>16,,,>32,1
590.17115,SRR3122761,Salmonella enterica SRR3122761,30333126,>32,>32,32,8,>256,>32,<=0.25,,,>32,>8
590.17146,SRR3122764,Salmonella enterica SRR3122764,30333126,<=1,2,<=0.25,8,32,2,0.5,,,<=4,1
590.17222,SRR3122771,Salmonella enterica SRR3122771,30333126,>32,>32,32,8,128,>32,2,,,<=4,>8
590.12515,SRR3129298,Salmonella enterica SRR3129298,30333126,>32,8,<=0.25,8,>256,4,0.5,,>64,>32,1
590.12517,SRR3129704,Salmonella enterica SRR3129704,30333126,2,<=1,<=0.25,4,64,2,<=0.25,,8,>32,1
590.17255,SRR3131144,Salmonella enterica SRR3131144,30333126,>32,32,8,32,>256,32,0.5,,,<=4,8
590.17267,SRR3131241,Salmonella enterica SRR3131241,30333126,>32,>32,16,8,64,32,0.5,,,<=4,>8
590.17313,SRR3136893,Salmonella enterica SRR3136893,30333126,<=1,<=1,<=0.25,4,32,2,<=0.25,,,<=4,1
590.12982,SRR3136896,Salmonella enterica SRR3136896,30333126,>32,8,<=0.25,4,32,2,<=0.25,,,<=4,1
590.13006,SRR3136897,Salmonella enterica SRR3136897,30333126,<=1,<=1,<=0.25,8,64,4,<=0.25,,,<=4,1
590.13021,SRR3136898,Salmonella enterica SRR3136898,30333126,<=1,<=1,<=0.25,8,>256,1,16,,64,<=4,1
590.13061,SRR3143811,Salmonella enterica SRR3143811,30333126,<=1,<=1,0.5,4,32,2,<=0.25,,,<=4,1
590.131,SRR3146576,Salmonella enterica SRR3146576,30333126,>32,>32,16,8,>256,>32,<=0.25,,,>32,>8
590.13115,SRR3146577,Salmonella enterica SRR3146577,30333126,>32,>32,16,8,>256,>32,<=0.25,,,>32,>8
590.13128,SRR3146578,Salmonella enterica SRR3146578,30333126,>32,>32,16,8,>256,32,<=0.25,,,>32,>8
590.13274,SRR3146664,Salmonella enterica SRR3146664,30333126,>32,>32,16,>32,>256,32,>16,,>64,>32,>8
590.13326,SRR3146669,Salmonella enterica SRR3146669,30333126,>32,>32,16,8,>256,32,16,,64,>32,>8
590.13376,SRR3147925,Salmonella enterica SRR3147925,30333126,>32,16,<=0.25,16,>256,4,>16,,>64,<=4,1
590.13459,SRR3147933,Salmonella enterica SRR3147933,30333126,>32,>32,8,8,>256,16,0.5,,,>32,8
590.12285,SRR3148240,Salmonella enterica SRR3148240,30333126,>32,>32,16,>32,>256,>32,0.5,,>64,>32,>8
590.12286,SRR3148244,Salmonella enterica SRR3148244,30333126,<=1,<=1,<=0.25,8,32,4,0.5,,64,<=4,1
590.12279,SRR3148245,Salmonella enterica SRR3148245,30333126,<=1,<=1,<=0.25,8,32,4,<=0.25,,8,32,1
590.12282,SRR3148312,Salmonella enterica SRR3148312,30333126,>32,8,<=0.25,8,>256,4,0.5,,>64,>32,0.5
590.1228,SRR3148341,Salmonella enterica SRR3148341,30333126,>32,8,<=0.25,8,>256,2,0.5,,>64,>32,1
590.13483,SRR3151788,Salmonella enterica SRR3151788,30333126,<=1,2,<=0.25,8,>256,4,0.5,,>64,>32,1
590.13524,SRR3151790,Salmonella enterica SRR3151790,30333126,2,<=1,<=0.25,8,>256,2,<=0.25,,64,>32,2
590.13543,SRR3151791,Salmonella enterica SRR3151791,30333126,<=1,<=1,<=0.25,8,64,4,<=0.25,,,<=4,1
590.13627,SRR3151794,Salmonella enterica SRR3151794,30333126,>32,8,<=0.25,8,64,4,<=0.25,,,>32,1
590.1369,SRR3151797,Salmonella enterica SRR3151797,30333126,>32,16,<=0.25,>32,>256,2,0.5,,64,32,1
590.13729,SRR3151799,Salmonella enterica SRR3151799,30333126,>32,8,<=0.25,8,64,4,<=0.25,,,>32,1
