PATRIC ID,Run Accession,Genome Name,Publication (pubmed ID),Amikacin,Ampicillin/Sulbactam,Aztreonam,Cefazolin,Cefepime,Cefoxitin,Ceftazidime,Ceftriaxone,Cefuroxime sodium,Ciprofloxacin,Gentamicin,Imipenem,Levofloxacin,Meropenem,Nitrofurantoin,Piperacillin/Tazobactam,Tetracycline,Tobramycin,Trimethoprim/Sulfamethoxazole
573.13650,SRR5385983,Klebsiella pneumoniae KPN1754ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,>8,>8,>2/38
573.13651,SRR5385982,Klebsiella pneumoniae KPN1755ec,29323230,<=8,>16/8,>16,>16,,>16,8,>32,>16,<=0.5,<=2,4,<=1,4,,>64/4,4,<=2,<=0.5/9
573.13652,SRR5385981,Klebsiella pneumoniae KPN1756ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,8,<=1,>4,<=1,,>64/4,>8,<=2,>2/38
573.13653,SRR5385980,Klebsiella pneumoniae KPN1757ec,29323230,>32,16/8,>16,>16,2,8,>16,16,>16,>2,4,<=1,>4,<=1,>64,32/4,4,>8,>2/38
573.13654,SRR5385979,Klebsiella pneumoniae KPN1758ec,29323230,<=8,>16/8,>16,>16,>16,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,>8,4,>2/38
573.13655,SRR5385978,Klebsiella pneumoniae KPN1759ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,2,>4,4,>64,>64/4,4,>8,>2/38
573.13656,SRR5385977,Klebsiella pneumoniae KPN1760ec,29323230,<=8,>16/8,>16,>16,<=1,>16,16,>32,>16,>2,<=2,<=1,2,<=1,,>64/4,8,<=2,<=0.5/9
573.13657,SRR5385976,Klebsiella pneumoniae KPN1761ec,29323230,32,>16/8,,>16,<=1,>16,>16,>32,>16,>2,<=2,>8,>4,>8,>64,>64/4,4,>8,>2/38
573.13658,SRR5385975,Klebsiella pneumoniae KPN1763ec,29323230,<=8,>16/8,<=2,>16,<=1,>16,>16,>32,>16,>2,8,>8,>4,>8,,>64/4,>8,<=2,>2/38
573.13659,SRR5385974,Klebsiella pneumoniae KPN1764ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,<=2,<=1,>4,<=1,64,8/4,4,<=2,>2/38
573.13660,SRR5385972,Klebsiella pneumoniae KPN1766ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,<=0.5,<=2,<=1,<=1,<=1,,32/4,<=2,>8,>2/38
573.13661,SRR5385971,Klebsiella pneumoniae KPN1767ec,29323230,<=8,>16/8,<=2,>16,<=1,>16,>16,>32,>16,>2,>8,4,>4,8,>64,>64/4,>8,8,>2/38
573.13662,SRR5385970,Klebsiella pneumoniae KPN1768ec,29323230,<=8,16/8,>16,>16,>16,<=4,8,>32,>16,1,>8,<=1,<=1,<=1,64,4/4,>8,8,>2/38
573.13663,SRR5385969,Klebsiella pneumoniae KPN1769ec,29323230,<=8,>16/8,>16,>16,<=1,<=4,16,<=2,16,<=0.5,<=2,<=1,<=1,<=1,32,4/4,<=2,<=2,<=0.5/9
573.13664,SRR5386418,Klebsiella pneumoniae KPN176ec,29323230,<=8,>16/8,<=2,>16,<=1,>16,8,<=2,>16,<=0.5,<=2,<=1,<=1,<=1,,>64/4,>8,<=2,<=0.5/9
573.13665,SRR5385968,Klebsiella pneumoniae KPN1770ec,29323230,16,>16/8,>16,>16,16,8,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,4,>8,>2/38
573.13666,SRR5385967,Klebsiella pneumoniae KPN1771ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,>8,>4,>8,>64,>64/4,4,<=2,>2/38
573.13667,SRR5385966,Klebsiella pneumoniae KPN1772ec,29323230,<=8,>16/8,>16,>16,16,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,,16/4,4,8,>2/38
573.13668,SRR5385965,Klebsiella pneumoniae KPN1774ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,64/4,>8,>8,>2/38
573.13669,SRR5385964,Klebsiella pneumoniae KPN1775ec,29323230,<=8,>16/8,8,>16,>16,<=4,>16,>32,>16,>2,>8,<=1,<=1,<=1,,64/4,>8,>8,>2/38
573.13670,SRR5385963,Klebsiella pneumoniae KPN1776ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,8,>4,8,,>64/4,4,>8,>2/38
573.13671,SRR5385962,Klebsiella pneumoniae KPN1777ec,29323230,<=8,>16/8,>16,>16,4,<=4,>16,>32,>16,1,<=2,<=1,<=1,<=1,>64,4/4,<=2,<=2,<=0.5/9
573.13672,SRR5385960,Klebsiella pneumoniae KPN1779ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,<=0.5,<=2,<=1,<=1,<=1,,>64/4,>8,>8,>2/38
573.13673,SRR5386417,Klebsiella pneumoniae KPN177ec,29323230,<=8,>16/8,>16,>16,8,<=4,16,>32,>16,>2,>8,<=1,>4,<=1,>64,32/4,>8,>8,>2/38
573.13674,SRR5385959,Klebsiella pneumoniae KPN1781ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,>8,>8,>2/38
573.13675,SRR5385958,Klebsiella pneumoniae KPN1782ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,>8,<=1,<=1,<=1,64,16/4,>8,>8,>2/38
573.13676,SRR5385957,Klebsiella pneumoniae KPN1783ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,8,>4,8,,>64/4,4,>8,>2/38
573.13677,SRR5385956,Klebsiella pneumoniae KPN1784ec,29323230,<=8,>16/8,16,>16,,8,16,>32,>16,>2,<=2,<=1,>4,<=1,,4/4,<=2,4,>2/38
573.13678,SRR5385955,Klebsiella pneumoniae KPN1785ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,>8,>8,>2/38
573.13679,SRR5385954,Klebsiella pneumoniae KPN1786ec,29323230,<=8,16/8,16,>16,8,<=4,16,>32,>16,>2,<=2,<=1,2,<=1,,4/4,<=2,<=2,>2/38
573.13680,SRR5385953,Klebsiella pneumoniae KPN1788ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,8,>4,8,,>64/4,4,>8,>2/38
573.13681,SRR5385952,Klebsiella pneumoniae KPN1789ec,29323230,<=8,>16/8,>16,>16,16,<=4,>16,>32,>16,>2,>8,<=1,>4,<=1,,16/4,>8,>8,>2/38
573.13682,SRR5386416,Klebsiella pneumoniae KPN178ec,29323230,>32,>16/8,>16,>16,4,8,>16,32,>16,>2,<=2,<=1,>4,<=1,>64,16/4,4,>8,>2/38
573.13683,SRR5386415,Klebsiella pneumoniae KPN179ec,29323230,<=8,>16/8,>16,>16,>16,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,>64/4,<=2,<=2,>2/38
573.13684,SRR5386414,Klebsiella pneumoniae KPN180ec,29323230,>32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,>64/4,8,>8,>2/38
573.13685,SRR5385951,Klebsiella pneumoniae KPN1817ec,29323230,16,>16/8,<=2,>16,<=1,>16,>16,>32,>16,>2,>8,>8,>4,>8,>64,>64/4,>8,>8,>2/38
573.13686,SRR5385950,Klebsiella pneumoniae KPN1818ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,6,>4,6,>64,>64/4,>8,>8,>2/38
573.13687,SRR5385949,Klebsiella pneumoniae KPN1819ec,29323230,<=8,16/8,,>16,>16,<=4,16,>32,>16,>2,<=2,<=1,>4,<=1,,16/4,4,<=2,<=0.5/9
573.13688,SRR5386413,Klebsiella pneumoniae KPN181ec,29323230,<=8,>16/8,>16,>16,,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,>8,<=2,>2/38
573.13689,SRR5385947,Klebsiella pneumoniae KPN1821ec,29323230,<=8,>16/8,<=2,>16,<=1,>16,>16,>32,>16,>2,<=2,>8,>4,>8,>64,>64/4,8,<=2,>2/38
573.13690,SRR5385946,Klebsiella pneumoniae KPN1824ec,29323230,32,16/8,>16,>16,4,8,>16,32,>16,>2,4,<=1,>4,<=1,>64,>64/4,4,>8,>2/38
573.13691,SRR5385945,Klebsiella pneumoniae KPN1826ec,29323230,16,>16/8,>16,>16,16,>16,>16,>32,>16,>2,<=2,8,>4,>8,>64,>64/4,>8,>8,>2/38
573.13692,SRR5385944,Klebsiella pneumoniae KPN1827ec,29323230,<=8,>16/8,<=2,>16,<=1,>16,>16,>32,>16,>2,<=2,>8,>4,>8,>64,>64/4,>8,8,>2/38
573.13693,SRR5385943,Klebsiella pneumoniae KPN1828ec,29323230,<=8,>16/8,<=2,>16,<=1,>16,>16,>32,>16,>2,8,>8,>4,>8,,>64/4,>8,<=2,>2/38
573.13694,SRR5386412,Klebsiella pneumoniae KPN182ec,29323230,<=8,>16/8,>16,>16,>16,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,,16/4,4,<=2,>2/38
573.13695,SRR5385941,Klebsiella pneumoniae KPN1830ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,8,<=2,>2/38
573.13696,SRR5385940,Klebsiella pneumoniae KPN1831ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,8,<=2,>2/38
573.13697,SRR5385939,Klebsiella pneumoniae KPN1832ec,29323230,<=8,>16/8,>16,>16,>16,16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,32/4,>8,>8,>2/38
573.13698,SRR5385937,Klebsiella pneumoniae KPN1834ec,29323230,<=8,>16/8,>16,>16,<=1,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,>64/4,>8,>8,>2/38
573.13699,SRR5385936,Klebsiella pneumoniae KPN1835ec,29323230,32,>16/8,>16,>16,>16,8,>16,>32,>16,>2,4,<=1,>4,<=1,,>64/4,4,>8,>2/38
573.13700,SRR5385935,Klebsiella pneumoniae KPN1836ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,<=2,<=1,>4,<=1,,32/4,8,<=2,<=0.5/9
573.13701,SRR5387427,Klebsiella pneumoniae KPN1839ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,1,<=2,<=1,<=1,<=1,,4/4,>8,<=2,>2/38
573.13702,SRR5386411,Klebsiella pneumoniae KPN183ec,29323230,<=8,>16/8,>16,>16,>16,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,,16/4,<=2,<=2,>2/38
573.13703,SRR5387426,Klebsiella pneumoniae KPN1840ec,29323230,<=8,>16/8,16,>16,8,<=4,16,>32,>16,2,<=2,<=1,<=1,<=1,64,8/4,>8,>8,>2/38
573.13704,SRR5387425,Klebsiella pneumoniae KPN1841ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,8,>8,>4,>8,>64,>64/4,>8,>8,>2/38
573.13705,SRR5387424,Klebsiella pneumoniae KPN1842ec,29323230,<=8,>16/8,4,>16,16,<=4,>16,>32,>16,1,<=2,<=1,<=1,<=1,>64,>64/4,<=2,<=2,<=0.5/9
573.13706,SRR5387423,Klebsiella pneumoniae KPN1843ec,29323230,16,>16/8,>16,>16,>16,16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,4,>8,>2/38
573.13707,SRR5387422,Klebsiella pneumoniae KPN1844ec,29323230,>32,>16/8,>16,>16,4,>16,>16,>32,>16,>2,>8,>8,>4,>8,>64,>64/4,4,>8,>2/38
573.13708,SRR5387421,Klebsiella pneumoniae KPN1845ec,29323230,<=8,>16/8,16,>16,16,<=4,>16,>32,>16,>2,>8,<=1,>4,<=1,64,16/4,>8,>8,>2/38
573.13709,SRR5387419,Klebsiella pneumoniae KPN1847ec,29323230,<=8,>16/8,16,>16,16,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,,8/4,8,8,>2/38
573.13710,SRR5387418,Klebsiella pneumoniae KPN1848ec,29323230,<=8,>16/8,>16,>16,>16,16,>16,>32,>16,>2,>8,<=1,>4,<=1,,<=2/4,8,<=2,>2/38
573.13711,SRR5387417,Klebsiella pneumoniae KPN1849ec,29323230,<=8,>16/8,<=2,>16,<=1,16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,>8,<=2,>2/38
573.13712,SRR5386410,Klebsiella pneumoniae KPN184ec,29323230,<=8,>16/8,>16,>16,16,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,>8,<=2,>2/38
573.13713,SRR5387416,Klebsiella pneumoniae KPN1850ec,29323230,<=8,>16/8,>16,>16,<=1,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,>64/4,4,<=2,<=0.5/9
573.13714,SRR5387415,Klebsiella pneumoniae KPN1851ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,>8,<=1,<=1,<=1,>64,32/4,>8,>8,>2/38
573.13715,SRR5387414,Klebsiella pneumoniae KPN1852ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,>8,>4,8,>64,>64/4,4,>8,>2/38
573.13716,SRR5387413,Klebsiella pneumoniae KPN1853ec,29323230,<=8,>16/8,>16,>16,>16,8,>16,>32,>16,>2,>8,<=1,>4,<=1,64,32/4,>8,8,>2/38
573.13717,SRR5387412,Klebsiella pneumoniae KPN1854ec,29323230,<=8,>16/8,>16,>16,16,<=4,16,>32,>16,>2,<=2,<=1,<=1,<=1,>64,16/4,>8,8,>2/38
573.13718,SRR5387411,Klebsiella pneumoniae KPN1855ec,29323230,<=8,>16/8,4,>16,>16,8,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,8,>8,<=0.5/9
573.13719,SRR5387410,Klebsiella pneumoniae KPN1856ec,29323230,<=8,>16/8,<=2,>16,<=1,16,16,>32,>16,<=0.5,>8,<=1,<=1,<=1,>64,>64/4,<=2,8,<=0.5/9
573.13720,SRR5387409,Klebsiella pneumoniae KPN1857ec,29323230,<=8,>16/8,16,>16,>16,<=4,16,>32,>16,>2,<=2,<=1,<=1,<=1,,32/4,>8,8,>2/38
573.13721,SRR5387407,Klebsiella pneumoniae KPN1859ec,29323230,32,>16/8,<=2,>16,>16,>16,>16,>32,>16,>2,<=2,8,>4,4,,>64/4,4,>8,2/38
573.13722,SRR5386409,Klebsiella pneumoniae KPN185ec,29323230,<=8,>16/8,>16,>16,,>16,>16,>32,>16,>2,<=2,8,>4,>8,,>64/4,<=2,<=2,>2/38
573.13723,SRR5387406,Klebsiella pneumoniae KPN1860ec,29323230,<=8,16/8,>16,>16,>16,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,,8/4,8,<=2,1/19
573.13724,SRR5387405,Klebsiella pneumoniae KPN1861ec,29323230,<=8,16/8,4,>16,>16,<=4,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,8/4,>8,<=2,>2/38
573.13725,SRR5387404,Klebsiella pneumoniae KPN1862ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,>8,>4,>8,>64,>64/4,>8,>8,>2/38
573.13726,SRR5387403,Klebsiella pneumoniae KPN1863ec,29323230,<=8,16/8,8,>16,>16,<=4,16,>32,>16,1,>8,<=1,<=1,<=1,32,4/4,>8,>8,>2/38
573.13727,SRR5387402,Klebsiella pneumoniae KPN1864ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,4,<=2,>2/38
573.13728,SRR5387401,Klebsiella pneumoniae KPN1865ec,29323230,<=8,>16/8,>16,>16,>16,16,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,8,>8,>2/38
573.13729,SRR5387400,Klebsiella pneumoniae KPN1866ec,29323230,<=8,16/8,16,>16,>16,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,,4/4,8,<=2,1/19
573.13730,SRR5387399,Klebsiella pneumoniae KPN1867ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,<=0.5,>8,<=1,<=1,<=1,,16/4,>8,>8,>2/38
573.13731,SRR5387398,Klebsiella pneumoniae KPN1868ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,>8,>4,>8,,>64/4,>8,<=2,>2/38
573.13732,SRR5387397,Klebsiella pneumoniae KPN1869ec,29323230,<=8,>16/8,>16,>16,>16,<=4,8,>32,>16,<=0.5,<=2,<=1,<=1,<=1,<=16,16/4,<=2,8,>2/38
573.13733,SRR5386408,Klebsiella pneumoniae KPN186ec,29323230,<=8,16/8,16,>16,>16,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,8/4,4,<=2,>2/38
573.13734,SRR5387396,Klebsiella pneumoniae KPN1870ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,8,8,>2/38
573.13735,SRR5387395,Klebsiella pneumoniae KPN1871ec,29323230,<=8,16/8,>16,>16,<=1,<=4,>16,32,>16,,<=2,<=1,<=1,<=1,,16/4,<=2,<=2,>2/38
573.13736,SRR5387394,Klebsiella pneumoniae KPN1872ec,29323230,<=8,>16/8,<=2,8,<=1,>16,1,<=2,>16,>2,<=2,<=1,2,<=1,,32/4,>8,<=2,<=0.5/9
573.13737,SRR5387393,Klebsiella pneumoniae KPN1873ec,29323230,<=8,>16/8,>16,>16,,>16,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,8,<=2,<=0.5/9
573.13738,SRR5387391,Klebsiella pneumoniae KPN1875ec,29323230,<=8,>16/8,>16,>16,>16,<=4,16,>32,>16,>2,>8,<=1,>4,<=1,>64,16/4,>8,>8,>2/38
573.13739,SRR5387390,Klebsiella pneumoniae KPN1876ec,29323230,<=8,>16/8,<=2,>16,<=1,<=4,8,<=2,<=4,<=0.5,<=2,<=1,<=1,<=1,>64,>64/4,>8,<=2,<=0.5/9
573.13740,SRR5387389,Klebsiella pneumoniae KPN1877ec,29323230,<=8,>16/8,>16,>16,>16,8,>16,>32,>16,>2,<=2,2,<=1,<=1,,32/4,>8,>8,>2/38
573.13741,SRR5387388,Klebsiella pneumoniae KPN1878ec,29323230,<=8,>16/8,>16,>16,16,>16,>16,>32,>16,>2,>8,<=1,>4,4,,>64/4,4,>8,<=0.5/9
573.13742,SRR5387387,Klebsiella pneumoniae KPN1879ec,29323230,<=8,>16/8,>16,>16,>16,16,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,>64/4,>8,8,>2/38
573.13743,SRR5386407,Klebsiella pneumoniae KPN187ec,29323230,32,>16/8,>16,>16,>16,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,4,>8,<=0.5/9
573.13744,SRR5387386,Klebsiella pneumoniae KPN1880ec,29323230,<=8,>16/8,,>16,,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,>64/4,4,>8,>2/38
573.13745,SRR5387385,Klebsiella pneumoniae KPN1881ec,29323230,<=8,>16/8,<=2,>16,,8,>16,>32,>16,<=0.5,>8,<=1,<=1,<=1,>64,>64/4,<=2,8,<=0.5/9
573.13746,SRR5387384,Klebsiella pneumoniae KPN1882ec,29323230,<=8,>16/8,>16,>16,,>16,>16,>32,>16,>2,<=2,>8,>4,>8,>64,>64/4,>8,>8,>2/38
573.13747,SRR5387383,Klebsiella pneumoniae KPN1883ec,29323230,<=8,>16/8,<=2,>16,<=1,16,8,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,>8,>8,>2/38
573.13748,SRR5387382,Klebsiella pneumoniae KPN1884ec,29323230,<=8,>16/8,>16,>16,>16,<=4,4,>32,>16,<=0.5,<=2,<=1,<=1,<=1,64,4/4,<=2,<=2,1/19
573.13749,SRR5387379,Klebsiella pneumoniae KPN1888ec,29323230,32,>16/8,>16,>16,4,8,>16,>32,>16,>2,4,<=1,>4,<=1,>64,32/4,<=2,>8,>2/38
573.13750,SRR5387378,Klebsiella pneumoniae KPN1889ec,29323230,>32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,>8,>8,>2/38
573.13751,SRR5386406,Klebsiella pneumoniae KPN188ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,4,>4,>8,,>64/4,<=2,<=2,>2/38
573.13752,SRR5387377,Klebsiella pneumoniae KPN1890ec,29323230,>32,>16/8,16,>16,>16,<=4,16,>32,>16,<=0.5,<=2,<=1,<=1,<=1,64,>64/4,<=2,<=2,>2/38
573.13753,SRR5387376,Klebsiella pneumoniae KPN1891ec,29323230,<=8,>16/8,>16,>16,4,>16,>16,>32,>16,>2,>8,<=1,>4,2,>64,>64/4,8,>8,>2/38
573.13754,SRR5387375,Klebsiella pneumoniae KPN1893ec,29323230,<=8,>16/8,<=2,4,<=1,>16,2,<=2,>16,>2,4,<=1,4,<=1,>64,64/4,>8,4,>2/38
573.13755,SRR5387374,Klebsiella pneumoniae KPN1894ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,4,>4,<=1,>64,>64/4,>8,8,>2/38
573.13756,SRR5387373,Klebsiella pneumoniae KPN1895ec,29323230,32,>16/8,>16,>16,>16,8,>16,>32,>16,>2,4,<=1,>4,<=1,>64,>64/4,4,>8,>2/38
573.13757,SRR5387372,Klebsiella pneumoniae KPN1897ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,,>64/4,4,8,>2/38
573.13758,SRR5387371,Klebsiella pneumoniae KPN1898ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,16/4,4,<=2,<=0.5/9
573.13759,SRR5386405,Klebsiella pneumoniae KPN189ec,29323230,32,>16/8,>16,>16,16,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,4,>8,<=0.5/9
573.13760,SRR5387368,Klebsiella pneumoniae KPN1901ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,8,>8,>2/38
573.13761,SRR5387367,Klebsiella pneumoniae KPN1902ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,>8,8,>2/38
573.13762,SRR5387366,Klebsiella pneumoniae KPN1903ec,29323230,<=8,>16/8,>16,>16,>16,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,>64/4,4,<=2,<=0.5/9
573.13763,SRR5387365,Klebsiella pneumoniae KPN1904ec,29323230,<=8,>16/8,<=2,16,<=1,>16,1,<=2,>16,<=0.5,<=2,<=1,<=1,<=1,,>64/4,>8,<=2,>2/38
573.13764,SRR5387364,Klebsiella pneumoniae KPN1905ec,29323230,<=8,>16/8,>16,>16,<=1,<=4,>16,>32,16,2,<=2,<=1,<=1,<=1,64,4/4,<=2,<=2,<=0.5/9
573.13765,SRR5387363,Klebsiella pneumoniae KPN1906ec,29323230,32,>16/8,>16,>16,>16,8,>16,>32,>16,>2,4,<=1,>4,<=1,,>64/4,4,>8,>2/38
573.13766,SRR5386404,Klebsiella pneumoniae KPN190ec,29323230,<=8,>16/8,>16,>16,>16,16,>16,>32,>16,>2,>8,<=1,>4,<=1,,16/4,>8,8,>2/38
573.13767,SRR5387362,Klebsiella pneumoniae KPN1911ec,29323230,<=8,16/8,>16,>16,4,<=4,>16,32,>16,2,<=2,<=1,<=1,<=1,64,8/4,<=2,<=2,>2/38
573.13768,SRR5387361,Klebsiella pneumoniae KPN1912ec,29323230,<=8,>16/8,16,>16,4,<=4,8,>32,>16,>2,<=2,<=1,2,<=1,>64,4/4,<=2,<=2,>2/38
573.13769,SRR5387359,Klebsiella pneumoniae KPN1914ec,29323230,16,>16/8,>16,>16,16,>16,>16,>32,>16,>2,<=2,8,>4,8,>64,>64/4,>8,>8,>2/38
573.13770,SRR5387360,Klebsiella pneumoniae KPN1913ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,<=2,>8,>4,>8,>64,>64/4,>8,8,>2/38
573.13771,SRR5387358,Klebsiella pneumoniae KPN1917ec,29323230,<=8,>16/8,>16,>16,>16,16,>16,>32,>16,>2,<=2,8,>4,>8,64,>64/4,4,<=2,>2/38
573.13772,SRR5387357,Klebsiella pneumoniae KPN1918ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,>8,8,>2/38
573.13773,SRR5386403,Klebsiella pneumoniae KPN191ec,29323230,16,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,>8,>4,>8,>64,>64/4,>8,>8,>2/38
573.13774,SRR5387356,Klebsiella pneumoniae KPN1920ec,29323230,<=8,>16/8,>16,>16,>16,8,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,16/4,>8,8,>2/38
573.13775,SRR5387355,Klebsiella pneumoniae KPN1921ec,29323230,<=8,>16/8,>16,>16,8,16,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,>64/4,4,<=2,<=0.5/9
573.13777,SRR5387353,Klebsiella pneumoniae KPN1925ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,>8,<=1,>4,2,,>64/4,>8,<=2,>2/38
573.13778,SRR5387352,Klebsiella pneumoniae KPN1926ec,29323230,32,>16/8,>16,>16,16,>16,>16,>32,>16,>2,4,4,>4,2,>64,>64/4,4,>8,>2/38
573.13779,SRR5387351,Klebsiella pneumoniae KPN1927ec,29323230,<=8,>16/8,>16,>16,>16,<=4,>16,>32,>16,>2,<=2,<=1,>4,<=1,64,32/4,>8,8,>2/38
573.13780,SRR5387350,Klebsiella pneumoniae KPN1928ec,29323230,<=8,>16/8,<=2,>16,<=1,>16,>16,>32,>16,>2,>8,<=1,>4,<=1,>64,>64/4,>8,8,1/19
573.13781,SRR5387349,Klebsiella pneumoniae KPN1929ec,29323230,32,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,<=2,>8,>4,>8,,>64/4,8,>8,>2/38
573.13782,SRR5387348,Klebsiella pneumoniae KPN1930ec,29323230,<=8,>16/8,4,>16,<=1,8,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,8,8,>2/38
573.13783,SRR5387347,Klebsiella pneumoniae KPN1931ec,29323230,<=8,>16/8,>16,>16,<=1,>16,>16,>32,>16,>2,<=2,>8,>4,>8,,>64/4,4,<=2,>2/38
573.13784,SRR5387346,Klebsiella pneumoniae KPN1932ec,29323230,32,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,4,>8,>4,>8,>64,>64/4,4,>8,>2/38
573.13785,SRR5387345,Klebsiella pneumoniae KPN1933ec,29323230,<=8,>16/8,>16,>16,>16,>16,>16,>32,>16,>2,<=2,<=1,>4,<=1,>64,>64/4,>8,<=2,>2/38
573.13786,SRR5387344,Klebsiella pneumoniae KPN1934ec,29323230,<=8,>16/8,>16,>16,16,16,>16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,4,>8,1/19
573.13787,SRR5387343,Klebsiella pneumoniae KPN1936ec,29323230,<=8,>16/8,>16,>16,>16,8,16,>32,>16,>2,<=2,<=1,>4,<=1,,>64/4,4,<=2,<=0.5/9
