data_source,isolate_name,sample_name,fraction,AMC,AMI,AZT,CAZ,CFZ,CIP,CRO,CTX,CXM,ERT,FEP,FOX,GEN,IMI,LEV,MER,MIN,NIT,PTZ,TET,TOB,TSU,run_accession
nguyen,SAMN06437796,573.14478,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,R,S,R,S,NA,R,R,R,S,NA,SRR5385909
nguyen,SAMN06437797,573.14479,train,NA,S,S,S,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,S,R,R,NA,SRR5385908
nguyen,SAMN06437798,573.1448,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,R,R,R,R,NA,SRR5385907
nguyen,SAMN06437799,573.14481,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,R,S,R,NA,SRR5385906
nguyen,SAMN06437800,573.14482,train,NA,S,R,R,R,R,R,NA,R,NA,NA,S,S,S,R,S,NA,R,S,S,S,NA,SRR5385905
nguyen,SAMN06437801,573.14483,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,R,R,R,R,NA,R,R,S,R,NA,SRR5385904
nguyen,SAMN06437802,573.14485,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,R,R,R,R,NA,SRR5385903
nguyen,SAMN06437804,573.14484,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,R,R,R,S,NA,SRR5385901
nguyen,SAMN06437805,573.14486,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,R,R,R,R,NA,SRR5385900
nguyen,SAMN06437806,573.14487,train,NA,S,R,R,R,R,R,NA,R,NA,NA,S,S,S,R,S,NA,NA,S,S,S,NA,SRR5385899
nguyen,SAMN06437807,573.14488,train,NA,S,NA,R,R,R,R,NA,R,NA,S,S,S,S,R,S,NA,R,S,S,S,NA,SRR5385898
nguyen,SAMN06437808,573.14489,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,S,S,S,NA,SRR5385897
nguyen,SAMN06437809,573.1449,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,NA,S,R,R,NA,SRR5385896
nguyen,SAMN06437810,573.14491,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,R,R,R,R,NA,SRR5385895
nguyen,SAMN06437811,573.14492,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,R,R,R,R,NA,R,R,R,R,NA,SRR5385894
nguyen,SAMN06437813,573.14493,test,NA,S,S,S,R,R,R,NA,S,NA,S,S,S,S,R,S,NA,NA,R,S,S,NA,SRR5385892
nguyen,SAMN06437814,573.14494,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,S,S,R,S,NA,R,R,S,S,NA,SRR5385891
nguyen,SAMN06437815,573.14495,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,S,R,S,S,NA,SRR5385890
nguyen,SAMN06437816,573.14496,train,NA,R,R,R,R,R,R,NA,R,NA,S,S,S,S,R,S,NA,NA,R,S,R,NA,SRR5385889
nguyen,SAMN06437817,573.14497,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,R,R,R,NA,NA,R,R,R,NA,SRR5385888
nguyen,SAMN06437818,573.14498,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,NA,R,S,R,NA,SRR5385887
nguyen,SAMN06437819,573.14499,train,NA,S,R,R,R,R,R,NA,R,NA,NA,S,S,S,R,S,NA,NA,R,R,S,NA,SRR5385886
nguyen,SAMN06437820,573.145,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,R,R,R,NA,R,R,R,R,NA,SRR5385885
nguyen,SAMN06437821,573.14501,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,R,R,R,R,NA,NA,R,S,R,NA,SRR5385884
nguyen,SAMN06437822,573.14502,train,NA,S,S,R,R,R,R,NA,R,NA,R,R,R,R,R,R,NA,NA,R,R,S,NA,SRR5385883
nguyen,SAMN06437823,573.14503,train,NA,S,R,R,R,R,R,NA,R,NA,NA,R,S,R,R,S,NA,R,R,R,R,NA,SRR5385882
nguyen,SAMN06437825,573.14504,train,NA,S,R,R,R,R,R,NA,R,NA,S,S,R,S,R,S,NA,NA,R,S,R,NA,SRR5385880
nguyen,SAMN06437826,573.14505,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,S,S,R,R,NA,SRR5385879
nguyen,SAMN06437827,573.14506,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,R,R,R,S,NA,SRR5385878
nguyen,SAMN06437831,573.14507,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,R,R,S,R,NA,SRR5385874
nguyen,SAMN06437832,573.14508,train,NA,S,R,R,R,R,R,NA,R,NA,NA,S,R,S,R,S,NA,NA,R,S,R,NA,SRR5385873
nguyen,SAMN06437833,573.14509,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,NA,R,S,R,NA,SRR5385872
nguyen,SAMN06437834,573.1451,test,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,NA,S,R,R,NA,SRR5385871
nguyen,SAMN06437835,573.14511,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,S,R,R,NA,SRR5385870
nguyen,SAMN06437836,573.14512,train,NA,R,R,R,R,R,R,NA,R,NA,NA,R,S,R,R,R,NA,R,R,S,R,NA,SRR5385869
nguyen,SAMN06437837,573.14513,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,S,R,R,R,NA,R,R,S,S,NA,SRR5385868
nguyen,SAMN06437838,573.14514,test,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,NA,R,R,R,NA,SRR5385867
nguyen,SAMN06437839,573.14515,test,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,NA,R,R,R,NA,SRR5385866
nguyen,SAMN06437840,573.14516,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,R,R,S,R,NA,SRR5385865
nguyen,SAMN06437841,573.14517,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,R,R,R,NA,NA,R,R,S,NA,SRR5385864
nguyen,SAMN06437842,573.14519,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,R,S,R,NA,SRR5385863
nguyen,SAMN06437843,573.14518,test,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,R,R,R,NA,SRR5385862
nguyen,SAMN06437844,573.1452,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,R,R,R,R,NA,R,R,S,R,NA,SRR5385861
nguyen,SAMN06437845,573.14521,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,R,R,R,R,NA,NA,R,S,R,NA,SRR5385860
nguyen,SAMN06437847,573.14522,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,R,S,R,NA,SRR5385858
nguyen,SAMN06437848,573.14523,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,R,R,R,R,NA,NA,R,R,R,NA,SRR5385857
nguyen,SAMN06437849,573.14524,train,NA,R,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,NA,R,S,R,NA,SRR5385856
nguyen,SAMN06437850,573.14525,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,R,R,R,R,NA,SRR5385855
nguyen,SAMN06437851,573.14526,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,R,R,R,NA,R,R,R,R,NA,SRR5385854
nguyen,SAMN06437853,573.14527,test,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,NA,R,R,R,NA,SRR5385852
nguyen,SAMN06437854,573.14528,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,R,R,R,R,NA,R,R,R,R,NA,SRR5385851
nguyen,SAMN06437856,573.14529,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,NA,R,R,S,NA,SRR5385849
nguyen,SAMN06437857,573.1453,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,R,R,R,NA,R,R,R,S,NA,SRR5385848
nguyen,SAMN06437858,573.14531,train,NA,R,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,R,S,R,NA,SRR5385847
nguyen,SAMN06437859,573.14532,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,NA,S,S,S,NA,SRR5385846
nguyen,SAMN06437862,573.14533,train,NA,S,R,R,R,R,R,NA,R,NA,S,S,R,S,R,S,NA,NA,R,S,R,NA,SRR5385843
nguyen,SAMN06437863,573.14534,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,S,S,S,NA,SRR5385842
nguyen,SAMN06437864,573.14535,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,R,S,R,NA,SRR5385841
nguyen,SAMN06437866,573.14536,train,NA,R,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,R,S,R,NA,SRR5385839
nguyen,SAMN06437867,573.14537,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,R,R,R,R,NA,NA,R,S,R,NA,SRR5385838
nguyen,SAMN06437868,573.14538,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,S,S,R,S,NA,R,R,S,S,NA,SRR5385837
nguyen,SAMN06437869,573.14539,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,R,R,R,R,NA,SRR5385836
nguyen,SAMN06437870,573.1454,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,S,R,R,R,NA,R,R,R,R,NA,SRR5385835
nguyen,SAMN06437871,573.14541,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,R,R,R,R,NA,SRR5385834
nguyen,SAMN06437872,573.14542,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,R,R,S,R,NA,SRR5385833
nguyen,SAMN06437873,573.14543,train,NA,S,S,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,S,S,S,NA,SRR5385832
nguyen,SAMN06437874,573.14544,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,NA,R,R,R,NA,SRR5385831
nguyen,SAMN06437875,573.14545,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,R,R,S,R,NA,SRR5385830
nguyen,SAMN06437876,573.14546,test,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,NA,S,R,R,NA,SRR5385829
nguyen,SAMN06437879,573.14547,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,NA,R,S,R,NA,SRR5385826
nguyen,SAMN06437880,573.14548,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,NA,R,S,R,NA,SRR5385825
nguyen,SAMN06437881,573.14549,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,R,R,R,NA,NA,R,S,S,NA,SRR5385824
nguyen,SAMN06437882,573.1455,test,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,R,R,R,NA,SRR5385823
nguyen,SAMN06437883,573.13031,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,NA,R,R,R,NA,SRR5385822
nguyen,SAMN06437884,573.13032,test,NA,S,R,R,R,R,R,NA,R,NA,NA,S,R,S,R,S,NA,S,R,R,R,NA,SRR5385821
nguyen,SAMN06437885,573.13033,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,R,S,R,S,NA,NA,S,R,S,NA,SRR5385820
nguyen,SAMN06437886,573.13034,train,NA,R,R,R,R,R,R,NA,R,NA,NA,R,S,R,R,R,NA,R,R,S,R,NA,SRR5385819
nguyen,SAMN06437887,573.13035,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,R,R,R,R,NA,SRR5385818
nguyen,SAMN06437889,573.13036,test,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,NA,R,R,R,NA,SRR5385816
nguyen,SAMN06437890,573.13037,test,NA,R,R,R,R,R,R,NA,R,NA,R,R,R,R,R,R,NA,R,R,S,R,NA,SRR5385815
nguyen,SAMN06437891,573.13038,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,S,S,R,R,NA,SRR5385814
nguyen,SAMN06437892,573.13039,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,R,R,S,R,NA,SRR5385813
nguyen,SAMN06437893,573.1304,train,NA,R,R,R,R,R,R,NA,R,NA,NA,S,S,S,R,S,NA,R,R,S,R,NA,SRR5385812
nguyen,SAMN06437894,573.13041,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,NA,R,S,R,NA,SRR5385811
nguyen,SAMN06437895,573.13042,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,R,R,S,R,NA,SRR5385810
nguyen,SAMN06437896,573.13043,test,NA,S,S,R,R,R,R,NA,R,NA,NA,R,R,S,R,S,NA,R,R,R,R,NA,SRR5385809
nguyen,SAMN06437897,573.13044,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,R,R,R,R,NA,NA,R,S,R,NA,SRR5385808
nguyen,SAMN06437898,573.13045,train,NA,R,R,R,R,R,R,NA,R,NA,S,S,S,S,R,S,NA,NA,R,S,R,NA,SRR5385807
nguyen,SAMN06437899,573.13046,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,R,R,S,NA,NA,R,S,S,NA,SRR5385806
nguyen,SAMN06437900,573.13047,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,S,R,R,NA,SRR5385805
nguyen,SAMN06437901,573.13048,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,R,R,R,R,NA,R,R,S,R,NA,SRR5385804
nguyen,SAMN06437902,573.13049,train,NA,S,R,R,R,R,R,NA,R,NA,NA,R,R,R,R,R,NA,NA,R,R,S,NA,SRR5385803
nguyen,SAMN06437903,573.1305,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,S,R,R,NA,SRR5385802
nguyen,SAMN06437904,573.13051,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,R,S,S,R,NA,SRR5385801
nguyen,SAMN06437905,573.13052,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,R,R,S,R,NA,SRR5385800
nguyen,SAMN06437906,573.13053,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,NA,R,S,R,NA,SRR5385799
nguyen,SAMN06437907,573.13054,test,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,R,R,R,R,NA,SRR5385798
nguyen,SAMN06437908,573.13055,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,R,R,R,R,NA,SRR5385797
nguyen,SAMN06437909,573.13056,train,NA,S,S,S,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,R,R,R,S,NA,SRR5385796
nguyen,SAMN06437910,573.13057,train,NA,S,S,R,R,R,R,NA,S,NA,S,S,S,S,R,S,NA,R,R,S,S,NA,SRR5385795
nguyen,SAMN06437912,573.13058,train,NA,S,R,R,R,R,R,NA,R,NA,S,S,R,S,R,S,NA,NA,S,S,R,NA,SRR5385793
nguyen,SAMN06437913,573.13059,train,NA,S,R,R,R,R,R,NA,R,NA,S,S,S,S,R,S,NA,R,R,R,R,NA,SRR5385792
nguyen,SAMN06437914,573.1306,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,S,R,S,NA,SRR5385791
nguyen,SAMN06437915,573.13061,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,R,R,R,S,NA,SRR5385790
nguyen,SAMN06437916,573.13062,train,NA,S,S,R,R,R,R,NA,R,NA,S,R,R,R,R,R,NA,NA,R,R,S,NA,SRR5385789
nguyen,SAMN06437917,573.13063,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,R,R,R,S,NA,SRR5385788
nguyen,SAMN06437918,573.13064,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,R,R,R,R,NA,SRR5385787
nguyen,SAMN06437919,573.13065,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,NA,R,S,R,NA,SRR5385786
nguyen,SAMN06437920,573.13066,train,NA,R,R,R,R,R,R,NA,R,NA,S,S,S,S,R,S,NA,R,S,S,R,NA,SRR5385785
nguyen,SAMN06437921,573.13067,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,R,R,R,R,NA,SRR5385784
nguyen,SAMN06437922,573.13068,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,NA,R,S,R,NA,SRR5385783
nguyen,SAMN06437923,573.13069,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,R,R,S,R,NA,SRR5385782
nguyen,SAMN06437925,573.1307,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,R,S,S,R,NA,SRR5385780
nguyen,SAMN06437928,573.13071,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,S,S,R,NA,SRR5385777
nguyen,SAMN06437929,573.13073,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,R,R,R,NA,NA,R,R,S,NA,SRR5385776
nguyen,SAMN06437930,573.13074,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,S,S,S,R,NA,SRR5385775
nguyen,SAMN06437931,573.13075,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,R,R,R,NA,NA,R,S,S,NA,SRR5385774
nguyen,SAMN06437932,573.13076,train,NA,R,R,R,R,R,R,NA,R,NA,S,S,S,S,R,S,NA,NA,R,R,R,NA,SRR5385773
nguyen,SAMN06437934,573.13077,train,NA,S,S,R,R,R,R,NA,R,NA,S,S,R,S,R,S,NA,R,S,R,S,NA,SRR5385771
nguyen,SAMN06437936,573.13079,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,NA,R,S,R,NA,SRR5385769
nguyen,SAMN06437937,573.1308,test,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,NA,R,R,R,NA,SRR5385768
nguyen,SAMN06437938,573.13081,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,S,R,S,NA,SRR5385767
nguyen,SAMN06437939,573.13082,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,R,S,R,S,NA,NA,R,R,R,NA,SRR5385766
nguyen,SAMN06437940,573.13083,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,S,R,R,NA,R,R,S,R,NA,SRR5385765
nguyen,SAMN06437942,573.13084,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,R,R,R,R,NA,SRR5385763
nguyen,SAMN06437943,573.13085,train,NA,R,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,S,S,R,NA,SRR5385762
nguyen,SAMN06437944,573.13086,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,NA,S,R,R,NA,SRR5385761
nguyen,SAMN06437945,573.13087,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,R,R,R,S,NA,SRR5385760
nguyen,SAMN06437946,573.13088,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,NA,R,S,R,NA,SRR5385759
nguyen,SAMN06437947,573.13089,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,R,R,S,S,NA,SRR5385758
nguyen,SAMN06437948,573.1309,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,S,R,S,NA,SRR5385757
nguyen,SAMN06437949,573.13091,train,NA,S,S,R,R,R,R,NA,R,NA,NA,S,R,S,R,S,NA,NA,R,S,R,NA,SRR5385756
nguyen,SAMN06437950,573.13092,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,R,R,R,S,NA,SRR5385755
nguyen,SAMN06437954,573.13093,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,R,R,R,R,NA,SRR5385751
nguyen,SAMN06437955,573.13094,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,S,R,R,NA,NA,R,R,R,NA,SRR5385750
nguyen,SAMN06437956,573.13095,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,R,R,R,NA,R,R,R,R,NA,SRR5385749
nguyen,SAMN06437957,573.13096,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,R,R,S,R,NA,SRR5385748
nguyen,SAMN06437958,573.13097,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,R,R,S,S,NA,SRR5385747
nguyen,SAMN06437959,573.13098,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,R,R,R,R,NA,SRR5385746
nguyen,SAMN06437960,573.13099,test,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,NA,R,R,R,NA,SRR5385745
nguyen,SAMN06437961,573.131,train,NA,S,S,S,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,S,R,R,NA,SRR5385744
nguyen,SAMN06437962,573.13101,test,NA,S,R,R,R,R,R,NA,R,NA,S,R,S,S,R,S,NA,NA,R,R,R,NA,SRR5385743
nguyen,SAMN06437963,573.13102,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,NA,R,R,R,NA,SRR5385742
nguyen,SAMN06437964,573.13103,train,NA,S,S,S,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,S,R,R,NA,SRR5385741
nguyen,SAMN06437966,573.13104,train,NA,S,R,R,R,R,R,NA,R,NA,S,S,S,S,R,S,NA,R,S,S,S,NA,SRR5385739
nguyen,SAMN06437967,573.13105,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,NA,R,R,R,NA,SRR5385738
nguyen,SAMN06437968,573.13106,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,NA,R,S,S,NA,SRR5385737
nguyen,SAMN06437969,573.13107,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,R,S,R,NA,SRR5385736
nguyen,SAMN06437970,573.13108,train,NA,R,R,R,R,R,R,NA,R,NA,S,R,S,R,R,R,NA,R,R,S,R,NA,SRR5385735
nguyen,SAMN06437971,573.13109,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,R,R,R,R,NA,NA,R,S,R,NA,SRR5385734
nguyen,SAMN06437972,573.1311,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,NA,R,S,R,NA,SRR5385733
nguyen,SAMN06437973,573.13111,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,R,S,R,S,NA,NA,R,S,R,NA,SRR5385732
nguyen,SAMN06437974,573.13112,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,R,R,R,R,NA,SRR5385731
nguyen,SAMN06437975,573.13113,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,S,R,R,R,NA,NA,R,S,S,NA,SRR5385730
nguyen,SAMN06437976,573.13114,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,R,S,R,R,NA,SRR5385729
nguyen,SAMN06437977,573.13115,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,S,R,R,NA,SRR5385728
nguyen,SAMN06437978,573.13116,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,NA,S,R,R,NA,SRR5385727
nguyen,SAMN06437979,573.13117,test,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,NA,R,R,R,NA,SRR5385726
nguyen,SAMN06437980,573.13118,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,S,S,S,NA,SRR5385725
nguyen,SAMN06437981,573.13119,train,NA,R,R,R,R,R,R,NA,R,NA,S,S,S,S,R,S,NA,R,R,R,R,NA,SRR5385724
nguyen,SAMN06437982,573.1312,train,NA,S,R,R,R,R,R,NA,R,NA,R,R,S,S,R,S,NA,R,S,R,S,NA,SRR5385723
nguyen,SAMN06437983,573.13121,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,R,S,R,S,NA,R,R,R,S,NA,SRR5385722
nguyen,SAMN06437984,573.13122,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,NA,R,S,R,NA,SRR5385721
nguyen,SAMN06437985,573.13123,test,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,R,R,S,NA,NA,R,S,S,NA,SRR5385720
nguyen,SAMN06437986,573.13124,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,NA,R,R,R,NA,SRR5385719
nguyen,SAMN06437987,573.13125,train,NA,S,R,R,R,R,R,NA,R,NA,S,S,S,S,R,S,NA,R,S,S,S,NA,SRR5385718
nguyen,SAMN06437988,573.13126,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,NA,R,S,R,NA,SRR5385717
nguyen,SAMN06437989,573.13127,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,NA,R,S,R,NA,SRR5385716
nguyen,SAMN06437990,573.13128,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,S,S,R,S,NA,R,R,R,R,NA,SRR5385715
nguyen,SAMN06437991,573.13129,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,S,S,R,S,NA,R,S,R,S,NA,SRR5385714
nguyen,SAMN06437992,573.1313,train,NA,S,S,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,NA,R,R,R,NA,SRR5385713
nguyen,SAMN06437993,573.13131,train,NA,S,R,R,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,R,S,R,NA,SRR5385712
nguyen,SAMN06437994,573.13132,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,NA,R,R,R,NA,SRR5385711
nguyen,SAMN06437995,573.13133,train,NA,S,R,R,R,R,R,NA,R,NA,S,S,S,S,R,S,NA,S,S,S,S,NA,SRR5385710
nguyen,SAMN06437996,573.13134,test,NA,S,S,S,R,R,R,NA,R,NA,R,S,R,S,R,S,NA,R,S,R,S,NA,SRR5385709
nguyen,SAMN06437997,573.13135,test,NA,S,R,R,R,R,R,NA,R,NA,R,R,R,S,R,S,NA,R,R,S,R,NA,SRR5385708
nguyen,SAMN06437998,573.13136,train,NA,S,S,R,R,R,R,NA,R,NA,S,R,S,R,R,R,NA,R,R,S,S,NA,SRR5385707
nguyen,SAMN06437999,573.13137,train,NA,S,S,R,R,R,R,NA,S,NA,S,S,S,S,R,S,NA,NA,R,R,S,NA,SRR5385706
nguyen,SAMN06438000,573.13138,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,S,R,R,R,NA,R,R,S,R,NA,SRR5385705
nguyen,SAMN06438001,573.13139,train,NA,R,R,R,R,R,R,NA,R,NA,R,R,R,R,R,R,NA,NA,R,R,R,NA,SRR5385704
nguyen,SAMN06438002,573.1314,train,NA,S,R,R,R,R,R,NA,R,NA,S,R,R,R,R,R,NA,R,R,R,R,NA,SRR5385703
