PATRIC ID,Run Accession,Genome Name,Publication (pubmed ID),ciprofloxacin,clindamycin,erythromycin,fusidic_acid,methicillin,penicillin
1280.8433,ERR418536,Staphylococcus aureus C00003221,26686880,R,,S,S,S,R
1280.8434,ERR418535,Staphylococcus aureus C00003220,26686880,S,,S,S,S,R
1280.8435,ERR418542,Staphylococcus aureus C00003227,26686880,S,,R,S,S,R
1280.8436,ERR418541,Staphylococcus aureus C00003226,26686880,S,,S,S,S,R
1280.8437,ERR418540,Staphylococcus aureus C00003225,26686880,S,,S,S,S,R
1280.8439,ERR418646,Staphylococcus aureus C00003340,26686880,S,,S,R,S,R
1280.844,ERR418802,Staphylococcus aureus C00008972,26686880,R,R,R,S,R,R
1280.8441,ERR418648,Staphylococcus aureus C00003343,26686880,R,,S,S,R,R
1280.8443,ERR418650,Staphylococcus aureus C00003345,26686880,S,,S,S,S,R
1280.8445,ERR418653,Staphylococcus aureus C00003348,26686880,S,,S,S,S,R
1280.8447,ERR418790,Staphylococcus aureus C00008636,26686880,S,S,S,R,S,R
1280.8449,ERR418806,Staphylococcus aureus C00008985,26686880,S,S,S,S,S,R
1280.8456,ERR418341,Staphylococcus aureus C00000826,26686880,R,R,R,S,R,R
1280.8457,ERR418342,Staphylococcus aureus C00000827,26686880,R,R,R,S,R,R
1280.8458,ERR418438,Staphylococcus aureus C00003119,26686880,S,,S,S,S,R
1280.8459,ERR418437,Staphylococcus aureus C00003118,26686880,S,,S,S,S,S
1280.846,ERR418434,Staphylococcus aureus C00003114,26686880,S,,S,R,S,R
1280.8461,ERR418436,Staphylococcus aureus C00003116,26686880,S,,S,S,S,R
1280.8462,ERR418431,Staphylococcus aureus C00003111,26686880,R,,R,R,R,R
1280.8463,ERR418430,Staphylococcus aureus C00003110,26686880,S,,S,S,S,R
1280.8464,ERR418433,Staphylococcus aureus C00003113,26686880,S,,S,S,S,S
1280.8465,ERR418432,Staphylococcus aureus C00003112,26686880,S,,S,S,S,R
1280.8466,ERR418502,Staphylococcus aureus C00003186,26686880,S,,S,R,S,R
1280.8467,ERR418503,Staphylococcus aureus C00003187,26686880,R,,R,S,R,R
1280.8469,ERR418501,Staphylococcus aureus C00003185,26686880,S,,S,S,S,S
1280.8471,ERR418498,Staphylococcus aureus C00003182,26686880,R,,R,S,R,R
1280.8473,ERR418497,Staphylococcus aureus C00003181,26686880,S,,S,S,S,S
1280.8482,ERR418550,Staphylococcus aureus C00003237,26686880,S,,S,S,S,R
1280.8483,ERR418545,Staphylococcus aureus C00003231,26686880,S,,S,S,S,R
1280.8484,ERR418546,Staphylococcus aureus C00003232,26686880,S,,S,R,S,R
1280.8485,ERR418547,Staphylococcus aureus C00003233,26686880,S,,S,R,S,R
1280.8486,ERR418641,Staphylococcus aureus C00003335,26686880,S,,S,S,S,R
1280.8487,ERR418640,Staphylococcus aureus C00003334,26686880,S,,S,S,S,S
1280.8488,ERR418643,Staphylococcus aureus C00003337,26686880,S,,S,S,S,R
1280.8489,ERR418642,Staphylococcus aureus C00003336,26686880,S,,S,S,S,R
1280.849,ERR418412,Staphylococcus aureus C00003089,26686880,S,,R,S,S,R
1280.8491,ERR418638,Staphylococcus aureus C00003332,26686880,S,,S,S,S,S
1280.8492,ERR418639,Staphylococcus aureus C00003333,26686880,R,,R,S,R,R
1280.8493,ERR418630,Staphylococcus aureus C00003321,26686880,S,,S,R,S,R
1280.8494,ERR418645,Staphylococcus aureus C00003339,26686880,R,,S,S,S,R
1280.8495,ERR418644,Staphylococcus aureus C00003338,26686880,S,,S,S,S,S
1280.8499,ERR418562,Staphylococcus aureus C00003249,26686880,S,,S,S,S,S
1280.8508,ERR418383,Staphylococcus aureus C00001405,26686880,R,R,R,S,R,R
1280.8509,ERR418382,Staphylococcus aureus C00001404,26686880,R,R,R,S,R,R
1280.851,ERR418384,Staphylococcus aureus C00001406,26686880,R,R,R,S,R,R
1280.8511,ERR418380,Staphylococcus aureus C00001401,26686880,R,R,R,S,R,R
1280.8512,ERR418590,Staphylococcus aureus C00003278,26686880,S,,S,S,S,R
1280.8513,ERR418381,Staphylococcus aureus C00001402,26686880,R,R,R,S,R,R
1280.8514,ERR418816,Staphylococcus aureus C00009029,26686880,R,S,S,S,R,R
1280.8515,ERR418815,Staphylococcus aureus C00009021,26686880,R,S,S,S,S,R
1280.8516,ERR418814,Staphylococcus aureus C00009020,26686880,S,S,S,S,S,R
1280.8517,ERR418364,Staphylococcus aureus C00000859,26686880,R,R,R,S,R,R
1280.8518,ERR418363,Staphylococcus aureus C00000858,26686880,R,R,R,S,R,R
1280.8519,ERR418362,Staphylococcus aureus C00000857,26686880,R,R,R,S,R,R
1280.852,ERR418360,Staphylococcus aureus C00000851,26686880,R,R,R,S,R,R
1280.8521,ERR418359,Staphylococcus aureus C00000850,26686880,R,R,R,S,R,R
1280.8522,ERR418361,Staphylococcus aureus C00000852,26686880,R,R,R,S,R,R
1280.8534,ERR418568,Staphylococcus aureus C00003255,26686880,S,,S,S,S,R
1280.8535,ERR418633,Staphylococcus aureus C00003324,26686880,S,,S,S,S,R
1280.8536,ERR418634,Staphylococcus aureus C00003325,26686880,S,,S,S,S,S
1280.8537,ERR418631,Staphylococcus aureus C00003322,26686880,S,,S,S,S,R
1280.8538,ERR418632,Staphylococcus aureus C00003323,26686880,R,,R,S,R,R
1280.8539,ERR418629,Staphylococcus aureus C00003320,26686880,R,,S,S,R,R
1280.854,ERR418411,Staphylococcus aureus C00003088,26686880,S,,S,S,S,R
1280.8541,ERR418410,Staphylococcus aureus C00003087,26686880,S,,S,S,S,S
1280.8542,ERR418409,Staphylococcus aureus C00003086,26686880,R,,R,S,S,R
1280.8543,ERR418408,Staphylococcus aureus C00003085,26686880,S,,S,S,S,S
1280.8544,ERR418407,Staphylococcus aureus C00003084,26686880,S,,S,S,S,R
1280.8545,ERR418406,Staphylococcus aureus C00003083,26686880,S,,S,S,S,R
1280.8547,ERR418636,Staphylococcus aureus C00003329,26686880,S,,S,S,S,S
1280.8548,ERR418799,Staphylococcus aureus C00008960,26686880,R,R,R,S,R,R
1280.8551,ERR418572,Staphylococcus aureus C00003259,26686880,S,,S,S,S,S
1280.856,ERR418808,Staphylococcus aureus C00008996,26686880,S,S,S,S,S,R
1280.8561,ERR418817,Staphylococcus aureus C00009030,26686880,S,S,S,R,S,R
1280.8562,ERR418818,Staphylococcus aureus C00009033,26686880,R,S,S,S,S,R
1280.8563,ERR418507,Staphylococcus aureus C00003191,26686880,R,,S,S,R,R
1280.8564,ERR418357,Staphylococcus aureus C00000848,26686880,R,R,R,S,R,R
1280.8565,ERR418358,Staphylococcus aureus C00000849,26686880,R,R,R,S,R,R
1280.8566,ERR418355,Staphylococcus aureus C00000846,26686880,R,R,R,S,R,R
1280.8567,ERR418356,Staphylococcus aureus C00000847,26686880,R,R,R,S,R,R
1280.8568,ERR418354,Staphylococcus aureus C00000845,26686880,R,R,R,S,R,R
1280.8569,ERR418353,Staphylococcus aureus C00000840,26686880,R,R,R,S,R,R
1280.857,ERR418514,Staphylococcus aureus C00003198,26686880,S,,S,S,S,R
1280.8571,ERR418451,Staphylococcus aureus C00003133,26686880,R,,S,S,R,R
1280.8572,ERR418450,Staphylococcus aureus C00003132,26686880,R,,S,S,R,R
1280.8574,ERR418448,Staphylococcus aureus C00003130,26686880,R,,S,R,S,R
1280.8575,ERR418455,Staphylococcus aureus C00003137,26686880,R,,S,S,R,R
1280.8586,ERR418465,Staphylococcus aureus C00003148,26686880,S,,S,S,S,R
1280.8587,ERR418557,Staphylococcus aureus C00003244,26686880,S,,S,S,S,R
1280.8588,ERR418560,Staphylococcus aureus C00003247,26686880,R,,R,S,S,R
1280.8589,ERR418559,Staphylococcus aureus C00003246,26686880,S,,R,S,S,R
1280.859,ERR418566,Staphylococcus aureus C00003253,26686880,S,,S,S,S,R
1280.8591,ERR418627,Staphylococcus aureus C00003318,26686880,S,,S,S,S,R
1280.8592,ERR418628,Staphylococcus aureus C00003319,26686880,S,,S,S,S,R
1280.8593,ERR418622,Staphylococcus aureus C00003313,26686880,S,,S,S,S,S
1280.8594,ERR418750,Staphylococcus aureus C00007082,26686880,R,R,R,S,R,R
1280.8595,ERR418620,Staphylococcus aureus C00003311,26686880,S,,S,S,S,R
1280.8596,ERR418619,Staphylococcus aureus C00003310,26686880,S,,S,S,S,R
1280.8598,ERR418626,Staphylococcus aureus C00003317,26686880,S,,S,S,S,R
1280.8599,ERR418624,Staphylococcus aureus C00003315,26686880,R,,S,S,R,R
1280.86,ERR418623,Staphylococcus aureus C00003314,26686880,S,,S,S,S,R
1280.8601,ERR418413,Staphylococcus aureus C00003090,26686880,S,,S,S,S,R
1280.8612,ERR418580,Staphylococcus aureus C00003267,26686880,S,,S,S,S,R
1280.8613,ERR418579,Staphylococcus aureus C00003266,26686880,S,,S,S,S,S
1280.8614,ERR418578,Staphylococcus aureus C00003265,26686880,S,,S,R,S,R
1280.8615,ERR418577,Staphylococcus aureus C00003264,26686880,S,,S,R,S,R
1280.8616,ERR418576,Staphylococcus aureus C00003263,26686880,S,,S,S,S,R
1280.8617,ERR418575,Staphylococcus aureus C00003262,26686880,S,,R,S,S,R
1280.8618,ERR418574,Staphylococcus aureus C00003261,26686880,S,,S,S,S,R
1280.8619,ERR418573,Staphylococcus aureus C00003260,26686880,S,,S,S,S,R
1280.862,ERR418647,Staphylococcus aureus C00003341,26686880,S,,S,S,S,S
1280.8622,ERR418706,Staphylococcus aureus C00003402,26686880,S,,S,S,S,R
1280.8623,ERR418705,Staphylococcus aureus C00003400,26686880,S,,S,S,S,S
1280.8624,ERR418711,Staphylococcus aureus C00003407,26686880,R,,S,S,R,R
1280.8625,ERR418710,Staphylococcus aureus C00003406,26686880,R,,R,S,R,R
1280.8626,ERR418709,Staphylococcus aureus C00003405,26686880,R,,S,S,R,R
1280.8627,ERR418708,Staphylococcus aureus C00003404,26686880,S,,S,S,S,R
1280.8633,ERR418370,Staphylococcus aureus C00001384,26686880,R,R,R,S,R,R
1280.8634,ERR418371,Staphylococcus aureus C00001385,26686880,R,R,R,S,R,R
1280.8635,ERR418374,Staphylococcus aureus C00001388,26686880,R,S,S,S,R,R
1280.8638,ERR418789,Staphylococcus aureus C00008635,26686880,S,S,S,S,S,R
1280.8641,ERR418788,Staphylococcus aureus C00008633,26686880,S,S,S,S,S,R
1280.8644,ERR418782,Staphylococcus aureus C00008626,26686880,S,S,S,S,S,R
1280.8645,ERR418403,Staphylococcus aureus C00002658,26686880,S,S,S,S,S,R
1280.8646,ERR418399,Staphylococcus aureus C00002653,26686880,S,S,S,S,S,R
1280.8647,ERR418398,Staphylococcus aureus C00002652,26686880,S,S,S,S,S,R
1280.8648,ERR418400,Staphylococcus aureus C00002655,26686880,S,S,S,S,S,R
1280.8649,ERR418402,Staphylococcus aureus C00002657,26686880,S,S,S,S,S,R
1280.8655,ERR418439,Staphylococcus aureus C00003120,26686880,S,,S,R,S,R
1280.8656,ERR418440,Staphylococcus aureus C00003121,26686880,S,,S,S,S,S
1280.8657,ERR418441,Staphylococcus aureus C00003122,26686880,S,,S,S,S,R
1280.8658,ERR418446,Staphylococcus aureus C00003128,26686880,S,,S,R,S,R
1280.8659,ERR418447,Staphylococcus aureus C00003129,26686880,S,,S,S,S,R
1280.866,ERR418781,Staphylococcus aureus C00008625,26686880,S,S,S,S,S,R
1280.8663,ERR418696,Staphylococcus aureus C00003391,26686880,S,,S,S,S,R
1280.8666,ERR418701,Staphylococcus aureus C00003396,26686880,S,,S,S,S,R
1280.8668,ERR418699,Staphylococcus aureus C00003394,26686880,S,,S,S,S,R
1280.867,ERR418468,Staphylococcus aureus C00003151,26686880,R,,R,R,R,R
1280.8671,ERR418703,Staphylococcus aureus C00003398,26686880,S,,S,S,S,S
1280.8672,ERR418467,Staphylococcus aureus C00003150,26686880,S,,S,S,S,R
1280.8673,ERR418470,Staphylococcus aureus C00003153,26686880,S,,S,S,S,R
1280.8674,ERR418469,Staphylococcus aureus C00003152,26686880,S,,R,S,S,R
1280.8675,ERR418472,Staphylococcus aureus C00003155,26686880,R,,R,S,R,R
1280.8681,ERR418464,Staphylococcus aureus C00003147,26686880,S,,S,S,S,R
1280.8682,ERR418763,Staphylococcus aureus C00007098,26686880,R,S,S,S,R,R
1280.8683,ERR418764,Staphylococcus aureus C00007099,26686880,S,S,S,S,S,R
1280.8684,ERR418760,Staphylococcus aureus C00007095,26686880,S,S,S,S,S,R
1280.8685,ERR418759,Staphylococcus aureus C00007094,26686880,S,S,S,S,S,R
1280.8686,ERR418761,Staphylococcus aureus C00007096,26686880,R,S,S,R,R,R
1280.8687,ERR418762,Staphylococcus aureus C00007097,26686880,S,R,R,S,S,R
1280.8691,ERR418466,Staphylococcus aureus C00003149,26686880,R,,S,S,R,R
1280.8692,ERR418794,Staphylococcus aureus C00008947,26686880,R,R,R,S,R,R
1280.8695,ERR418795,Staphylococcus aureus C00008948,26686880,R,R,R,S,R,R
1280.8697,ERR418322,Staphylococcus aureus C00000788,26686880,R,R,R,S,R,R
1280.8698,ERR418319,Staphylococcus aureus C00000785,26686880,R,R,R,S,R,R
1280.8699,ERR418318,Staphylococcus aureus C00000784,26686880,R,R,R,S,R,R
1280.87,ERR418321,Staphylococcus aureus C00000787,26686880,R,R,R,S,R,R
1280.8701,ERR418320,Staphylococcus aureus C00000786,26686880,R,R,R,S,R,R
1280.8707,ERR418680,Staphylococcus aureus C00003375,26686880,S,,S,S,S,R
1280.8708,ERR418718,Staphylococcus aureus C00003414,26686880,R,,R,S,S,R
1280.8709,ERR418679,Staphylococcus aureus C00003374,26686880,S,,S,S,S,R
1280.871,ERR418719,Staphylococcus aureus C00003415,26686880,S,,S,S,S,R
1280.8711,ERR418720,Staphylococcus aureus C00003417,26686880,S,,S,S,S,R
1280.8712,ERR418612,Staphylococcus aureus C00003303,26686880,S,,S,R,S,R
1280.8713,ERR418715,Staphylococcus aureus C00003411,26686880,R,,R,S,R,R
1280.8716,ERR418721,Staphylococcus aureus C00003418,26686880,S,,S,S,S,R
1280.8718,ERR418332,Staphylococcus aureus C00000809,26686880,R,R,R,S,R,R
1280.8721,ERR418392,Staphylococcus aureus C00001448,26686880,S,S,S,S,S,R
1280.8722,ERR418386,Staphylococcus aureus C00001441,26686880,S,S,S,S,S,R
1280.8724,ERR418388,Staphylococcus aureus C00001443,26686880,R,S,S,S,S,R
1280.8726,ERR418389,Staphylococcus aureus C00001445,26686880,S,S,S,S,S,S
1280.8727,ERR418391,Staphylococcus aureus C00001447,26686880,S,S,S,S,S,S
1280.8728,ERR418390,Staphylococcus aureus C00001446,26686880,S,S,S,S,S,R
1280.8733,ERR418368,Staphylococcus aureus C00000863,26686880,R,R,R,S,R,R
1280.8734,ERR418397,Staphylococcus aureus C00002649,26686880,S,S,S,S,S,R
1280.8735,ERR418334,Staphylococcus aureus C00000815,26686880,R,R,R,S,R,R
1280.8736,ERR418333,Staphylococcus aureus C00000814,26686880,R,R,R,R,R,R
1280.8737,ERR418336,Staphylococcus aureus C00000817,26686880,R,R,R,S,R,R
1280.8738,ERR418335,Staphylococcus aureus C00000816,26686880,R,R,R,S,R,R
1280.8739,ERR418338,Staphylococcus aureus C00000819,26686880,R,R,R,S,R,R
1280.8742,ERR418689,Staphylococcus aureus C00003384,26686880,S,,S,S,S,R
1280.8743,ERR418690,Staphylococcus aureus C00003385,26686880,S,,S,S,S,S
1280.8747,ERR418686,Staphylococcus aureus C00003381,26686880,R,,S,S,R,R
1280.8748,ERR418687,Staphylococcus aureus C00003382,26686880,R,,R,S,R,R
1280.875,ERR418693,Staphylococcus aureus C00003388,26686880,S,,S,R,S,R
1280.8751,ERR418694,Staphylococcus aureus C00003389,26686880,S,,S,S,S,R
1280.8753,ERR418461,Staphylococcus aureus C00003143,26686880,S,,S,S,S,R
1280.8754,ERR418458,Staphylococcus aureus C00003140,26686880,S,,S,S,S,R
1280.8759,ERR418731,Staphylococcus aureus C00007063,26686880,S,S,S,S,S,R
1280.876,ERR418730,Staphylococcus aureus C00007062,26686880,S,S,S,S,R,R
1280.8761,ERR418733,Staphylococcus aureus C00007065,26686880,S,S,S,S,S,R
1280.8762,ERR418732,Staphylococcus aureus C00007064,26686880,R,R,R,S,R,R
1280.8763,ERR418735,Staphylococcus aureus C00007067,26686880,R,R,R,S,R,R
1280.8764,ERR418734,Staphylococcus aureus C00007066,26686880,R,R,R,S,R,R
1280.8766,ERR418737,Staphylococcus aureus C00007069,26686880,S,S,S,S,R,R
1280.8767,ERR418797,Staphylococcus aureus C00008958,26686880,S,S,S,R,S,R
1280.8772,ERR410128,Staphylococcus aureus C00001276,26686880,S,,S,R,S,R
1280.8773,ERR410082,Staphylococcus aureus C00001123,26686880,S,,S,S,S,R
1280.8774,ERR410121,Staphylococcus aureus C00001162,26686880,R,,R,S,R,R
1280.8776,ERR410106,Staphylococcus aureus C00001147,26686880,S,,R,S,S,R
1280.8777,ERR410051,Staphylococcus aureus C00001092,26686880,R,,S,S,S,R
1280.8779,ERR418886,Staphylococcus aureus C00001215,26686880,S,,S,S,S,R
1280.878,ERR418920,Staphylococcus aureus C00001249,26686880,S,,S,S,S,R
1280.8785,ERR410041,Staphylococcus aureus C00001082,26686880,S,,S,S,S,R
1280.8786,ERR418860,Staphylococcus aureus C00001189,26686880,S,,S,S,S,R
1280.8787,ERR418918,Staphylococcus aureus C00001247,26686880,S,,S,S,S,R
1280.8788,ERR418972,Staphylococcus aureus C00012757,26686880,S,S,S,S,S,R
1280.8789,ERR410034,Staphylococcus aureus C00001075,26686880,S,,S,S,S,R
1280.879,ERR410035,Staphylococcus aureus C00001076,26686880,S,,R,S,S,S
1280.8791,ERR410036,Staphylococcus aureus C00001077,26686880,S,,S,S,S,S
1280.8795,ERR410042,Staphylococcus aureus C00001083,26686880,S,,S,S,S,S
1280.8797,ERR410044,Staphylococcus aureus C00001085,26686880,S,,S,S,S,S
1280.8798,ERR410045,Staphylococcus aureus C00001086,26686880,S,,S,S,S,S
1280.8799,ERR410046,Staphylococcus aureus C00001087,26686880,S,,S,S,S,R
1280.88,ERR410047,Staphylococcus aureus C00001088,26686880,S,,S,S,S,S
1280.8801,ERR410048,Staphylococcus aureus C00001089,26686880,S,,S,S,S,R
1280.8803,ERR410050,Staphylococcus aureus C00001091,26686880,S,,S,S,S,R
1280.8805,ERR410053,Staphylococcus aureus C00001094,26686880,S,,S,S,S,R
1280.8807,ERR410056,Staphylococcus aureus C00001097,26686880,S,,S,S,S,R
1280.8812,ERR410061,Staphylococcus aureus C00001102,26686880,S,,S,S,S,R
1280.8813,ERR410062,Staphylococcus aureus C00001103,26686880,S,,S,S,S,R
1280.8814,ERR410063,Staphylococcus aureus C00001104,26686880,S,,S,S,S,S
1280.8816,ERR410066,Staphylococcus aureus C00001107,26686880,S,,S,S,S,R
1280.8819,ERR418894,Staphylococcus aureus C00001223,26686880,R,,R,S,R,R
1280.8825,ERR418905,Staphylococcus aureus C00001234,26686880,R,,R,S,R,R
1280.8827,ERR418907,Staphylococcus aureus C00001236,26686880,R,,S,S,R,R
1280.8829,ERR418910,Staphylococcus aureus C00001239,26686880,R,,S,S,R,R
1280.883,ERR418911,Staphylococcus aureus C00001240,26686880,R,,S,S,R,R
1280.8831,ERR418912,Staphylococcus aureus C00001241,26686880,S,,S,S,S,S
1280.8832,ERR418913,Staphylococcus aureus C00001242,26686880,S,,S,S,S,R
1280.8833,ERR418915,Staphylococcus aureus C00001244,26686880,S,,S,R,S,R
1280.8835,ERR418917,Staphylococcus aureus C00001246,26686880,S,,S,S,S,R
1280.8836,ERR418919,Staphylococcus aureus C00001248,26686880,S,,S,S,S,R
1280.8837,ERR418921,Staphylococcus aureus C00001250,26686880,S,,S,S,S,R
1280.9408,ERR418323,Staphylococcus aureus C00000789,26686880,R,R,R,S,R,R
1280.9409,ERR418324,Staphylococcus aureus C00000790,26686880,R,R,R,S,R,R
1280.941,ERR418325,Staphylococcus aureus C00000795,26686880,R,R,R,S,R,R
1280.9411,ERR418326,Staphylococcus aureus C00000796,26686880,R,R,R,S,R,R
1280.9412,ERR418329,Staphylococcus aureus C00000805,26686880,R,R,R,S,R,R
1280.9413,ERR418337,Staphylococcus aureus C00000818,26686880,R,R,R,S,R,R
1280.9414,ERR418340,Staphylococcus aureus C00000825,26686880,R,R,R,S,R,R
1280.9415,ERR418343,Staphylococcus aureus C00000828,26686880,R,R,R,S,R,R
1280.9416,ERR418344,Staphylococcus aureus C00000829,26686880,R,R,R,S,R,R
1280.9417,ERR418345,Staphylococcus aureus C00000830,26686880,R,S,S,S,R,R
1280.9418,ERR418348,Staphylococcus aureus C00000835,26686880,R,R,R,S,R,R
1280.9419,ERR418349,Staphylococcus aureus C00000836,26686880,R,R,R,S,R,R
1280.942,ERR418352,Staphylococcus aureus C00000839,26686880,R,S,S,S,R,R
1280.9421,ERR418365,Staphylococcus aureus C00000860,26686880,R,R,R,S,R,R
1280.9422,ERR418366,Staphylococcus aureus C00000861,26686880,R,R,R,S,R,R
1280.9423,ERR418367,Staphylococcus aureus C00000862,26686880,R,R,R,S,R,R
1280.9424,ERR418369,Staphylococcus aureus C00000864,26686880,R,R,R,S,R,R
1280.9425,ERR410037,Staphylococcus aureus C00001078,26686880,S,,S,S,S,S
1280.9426,ERR410039,Staphylococcus aureus C00001080,26686880,S,,S,S,S,R
1280.9427,ERR410038,Staphylococcus aureus C00001079,26686880,S,,S,S,S,R
1280.9428,ERR410040,Staphylococcus aureus C00001081,26686880,S,,S,S,S,R
1280.9429,ERR410043,Staphylococcus aureus C00001084,26686880,S,,S,S,S,S
1280.943,ERR410049,Staphylococcus aureus C00001090,26686880,S,,S,S,S,R
1280.9431,ERR410052,Staphylococcus aureus C00001093,26686880,S,,S,S,S,R
1280.9432,ERR410055,Staphylococcus aureus C00001096,26686880,S,,S,S,S,R
1280.9433,ERR410057,Staphylococcus aureus C00001098,26686880,S,,S,S,S,R
1280.9434,ERR410058,Staphylococcus aureus C00001099,26686880,S,,S,S,S,S
1280.9435,ERR410059,Staphylococcus aureus C00001100,26686880,S,,S,S,S,R
1280.9436,ERR410060,Staphylococcus aureus C00001101,26686880,S,,S,R,S,R
1280.9437,ERR410064,Staphylococcus aureus C00001105,26686880,R,,S,S,S,S
1280.9438,ERR410067,Staphylococcus aureus C00001108,26686880,S,,S,S,S,R
1280.9439,ERR410068,Staphylococcus aureus C00001109,26686880,R,,S,S,S,S
1280.944,ERR410074,Staphylococcus aureus C00001115,26686880,R,,S,S,R,R
1280.9441,ERR410076,Staphylococcus aureus C00001117,26686880,S,,S,S,S,R
1280.9442,ERR410077,Staphylococcus aureus C00001118,26686880,S,,S,S,S,R
1280.9443,ERR410079,Staphylococcus aureus C00001120,26686880,S,,S,S,S,R
1280.9444,ERR410083,Staphylococcus aureus C00001124,26686880,S,,S,S,S,S
1280.9445,ERR410086,Staphylococcus aureus C00001127,26686880,S,,S,S,S,S
1280.9446,ERR410087,Staphylococcus aureus C00001128,26686880,S,,S,S,S,S
1280.9447,ERR410091,Staphylococcus aureus C00001132,26686880,S,,S,S,S,R
1280.9448,ERR410092,Staphylococcus aureus C00001133,26686880,S,,S,S,S,S
1280.9449,ERR410094,Staphylococcus aureus C00001135,26686880,S,,S,S,S,R
1280.9451,ERR410100,Staphylococcus aureus C00001141,26686880,S,,S,S,S,R
1280.9452,ERR410103,Staphylococcus aureus C00001144,26686880,S,,S,S,S,S
1280.9453,ERR410105,Staphylococcus aureus C00001146,26686880,S,,S,S,S,R
1280.9454,ERR410108,Staphylococcus aureus C00001149,26686880,S,,S,S,S,S
1280.9456,ERR410115,Staphylococcus aureus C00001156,26686880,S,,R,S,S,R
1280.9457,ERR410116,Staphylococcus aureus C00001157,26686880,S,,S,S,S,R
1280.9458,ERR410117,Staphylococcus aureus C00001158,26686880,S,,S,S,S,R
1280.9462,ERR418853,Staphylococcus aureus C00001182,26686880,S,,S,S,S,S
1280.9464,ERR418861,Staphylococcus aureus C00001190,26686880,S,,S,S,S,R
1280.9466,ERR418863,Staphylococcus aureus C00001192,26686880,S,,S,S,S,R
1280.9467,ERR418865,Staphylococcus aureus C00001194,26686880,S,,S,S,S,S
1280.947,ERR418871,Staphylococcus aureus C00001200,26686880,S,,S,S,S,R
1280.9471,ERR418875,Staphylococcus aureus C00001204,26686880,S,,S,S,S,R
1280.9473,ERR418880,Staphylococcus aureus C00001209,26686880,S,,S,S,S,R
1280.9475,ERR418884,Staphylococcus aureus C00001213,26686880,S,,S,S,S,R
1280.9482,ERR418896,Staphylococcus aureus C00001225,26686880,R,,R,S,R,R
1280.9487,ERR418902,Staphylococcus aureus C00001231,26686880,R,,S,S,S,R
1280.9492,ERR418914,Staphylococcus aureus C00001243,26686880,S,,S,S,S,R
1280.9495,ERR418924,Staphylococcus aureus C00001253,26686880,S,,S,S,S,R
1280.9496,ERR418926,Staphylococcus aureus C00001255,26686880,S,,S,S,S,R
1280.9535,ERR418426,Staphylococcus aureus C00003106,26686880,S,,S,S,S,R
1280.957,ERR418691,Staphylococcus aureus C00003386,26686880,S,,R,S,R,R
1280.96,ERR418784,Staphylococcus aureus C00008628,26686880,S,S,S,S,S,R
1280.9629,ERR418995,Staphylococcus aureus C00012780,26686880,S,,S,S,S,R
1280.9636,ERR419006,Staphylococcus aureus C00012791,26686880,S,S,S,S,S,R
1280.9684,ERR419185,Staphylococcus aureus C00013352,26686880,S,,S,S,S,R
1280.9687,ERR419208,Staphylococcus aureus C00013375,26686880,S,,S,S,S,S
1280.9689,ERR418857,Staphylococcus aureus C00001186,26686880,S,,S,S,S,S
1280.969,ERR418849,Staphylococcus aureus C00001178,26686880,S,,S,S,S,S
1280.9691,ERR410119,Staphylococcus aureus C00001160,26686880,S,,S,S,S,R
1280.9692,ERR410096,Staphylococcus aureus C00001137,26686880,S,,S,S,S,R
1280.9693,ERR410113,Staphylococcus aureus C00001154,26686880,S,,S,S,S,R
1280.9694,ERR418858,Staphylococcus aureus C00001187,26686880,S,,S,S,S,R
1280.9695,ERR418888,Staphylococcus aureus C00001217,26686880,S,,S,S,S,R
1280.9696,ERR418869,Staphylococcus aureus C00001198,26686880,S,,S,S,S,R
1280.9697,ERR418890,Staphylococcus aureus C00001219,26686880,R,,R,S,R,R
1280.9698,ERR418862,Staphylococcus aureus C00001191,26686880,S,,S,S,S,R
1280.9699,ERR418876,Staphylococcus aureus C00001205,26686880,S,,S,S,S,R
1280.97,ERR418868,Staphylococcus aureus C00001197,26686880,S,,S,S,S,R
1280.9701,ERR418883,Staphylococcus aureus C00001212,26686880,S,,S,S,S,R
1280.9702,ERR418887,Staphylococcus aureus C00001216,26686880,S,,S,S,S,R
1280.9703,ERR418901,Staphylococcus aureus C00001230,26686880,R,,R,S,R,R
1280.9704,ERR418900,Staphylococcus aureus C00001229,26686880,R,,S,S,R,R
1280.9705,ERR418893,Staphylococcus aureus C00001222,26686880,R,,S,S,S,R
1280.9706,ERR418891,Staphylococcus aureus C00001220,26686880,R,,R,S,R,R
1280.9707,ERR418898,Staphylococcus aureus C00001227,26686880,R,,R,S,R,R
1280.9708,ERR418895,Staphylococcus aureus C00001224,26686880,R,,R,S,R,R
1280.9709,ERR418903,Staphylococcus aureus C00001232,26686880,R,,S,S,R,R
1280.971,ERR418904,Staphylococcus aureus C00001233,26686880,R,,S,S,R,R
1280.9711,ERR418899,Staphylococcus aureus C00001228,26686880,R,,R,S,R,R
1280.9712,ERR418909,Staphylococcus aureus C00001238,26686880,R,,S,S,S,R
1280.9713,ERR418927,Staphylococcus aureus C00001256,26686880,S,,S,S,S,R
1280.9714,ERR418916,Staphylococcus aureus C00001245,26686880,S,,S,S,S,R
1280.9715,ERR418908,Staphylococcus aureus C00001237,26686880,R,,R,S,R,R
