study_accession,sample_accession,Acc_no,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,sra_ftp,Borstel.ID,DNA_libID,Org.ID,Country.of.origin,NGS.lineage,method,INH_pDST_all,RMP_pDST_all,EMB_pDST_all,PZA_pDST_all,AMK_pDST_all,CAP_pDST_all,KAN_pDST_all,MFX_pDST_all,LFX_pDST_all,INH_MIC,RMP_MIC,EMB_MIC,PZA_MIC,AMK_MIC,CAP_MIC,KAN_MIC,MFX_MIC,LFX_MIC,resist.profile
PRJEB48275,SAMEA10029980,ERS7708188,ERX7478697,ERR7911300,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/000/ERR7911300/ERR7911300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/000/ERR7911300/ERR7911300_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911300/8400-17_lib15148_nextseq_n0186_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911300/8400-17_lib15148_nextseq_n0186_151bp_R2.fastq.gz,NA,17-8400,8400-17_lib15148,3640,Vietnam,2.2.1,MGIT,R,R,S,R,S,S,S,S,S,0.4,>20,NA,NA,0.25,0.625,0.625,<=0.0625,<=0.188,MDR
PRJEB48275,SAMEA10029981,ERS7708189,ERX7478698,ERR7911301,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/001/ERR7911301/ERR7911301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/001/ERR7911301/ERR7911301_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911301/8401-17_lib15149_nextseq_n0189_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911301/8401-17_lib15149_nextseq_n0189_151bp_R2.fastq.gz,NA,17-8401,8401-17_lib15149,3643,Vietnam,2.2.1.1,MGIT,R,R,R,R,S,S,S,S,S,3,>20,NA,NA,0.5,1.25,0.625,<=0.0625,<=0.188,MDR
PRJEB48275,SAMEA10029982,ERS7708190,ERX7478699,ERR7911302,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/002/ERR7911302/ERR7911302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/002/ERR7911302/ERR7911302_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911302/8402-17_lib15150_nextseq_n0189_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911302/8402-17_lib15150_nextseq_n0189_151bp_R2.fastq.gz,NA,17-8402,8402-17_lib15150,3644,Vietnam,2.2.1.1,MGIT,R,R,R,R,S,S,S,S,S,3,>20,NA,NA,0.25,1.25,0.625,<=0.0625,<=0.188,MDR
PRJEB48275,SAMEA10029983,ERS7708191,ERX7478700,ERR7911303,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/003/ERR7911303/ERR7911303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/003/ERR7911303/ERR7911303_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911303/8403-17_lib15151_nextseq_n0189_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911303/8403-17_lib15151_nextseq_n0189_151bp_R2.fastq.gz,NA,17-8403,8403-17_lib15151,3645,Vietnam,2.2.1.1,MGIT,R,R,S,R,R,R,R,R,R,3,>20,NA,NA,>40,5,>25,2.5,7.5,XDR
PRJEB48275,SAMEA10029984,ERS7708192,ERX7478701,ERR7911304,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/004/ERR7911304/ERR7911304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/004/ERR7911304/ERR7911304_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911304/8404-17_lib15169_nextseq_n0189_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911304/8404-17_lib15169_nextseq_n0189_151bp_R2.fastq.gz,NA,17-8404,8404-17_lib15169,3646,Vietnam,2.1,MGIT,R,R,S,R,S,S,S,S,S,3,>20,NA,NA,0.5,1.25,1.25,0.125,0.375,MDR
PRJEB48275,SAMEA10029985,ERS7708193,ERX7478702,ERR7911305,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/005/ERR7911305/ERR7911305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/005/ERR7911305/ERR7911305_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911305/8405-17_lib15152_nextseq_n0189_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911305/8405-17_lib15152_nextseq_n0189_151bp_R2.fastq.gz,NA,17-8405,8405-17_lib15152,3648,Vietnam,2.2.1,MGIT,R,R,R,R,S,S,S,S,S,1,>20,NA,NA,0.5,1.25,1.25,<=0.0625,0.375,MDR
PRJEB48275,SAMEA10029986,ERS7708194,ERX7478703,ERR7911306,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/006/ERR7911306/ERR7911306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/006/ERR7911306/ERR7911306_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911306/8406-17_lib15153_nextseq_n0189_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911306/8406-17_lib15153_nextseq_n0189_151bp_R2.fastq.gz,NA,17-8406,8406-17_lib15153,3650,Vietnam,2.2.1.1,MGIT,R,R,R,R,S,S,S,S,S,3,>20,NA,NA,0.5,1.25,0.625,0.125,0.375,MDR
PRJEB48275,SAMEA10029987,ERS7708195,ERX7478704,ERR7911307,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/007/ERR7911307/ERR7911307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/007/ERR7911307/ERR7911307_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911307/8407-17_lib15154_nextseq_n0189_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911307/8407-17_lib15154_nextseq_n0189_151bp_R2.fastq.gz,NA,17-8407,8407-17_lib15154,3651,Vietnam,2.2.1,MGIT,R,R,S,S,R,R,R,S,S,10,>20,NA,NA,>40,5,>25,<=0.0625,<=0.188,preXDR
PRJEB48275,SAMEA10029988,ERS7708196,ERX7478705,ERR7911308,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/008/ERR7911308/ERR7911308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/008/ERR7911308/ERR7911308_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911308/8408-17_lib15155_nextseq_n0189_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911308/8408-17_lib15155_nextseq_n0189_151bp_R2.fastq.gz,NA,17-8408,8408-17_lib15155,3653,Vietnam,2.2.1,MGIT,R,R,i,R,S,S,S,S,R,3,>20,NA,NA,0.5,1.25,1.25,0.25,1.5,MDR
PRJEB48275,SAMEA10029989,ERS7708197,ERX7478706,ERR7911309,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/009/ERR7911309/ERR7911309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/009/ERR7911309/ERR7911309_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911309/8409-17_lib15156_nextseq_n0189_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911309/8409-17_lib15156_nextseq_n0189_151bp_R2.fastq.gz,NA,17-8409,8409-17_lib15156,3655,Vietnam,2.2.1,MGIT,R,R,S,R,S,S,S,S,S,3,>20,NA,NA,0.25,1.25,0.625,<=0.0625,<=0.188,MDR
PRJEB48275,SAMEA10029990,ERS7708198,ERX7478707,ERR7911310,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/000/ERR7911310/ERR7911310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/000/ERR7911310/ERR7911310_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911310/8410-17_lib15170_nextseq_n0189_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911310/8410-17_lib15170_nextseq_n0189_151bp_R2.fastq.gz,NA,17-8410,8410-17_lib15170,3656,Vietnam,2.2.1.1,MGIT,R,R,S,R,S,S,S,S,S,10,4,NA,NA,0.25,1.25,0.625,<=0.0625,<=0.188,MDR
PRJEB48275,SAMEA10029991,ERS7708199,ERX7478708,ERR7911311,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/001/ERR7911311/ERR7911311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/001/ERR7911311/ERR7911311_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911311/8411-17_lib15157_nextseq_n0189_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911311/8411-17_lib15157_nextseq_n0189_151bp_R2.fastq.gz,NA,17-8411,8411-17_lib15157,3657,Vietnam,2.2.1.1,MGIT,R,R,S,S,S,S,S,S,S,3,>20,NA,NA,0.25,1.25,1.25,<=0.0625,<=0.188,MDR
PRJEB48275,SAMEA10029992,ERS7708200,ERX7478709,ERR7911312,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/002/ERR7911312/ERR7911312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/002/ERR7911312/ERR7911312_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911312/8412-17_lib15158_nextseq_n0189_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911312/8412-17_lib15158_nextseq_n0189_151bp_R2.fastq.gz,NA,17-8412,8412-17_lib15158,3660,Vietnam,2.2.1.1,MGIT,R,R,S,R,S,S,S,S,S,10,>20,NA,NA,0.25,0.625,0.625,<=0.0625,<=0.188,MDR
PRJEB48275,SAMEA10029993,ERS7708201,ERX7478710,ERR7911313,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/003/ERR7911313/ERR7911313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/003/ERR7911313/ERR7911313_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911313/8413-17_lib15159_nextseq_n0189_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911313/8413-17_lib15159_nextseq_n0189_151bp_R2.fastq.gz,NA,17-8413,8413-17_lib15159,3661,Vietnam,2.2.1,MGIT,R,R,R,S,S,S,S,S,S,>10,>20,NA,NA,0.25,1.25,0.625,<=0.0625,<=0.188,MDR
PRJEB48275,SAMEA10029994,ERS7708202,ERX7478711,ERR7911314,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/004/ERR7911314/ERR7911314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/004/ERR7911314/ERR7911314_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911314/8414-17_lib15160_nextseq_n0189_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911314/8414-17_lib15160_nextseq_n0189_151bp_R2.fastq.gz,NA,17-8414,8414-17_lib15160,3662,Vietnam,2.2.1,MGIT,R,R,S,S,S,S,S,R,R,3,>20,NA,NA,0.5,1.25,0.625,2.5,7.5,preXDR
PRJEB48275,SAMEA10029995,ERS7708203,ERX7478712,ERR7911315,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/005/ERR7911315/ERR7911315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/005/ERR7911315/ERR7911315_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911315/8415-17_lib15161_nextseq_n0189_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911315/8415-17_lib15161_nextseq_n0189_151bp_R2.fastq.gz,NA,17-8415,8415-17_lib15161,3663,Vietnam,2.2.1,MGIT,R,R,R,R,S,S,S,S,S,3,>20,NA,NA,0.5,2.5,1.25,0.125,0.375,MDR
PRJEB48275,SAMEA10029996,ERS7708204,ERX7478713,ERR7911316,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/006/ERR7911316/ERR7911316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/006/ERR7911316/ERR7911316_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911316/8416-17_lib15168_nextseq_n0189_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911316/8416-17_lib15168_nextseq_n0189_151bp_R2.fastq.gz,NA,17-8416,8416-17_lib15168,3664,Vietnam,2.2.1,MGIT,R,R,R,S,S,S,S,S,S,3,20,NA,NA,1,1.25,2.5,0.125,0.375,MDR
PRJEB48275,SAMEA10029997,ERS7708205,ERX7478714,ERR7911317,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/007/ERR7911317/ERR7911317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/007/ERR7911317/ERR7911317_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911317/8417-17_lib15162_nextseq_n0189_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911317/8417-17_lib15162_nextseq_n0189_151bp_R2.fastq.gz,NA,17-8417,8417-17_lib15162,3665,Vietnam,2.2.1,MGIT,R,R,R,R,R,R,R,R,R,3,>20,NA,NA,>40,5,>25,1,3,XDR
PRJEB48275,SAMEA10029998,ERS7708206,ERX7478715,ERR7911318,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/008/ERR7911318/ERR7911318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/008/ERR7911318/ERR7911318_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911318/8418-17_lib15163_nextseq_n0189_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911318/8418-17_lib15163_nextseq_n0189_151bp_R2.fastq.gz,NA,17-8418,8418-17_lib15163,3667,Vietnam,2.2.1,MGIT,R,R,R,R,S,S,S,S,S,1,>20,NA,NA,0.25,0.625,0.625,0.125,0.375,MDR
PRJEB48275,SAMEA10029999,ERS7708207,ERX7478716,ERR7911319,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/009/ERR7911319/ERR7911319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/009/ERR7911319/ERR7911319_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911319/8419-17_lib15164_nextseq_n0189_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911319/8419-17_lib15164_nextseq_n0189_151bp_R2.fastq.gz,NA,17-8419,8419-17_lib15164,3669,Vietnam,2.2.1,MGIT,S,R,S,S,S,S,S,S,S,0.05,>20,NA,NA,0.5,1.25,1.25,0.125,0.375,mono
PRJEB48275,SAMEA10030000,ERS7708208,ERX7478717,ERR7911320,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/000/ERR7911320/ERR7911320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/000/ERR7911320/ERR7911320_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911320/8420-17_lib15165_nextseq_n0189_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911320/8420-17_lib15165_nextseq_n0189_151bp_R2.fastq.gz,NA,17-8420,8420-17_lib15165,3670,Vietnam,2.2.1,MGIT,R,R,R,R,S,S,S,S,S,3,>20,NA,NA,0.5,1.25,1.25,0.125,<=0.188,MDR
PRJEB48275,SAMEA10030001,ERS7708209,ERX7478718,ERR7911321,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/001/ERR7911321/ERR7911321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/001/ERR7911321/ERR7911321_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911321/8421-17_lib15166_nextseq_n0189_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911321/8421-17_lib15166_nextseq_n0189_151bp_R2.fastq.gz,NA,17-8421,8421-17_lib15166,3673,Vietnam,2.2.1,MGIT,R,R,S,R,S,S,S,S,S,10,>20,NA,NA,0.25,0.625,1.25,0.125,0.375,MDR
PRJEB48275,SAMEA10030002,ERS7708210,ERX7478719,ERR7911322,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/002/ERR7911322/ERR7911322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/002/ERR7911322/ERR7911322_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911322/8422-17_lib15167_nextseq_n0189_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911322/8422-17_lib15167_nextseq_n0189_151bp_R2.fastq.gz,NA,17-8422,8422-17_lib15167,3674,Vietnam,2.2.1.1,MGIT,R,R,R,R,S,S,S,S,S,3,>20,NA,NA,0.5,1.25,0.625,<=0.0625,<=0.188,MDR
PRJEB48275,SAMEA10029901,ERS7708109,ERX7478720,ERR7911323,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/003/ERR7911323/ERR7911323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/003/ERR7911323/ERR7911323_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911323/8882-15_lib5603_nextseq_n0048_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911323/8882-15_lib5603_nextseq_n0048_151bp_R2.fastq.gz,NA,15-08882,8882-15_lib5603,14-3547,Vietnam,2.2.1.1,MGIT,R,R,S,R,S,S,S,S,S,10,>20,NA,NA,0.25,1.25,0.625,<=0.0625,<=0.188,MDR
PRJEB48275,SAMEA10029925,ERS7708133,ERX7478721,ERR7911324,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/004/ERR7911324/ERR7911324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/004/ERR7911324/ERR7911324_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911324/8883-15_lib5604_nextseq_n0048_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911324/8883-15_lib5604_nextseq_n0048_151bp_R2.fastq.gz,NA,15-08883,8883-15_lib5604,14-3572,Vietnam,2.2.1.1,MGIT,R,R,R,S,S,S,S,S,S,3,20,NA,NA,0.25,1.25,0.625,<=0.0625,<=0.188,MDR
PRJEB48275,SAMEA10029931,ERS7708139,ERX7478722,ERR7911325,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/005/ERR7911325/ERR7911325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/005/ERR7911325/ERR7911325_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911325/8884-15_lib5605_nextseq_n0048_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911325/8884-15_lib5605_nextseq_n0048_151bp_R2.fastq.gz,NA,15-08884,8884-15_lib5605,14-3578,Vietnam,4.2.2,MGIT,R,R,S,R,S,S,S,S,S,10,>20,NA,NA,0.25,1.25,1.25,<=0.0625,<=0.188,MDR
PRJEB48275,SAMEA10029932,ERS7708140,ERX7478723,ERR7911326,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/006/ERR7911326/ERR7911326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/006/ERR7911326/ERR7911326_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911326/8885-15_lib5606_nextseq_n0048_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911326/8885-15_lib5606_nextseq_n0048_151bp_R2.fastq.gz,NA,15-08885,8885-15_lib5606,14-3579,Vietnam,2.2.1,MGIT,R,R,S,R,R,S,R,S,S,3,>20,NA,NA,4,1.25,25,0.125,0.375,preXDR
PRJEB48275,SAMEA10029937,ERS7708145,ERX7478724,ERR7911327,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/007/ERR7911327/ERR7911327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/007/ERR7911327/ERR7911327_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911327/8886-15_lib5607_nextseq_n0048_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911327/8886-15_lib5607_nextseq_n0048_151bp_R2.fastq.gz,NA,15-08886,8886-15_lib5607,14-3584,Vietnam,2.1,MGIT,R,R,R,R,S,S,S,S,S,10,>20,NA,NA,1,1.25,1.25,0.125,0.375,MDR
PRJEB48275,SAMEA10029946,ERS7708154,ERX7478725,ERR7911328,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/008/ERR7911328/ERR7911328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/008/ERR7911328/ERR7911328_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911328/8887-15_lib5608_nextseq_n0048_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911328/8887-15_lib5608_nextseq_n0048_151bp_R2.fastq.gz,NA,15-08887,8887-15_lib5608,14-3593,Vietnam,1.1.1,MGIT,R,R,S,S,S,S,S,S,S,10,>20,NA,NA,0.25,0.625,1.25,0.125,0.375,MDR
PRJEB48275,SAMEA10029948,ERS7708156,ERX7478726,ERR7911329,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/009/ERR7911329/ERR7911329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/009/ERR7911329/ERR7911329_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911329/8888-15_lib5609_nextseq_n0048_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911329/8888-15_lib5609_nextseq_n0048_151bp_R2.fastq.gz,NA,15-08888,8888-15_lib5609,14-3595,Vietnam,2.2.1,MGIT,R,R,R,R,S,S,S,S,S,3,>20,NA,NA,0.5,1.25,1.25,0.125,0.375,MDR
PRJEB48275,SAMEA10029949,ERS7708157,ERX7478727,ERR7911330,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/000/ERR7911330/ERR7911330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/000/ERR7911330/ERR7911330_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911330/8889-15_lib5610_nextseq_n0048_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911330/8889-15_lib5610_nextseq_n0048_151bp_R2.fastq.gz,NA,15-08889,8889-15_lib5610,14-3596,Vietnam,2.2.1,MGIT,R,R,S,S,S,S,S,R,R,0.4,>20,NA,NA,0.5,1.25,1.25,7.5,7.5,preXDR
PRJEB48275,SAMEA10029950,ERS7708158,ERX7478728,ERR7911331,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/001/ERR7911331/ERR7911331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/001/ERR7911331/ERR7911331_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911331/8890-15_lib5611_nextseq_n0048_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911331/8890-15_lib5611_nextseq_n0048_151bp_R2.fastq.gz,NA,15-08890,8890-15_lib5611,14-3597,Vietnam,2.2.1,MGIT,R,R,R,R,S,S,S,S,S,3,>20,NA,NA,0.25,1.25,1.25,0.125,0.375,MDR
PRJEB48275,SAMEA10029951,ERS7708159,ERX7478729,ERR7911332,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/002/ERR7911332/ERR7911332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/002/ERR7911332/ERR7911332_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911332/8891-15_lib5612_nextseq_n0048_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911332/8891-15_lib5612_nextseq_n0048_151bp_R2.fastq.gz,NA,15-08891,8891-15_lib5612,14-3598,Vietnam,2.2.1.1,MGIT,R,R,R,S,S,S,S,S,S,3,>20,NA,NA,0.5,1.25,1.25,0.125,0.375,MDR
PRJEB48275,SAMEA10029952,ERS7708160,ERX7478730,ERR7911333,1773,Mycobacterium tuberculosis,ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/003/ERR7911333/ERR7911333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR791/003/ERR7911333/ERR7911333_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911333/8893-15_lib5614_nextseq_n0048_151bp_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR791/ERR7911333/8893-15_lib5614_nextseq_n0048_151bp_R2.fastq.gz,NA,15-08893,8893-15_lib5614,14-3600,Vietnam,2.2.1,MGIT,R,R,S,S,S,S,S,S,S,3,>20,NA,NA,0.5,1.25,1.25,0.125,<=0.188,MDR
