run_accession,study_accession,Accession No,tax_id,scientific_name,submitted_ftp,No.,Isolate ID,Depth of coverage,Lineage,Sub-lineage,RD,"NCBI BioProject 
accession no.",Isolate set,DR type,ofloxacin,gatifloxacin,levofloxacin,moxifloxacin
SRR11662621,PRJNA613706,SAMN14416908,1773,Mycobacterium tuberculosis,NA,209,S_01962_57,317.06,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662624,PRJNA613706,SAMN14416709,1773,Mycobacterium tuberculosis,NA,217,M_07419_58,302.87,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,XDR,R,NA,R,NA
SRR11662635,PRJNA613706,SAMN14416726,1773,Mycobacterium tuberculosis,NA,227,M00245_59,353.22,East-Asian,lineage2.2.2,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662648,PRJNA613706,SAMN14416782,1773,Mycobacterium tuberculosis,NA,266,S_00809_60,571.44,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662670,PRJNA613706,SAMN14416725,1773,Mycobacterium tuberculosis,NA,226,M00239_59,381.31,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662675,PRJNA613706,SAMN14416882,1773,Mycobacterium tuberculosis,NA,258,M_01760_60,341.47,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662677,PRJNA613706,SAMN14416880,1773,Mycobacterium tuberculosis,NA,257,M_01758_60,310.48,East-Asian,lineage2.1,RD105,PRJNA613706,validation set,XDR,R,NA,R,NA
SRR11662682,PRJNA613706,SAMN14416876,1773,Mycobacterium tuberculosis,NA,241,M_01705_59,311.82,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,XDR,R,NA,R,NA
SRR11662690,PRJNA613706,SAMN14417301,1773,Mycobacterium tuberculosis,NA,222,S_06461_58,286.66,Euro-American,lineage4.2.1;lineage1.1.1,lineage4.2.1,PRJNA613706,validation set,XDR,R,NA,R,NA
SRR11662691,PRJNA613706,SAMN14417300,1773,Mycobacterium tuberculosis,NA,245,S_03505_59,302.68,East-Asian,lineage2.2.2,RD106,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662692,PRJNA613706,SAMN14417299,1773,Mycobacterium tuberculosis,NA,260,M_02425_60,386.4,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662693,PRJNA613706,SAMN14417298,1773,Mycobacterium tuberculosis,NA,259,M_02101_60,418.37,Indo-Oceanic,lineage1.1.1;lineage2.2.1,RD239,PRJNA613706,validation set,XDR,R,NA,R,NA
SRR11662694,PRJNA613706,SAMN14417297,1773,Mycobacterium tuberculosis,NA,210,S_01965_57,371.52,Euro-American,lineage4.4;lineage4.3.1;lineage4.4.1;lineage4.6.1.2;lineage4.1.1.1,None,PRJNA613706,validation set,Pre-XDR,R,NA,NA,NA
SRR11662696,PRJNA613706,SAMN14417296,1773,Mycobacterium tuberculosis,NA,267,S_00890_60,299.48,Euro-American,lineage4.2.1;lineage4.1.2,None,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662697,PRJNA613706,SAMN14417295,1773,Mycobacterium tuberculosis,NA,198,M00148_57,375.77,Euro-American,lineage4.2.2;lineage2.2.1.1,None,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11662720,PRJNA613706,SAMN14417166,1773,Mycobacterium tuberculosis,NA,223,S_06658_58,374.67,East-Asian,lineage2.2.1,lineage2,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
SRR11734768,PRJNA613706,SAMN14416882,1773,Mycobacterium tuberculosis,NA,258,M_01760_60,341.47,East-Asian,lineage2.2.1,RD105,PRJNA613706,validation set,Pre-XDR,R,NA,R,NA
