PATRIC ID,Run Accession,Genome Name,Publication (pubmed ID),amikacin,capreomycin,ethambutol,ethionamide,isoniazid,kanamycin,moxifloxacin,ofloxacin,pyrazinamide,rifampin,streptomycin
1773.4262,SRR2100463,Mycobacterium tuberculosis C00011436,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.4263,SRR2100464,Mycobacterium tuberculosis C00011438,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.4264,SRR2100465,Mycobacterium tuberculosis C00011445,"2,668,688,026,116,180",,,,,S,,,,,,
1773.4265,SRR2100466,Mycobacterium tuberculosis C00011458,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.4266,SRR2100467,Mycobacterium tuberculosis C00012868,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4267,SRR2100468,Mycobacterium tuberculosis C00012869,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4268,SRR2100469,Mycobacterium tuberculosis C00012870,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4269,SRR2100470,Mycobacterium tuberculosis C00012871,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.427,SRR2100471,Mycobacterium tuberculosis C00012872,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4271,SRR2100472,Mycobacterium tuberculosis C00012873,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4272,SRR2100473,Mycobacterium tuberculosis C00012874,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4273,SRR2100474,Mycobacterium tuberculosis C00012875,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4274,SRR2100475,Mycobacterium tuberculosis C00012876,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4275,SRR2100476,Mycobacterium tuberculosis C00012877,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4276,SRR2100477,Mycobacterium tuberculosis C00012878,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4277,SRR2100478,Mycobacterium tuberculosis C00012879,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4278,SRR2100479,Mycobacterium tuberculosis C00012881,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4279,SRR2100480,Mycobacterium tuberculosis C00012882,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.428,SRR2100481,Mycobacterium tuberculosis C00012884,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4281,SRR2100482,Mycobacterium tuberculosis C00012885,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4282,SRR2100483,Mycobacterium tuberculosis C00012886,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4283,SRR2100484,Mycobacterium tuberculosis C00012887,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4284,SRR2100485,Mycobacterium tuberculosis C00012888,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4285,SRR2100486,Mycobacterium tuberculosis C00012889,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4286,SRR2100487,Mycobacterium tuberculosis C00012890,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4287,SRR2100488,Mycobacterium tuberculosis C00012891,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4288,SRR2100489,Mycobacterium tuberculosis C00012892,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4289,SRR2100490,Mycobacterium tuberculosis C00012893,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.429,SRR2100491,Mycobacterium tuberculosis C00012894,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4291,SRR2100492,Mycobacterium tuberculosis C00012895,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4292,SRR2100493,Mycobacterium tuberculosis C00012896,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4293,SRR2100494,Mycobacterium tuberculosis C00012897,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4294,SRR2100495,Mycobacterium tuberculosis C00012899,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4295,SRR2100496,Mycobacterium tuberculosis C00012900,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4296,SRR2100497,Mycobacterium tuberculosis C00012901,"2,668,688,026,116,180",,,,,,,,,S,,
1773.4297,SRR2100498,Mycobacterium tuberculosis C00012902,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4298,SRR2100499,Mycobacterium tuberculosis C00012903,"2,668,688,026,116,180",,,S,,R,,,,S,S,
1773.4299,SRR2100500,Mycobacterium tuberculosis C00012904,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.43,SRR2467271,Mycobacterium tuberculosis C00012905,"2,668,688,026,116,180",,,S,,R,,,,S,S,S
1773.4301,SRR2100501,Mycobacterium tuberculosis C00012906,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4302,SRR2100502,Mycobacterium tuberculosis C00012907,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4303,SRR2100503,Mycobacterium tuberculosis C00012908,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4304,SRR2100504,Mycobacterium tuberculosis C00012909,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4305,SRR2100505,Mycobacterium tuberculosis C00012910,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4306,SRR2100506,Mycobacterium tuberculosis C00012912,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4307,SRR2100507,Mycobacterium tuberculosis C00012913,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4308,SRR2100508,Mycobacterium tuberculosis C00012915,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4309,SRR2100509,Mycobacterium tuberculosis C00012916,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.431,SRR2100510,Mycobacterium tuberculosis C00012917,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4311,SRR2100511,Mycobacterium tuberculosis C00012918,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4312,SRR2100512,Mycobacterium tuberculosis C00012919,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4313,SRR2100513,Mycobacterium tuberculosis C00012920,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4314,SRR2100514,Mycobacterium tuberculosis C00012921,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4315,SRR2100515,Mycobacterium tuberculosis C00012922,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4316,SRR2100516,Mycobacterium tuberculosis C00012923,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4317,SRR2100517,Mycobacterium tuberculosis C00012924,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4318,SRR2100518,Mycobacterium tuberculosis C00012925,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4319,SRR2100519,Mycobacterium tuberculosis C00012927,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.432,SRR2100520,Mycobacterium tuberculosis C00012928,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4321,SRR2100521,Mycobacterium tuberculosis C00012929,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.4322,SRR2100522,Mycobacterium tuberculosis C00012930,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4323,SRR2100523,Mycobacterium tuberculosis C00012931,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4324,SRR2100524,Mycobacterium tuberculosis C00012933,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4325,SRR2100525,Mycobacterium tuberculosis C00012934,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4326,SRR2100526,Mycobacterium tuberculosis C00012935,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4327,SRR2100527,Mycobacterium tuberculosis C00012936,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4328,SRR2100528,Mycobacterium tuberculosis C00012937,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4329,SRR2100529,Mycobacterium tuberculosis C00012938,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.433,SRR2100530,Mycobacterium tuberculosis C00012939,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4331,SRR2100531,Mycobacterium tuberculosis C00012940,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4332,SRR2100533,Mycobacterium tuberculosis C00012942,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4333,SRR2100534,Mycobacterium tuberculosis C00012943,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4334,SRR2100535,Mycobacterium tuberculosis C00012944,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4335,SRR2100536,Mycobacterium tuberculosis C00012945,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4336,SRR2100537,Mycobacterium tuberculosis C00012946,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4337,SRR2100538,Mycobacterium tuberculosis C00012947,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4338,SRR2100540,Mycobacterium tuberculosis C00012949,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4339,SRR2100541,Mycobacterium tuberculosis C00012950,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.434,SRR2100542,Mycobacterium tuberculosis C00012951,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4341,SRR2100543,Mycobacterium tuberculosis C00012952,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4342,SRR2100544,Mycobacterium tuberculosis C00012953,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4343,SRR2100545,Mycobacterium tuberculosis C00012954,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4344,SRR2100546,Mycobacterium tuberculosis C00012955,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4345,SRR2100547,Mycobacterium tuberculosis C00012956,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4346,SRR2100548,Mycobacterium tuberculosis C00012957,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4347,SRR2100549,Mycobacterium tuberculosis C00012958,"2,668,688,026,116,180",,,,,,,,,S,,
1773.4348,SRR2100550,Mycobacterium tuberculosis C00012959,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4349,SRR2100551,Mycobacterium tuberculosis C00012960,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.435,SRR2100552,Mycobacterium tuberculosis C00012961,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4351,SRR2100553,Mycobacterium tuberculosis C00012962,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4352,SRR2100554,Mycobacterium tuberculosis C00012963,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4353,SRR2100555,Mycobacterium tuberculosis C00012964,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4354,SRR2100556,Mycobacterium tuberculosis C00012965,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4355,SRR2100557,Mycobacterium tuberculosis C00012966,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4356,SRR2100558,Mycobacterium tuberculosis C00012967,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4357,SRR2100559,Mycobacterium tuberculosis C00012968,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4358,SRR2100561,Mycobacterium tuberculosis C00012970,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4359,SRR2100560,Mycobacterium tuberculosis C00012969,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.436,SRR2100562,Mycobacterium tuberculosis C00012971,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4361,SRR2100563,Mycobacterium tuberculosis C00012972,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4362,SRR2100564,Mycobacterium tuberculosis C00012973,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4363,SRR2100565,Mycobacterium tuberculosis C00012974,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4364,SRR2100566,Mycobacterium tuberculosis C00012975,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4365,SRR2100567,Mycobacterium tuberculosis C00012977,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4366,SRR2100568,Mycobacterium tuberculosis C00012980,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4367,SRR2100569,Mycobacterium tuberculosis C00012981,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4368,SRR2100570,Mycobacterium tuberculosis C00012982,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4369,SRR2100571,Mycobacterium tuberculosis C00012983,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.437,SRR2100572,Mycobacterium tuberculosis C00012984,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4371,SRR2100573,Mycobacterium tuberculosis C00012985,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4372,SRR2100574,Mycobacterium tuberculosis C00012986,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4373,SRR2100575,Mycobacterium tuberculosis C00012987,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4374,SRR2100576,Mycobacterium tuberculosis C00012988,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4375,SRR2100578,Mycobacterium tuberculosis C00012990,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4376,SRR2100579,Mycobacterium tuberculosis C00012991,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4377,SRR2100580,Mycobacterium tuberculosis C00012992,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4378,SRR2100581,Mycobacterium tuberculosis C00012993,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4379,SRR2100582,Mycobacterium tuberculosis C00012994,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.438,SRR2100583,Mycobacterium tuberculosis C00012995,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4381,SRR2100584,Mycobacterium tuberculosis C00012996,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4382,SRR2100585,Mycobacterium tuberculosis C00012997,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4383,SRR2100586,Mycobacterium tuberculosis C00012998,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4384,SRR2100587,Mycobacterium tuberculosis C00012999,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4385,SRR2100588,Mycobacterium tuberculosis C00013000,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4386,SRR2100589,Mycobacterium tuberculosis C00013001,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4387,SRR2100590,Mycobacterium tuberculosis C00013002,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4388,SRR2100591,Mycobacterium tuberculosis C00013003,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4389,SRR2100592,Mycobacterium tuberculosis C00013004,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.439,SRR2100593,Mycobacterium tuberculosis C00013005,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4391,SRR2100594,Mycobacterium tuberculosis C00013006,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4392,SRR2100595,Mycobacterium tuberculosis C00013007,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4393,SRR2100596,Mycobacterium tuberculosis C00013008,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4394,SRR2100598,Mycobacterium tuberculosis C00013010,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4395,SRR2100597,Mycobacterium tuberculosis C00013009,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4396,SRR2100599,Mycobacterium tuberculosis C00013011,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4397,SRR2100600,Mycobacterium tuberculosis C00013012,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4398,SRR2100601,Mycobacterium tuberculosis C00013013,"2,668,688,026,116,180",S,S,S,,S,S,S,,S,R,S
1773.4399,SRR2100602,Mycobacterium tuberculosis C00013014,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.44,SRR2100603,Mycobacterium tuberculosis C00013015,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4401,SRR2100604,Mycobacterium tuberculosis C00013016,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4402,SRR2100605,Mycobacterium tuberculosis C00013017,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4403,SRR2100606,Mycobacterium tuberculosis C00013018,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4404,SRR2100607,Mycobacterium tuberculosis C00013019,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4405,SRR2100608,Mycobacterium tuberculosis C00013020,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4406,SRR2100609,Mycobacterium tuberculosis C00013021,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4407,SRR2100610,Mycobacterium tuberculosis C00013022,"2,668,688,026,116,180",,,S,,S,,,,S,S,S
1773.4408,SRR2100611,Mycobacterium tuberculosis C00013023,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4409,SRR2100612,Mycobacterium tuberculosis C00013024,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.441,SRR2100613,Mycobacterium tuberculosis C00013025,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4411,SRR2100614,Mycobacterium tuberculosis C00013026,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4412,SRR2100615,Mycobacterium tuberculosis C00013027,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4413,SRR2100616,Mycobacterium tuberculosis C00013028,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4414,SRR2100617,Mycobacterium tuberculosis C00013029,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4415,SRR2100618,Mycobacterium tuberculosis C00013030,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4416,SRR2100619,Mycobacterium tuberculosis C00013031,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4417,SRR2100620,Mycobacterium tuberculosis C00013032,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4418,SRR2100621,Mycobacterium tuberculosis C00013033,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4419,SRR2100622,Mycobacterium tuberculosis C00013034,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.442,SRR2100623,Mycobacterium tuberculosis C00013035,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4421,SRR2100624,Mycobacterium tuberculosis C00013036,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4422,SRR2100625,Mycobacterium tuberculosis C00013037,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4423,SRR2100626,Mycobacterium tuberculosis C00013038,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4424,SRR2100627,Mycobacterium tuberculosis C00013039,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4425,SRR2100628,Mycobacterium tuberculosis C00013040,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4426,SRR2100629,Mycobacterium tuberculosis C00013041,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4427,SRR2100630,Mycobacterium tuberculosis C00013042,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4428,SRR2100631,Mycobacterium tuberculosis C00013044,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4429,SRR2100632,Mycobacterium tuberculosis C00013045,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.443,SRR2100633,Mycobacterium tuberculosis C00013046,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4431,SRR2100634,Mycobacterium tuberculosis C00013047,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4432,SRR2100635,Mycobacterium tuberculosis C00013048,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4433,SRR2100636,Mycobacterium tuberculosis C00013049,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4434,SRR2100637,Mycobacterium tuberculosis C00013050,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4435,SRR2100638,Mycobacterium tuberculosis C00013052,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4436,SRR2100639,Mycobacterium tuberculosis C00013053,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4437,SRR2100640,Mycobacterium tuberculosis C00013054,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4438,SRR2100641,Mycobacterium tuberculosis C00013055,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4439,SRR2100642,Mycobacterium tuberculosis C00013056,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.444,SRR2100643,Mycobacterium tuberculosis C00013057,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4441,SRR2100644,Mycobacterium tuberculosis C00013058,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4442,SRR2100645,Mycobacterium tuberculosis C00013059,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4443,SRR2100646,Mycobacterium tuberculosis C00013060,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4444,SRR2100647,Mycobacterium tuberculosis C00013061,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4445,SRR2100648,Mycobacterium tuberculosis C00013062,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4446,SRR2100649,Mycobacterium tuberculosis C00013063,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4447,SRR2100650,Mycobacterium tuberculosis C00013064,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4448,SRR2100651,Mycobacterium tuberculosis C00013065,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4449,SRR2100652,Mycobacterium tuberculosis C00013066,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.445,SRR2100653,Mycobacterium tuberculosis C00013067,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4451,SRR2100654,Mycobacterium tuberculosis C00013068,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4452,SRR2100655,Mycobacterium tuberculosis C00013069,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4453,SRR2100656,Mycobacterium tuberculosis C00013070,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4454,SRR2100657,Mycobacterium tuberculosis C00013071,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4455,SRR2100658,Mycobacterium tuberculosis C00013073,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4456,SRR2100659,Mycobacterium tuberculosis C00013074,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4457,SRR2100660,Mycobacterium tuberculosis C00013076,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4458,SRR2100661,Mycobacterium tuberculosis C00013077,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4459,SRR2100662,Mycobacterium tuberculosis C00013078,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.446,SRR2100663,Mycobacterium tuberculosis C00013079,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4461,SRR2100664,Mycobacterium tuberculosis C00013080,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4462,SRR2100665,Mycobacterium tuberculosis C00013081,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4463,SRR2100666,Mycobacterium tuberculosis C00013082,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4464,SRR2100667,Mycobacterium tuberculosis C00013083,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4465,SRR2100668,Mycobacterium tuberculosis C00013084,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4466,SRR2100669,Mycobacterium tuberculosis C00013085,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4467,SRR2100670,Mycobacterium tuberculosis C00013087,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4468,SRR2100671,Mycobacterium tuberculosis C00013088,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4469,SRR2100672,Mycobacterium tuberculosis C00013089,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.447,SRR2100673,Mycobacterium tuberculosis C00013090,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4471,SRR2100674,Mycobacterium tuberculosis C00013091,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4472,SRR2100675,Mycobacterium tuberculosis C00013092,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4473,SRR2100676,Mycobacterium tuberculosis C00013093,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4474,SRR2100677,Mycobacterium tuberculosis C00013094,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4475,SRR2100678,Mycobacterium tuberculosis C00013095,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4476,SRR2100679,Mycobacterium tuberculosis C00013096,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4477,SRR2100680,Mycobacterium tuberculosis C00013097,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4478,SRR2100681,Mycobacterium tuberculosis C00013098,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4479,SRR2100682,Mycobacterium tuberculosis C00013099,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.448,SRR2100683,Mycobacterium tuberculosis C00013100,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4481,SRR2100684,Mycobacterium tuberculosis C00013101,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4482,SRR2100685,Mycobacterium tuberculosis C00013102,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4483,SRR2100686,Mycobacterium tuberculosis C00013103,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4484,SRR2100687,Mycobacterium tuberculosis C00013104,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4485,SRR2100688,Mycobacterium tuberculosis C00013105,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4486,SRR2100689,Mycobacterium tuberculosis C00013106,"2,668,688,026,116,180",,,S,,,,,,S,S,
1773.4487,SRR2100690,Mycobacterium tuberculosis C00013107,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4488,SRR2100692,Mycobacterium tuberculosis C00013109,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4489,SRR2100691,Mycobacterium tuberculosis C00013108,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.449,SRR2100693,Mycobacterium tuberculosis C00013110,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4491,SRR2100694,Mycobacterium tuberculosis C00013111,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4492,SRR2100695,Mycobacterium tuberculosis C00013112,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4493,SRR2100696,Mycobacterium tuberculosis C00013113,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4494,SRR2100697,Mycobacterium tuberculosis C00013114,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4495,SRR2100698,Mycobacterium tuberculosis C00013115,"2,668,688,026,116,180",,,S,,S,,,,S,S,
1773.4496,SRR2100699,Mycobacterium tuberculosis C00013116,"2,668,688,026,116,180",,,S,,S,,,,S,S,
