Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Isolate ID,Collection_Date,Isolation_Source,Host_disease,Number of Bases,Number of Reads,Number of Assembled Contigs,Assembly Size (bp),N50,%GC,Fold Coverage,MLST,Capsule Locus Type,Meropenem Etest MIC (mg/L),Ertapenem Etest MIC (mg/L),Imipenem Etest MIC (mg/L)
SRR14532118,WGS,302,743305654,PRJNA395086,SAMN17600133,Pathogen.cl,307383486,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX10876823,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE048,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE048,SRP319780,CRE-048,2011-09,Non-bronchoscopic bronchoalveolar lavage,NA,743305654,4922554,467,5960406,130289,56.91,125,ST258,NA,8,>32,8
SRR14532119,WGS,302,555236060,PRJNA395086,SAMN08111037,Pathogen.cl,226492013,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX10876822,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE047,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE047,SRP319780,CRE-047,2011-09,urine,Cystitis,555236060,3677060,450,5999872,126389,56.89,93,ST258,KL107,>32,>32,>32
SRR14532120,WGS,302,1077091456,PRJNA395086,SAMN17600115,Pathogen.cl,450280121,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX10876821,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE007,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE007,SRP319780,CRE-007,2010-11,urine,NA,1077091456,7133056,406,5943127,129657,56.92,181,ST258,KL107,4,4,4
SRR14532121,WGS,302,318120156,PRJNA395086,SAMN17600132,Pathogen.cl,134269233,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10876820,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE046,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE046,SRP319780,CRE-046,2011-09,bronchoalveolar lavage,NA,318120156,2106756,288,5905577,126085,56.96,54,ST258,NA,16,>32,8
SRR14532122,WGS,302,1048020030,PRJNA395086,SAMN17600131,Pathogen.cl,423404265,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX10876819,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE044,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE044,SRP319780,CRE-044,2011-08,urine,NA,1048020030,6940530,432,5960571,130583,56.93,176,ST258,KL107,8,16,16
SRR14532123,WGS,302,900752146,PRJNA395086,SAMN17600130,Pathogen.cl,372868673,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10876818,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE043,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE043,SRP319780,CRE-043,2011-08,Wound/Abscess,NA,900752146,5965246,381,5956021,137721,56.95,151,ST258,KL107,>32,>32,8
SRR14532124,WGS,302,802158810,PRJNA395086,SAMN17600268,Pathogen.cl,311622194,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX10876817,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE266,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE266,SRP319780,CRE-266,2015-12,liver abscess,NA,802158810,5312310,304,6143301,127781,56.49,131,ST258,KL107,>32,>32,>32
SRR14532125,WGS,466,416462708,PRJNA395086,SAMN07370821,Pathogen.cl,282685721,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX10876816,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina MiSeq,41.8945 N 87.6208 W,NU-CRE265,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE265,SRP319780,CRE-265,2015,skin and soft tissue,"Fasciitis\, Necrotizing",416462708,1785828,129,5621785,267080,57.2,74,ST14,KL2,1,4,2
SRR14532126,WGS,302,1848758836,PRJNA395086,SAMN17600267,Pathogen.cl,727482578,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX10876815,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE264,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE264,SRP319780,CRE-264,2015-12,Wound/Abscess,NA,1848758836,12243436,339,5781167,135840,57.12,320,ST258,KL107,2,>32,2
SRR14532127,WGS,302,591180402,PRJNA395086,SAMN17600266,Pathogen.cl,239028045,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10876814,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE262,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE262,SRP319780,CRE-262,2015-08,urine,NA,591180402,3915102,288,5498384,125025,57.29,108,ST15,KL112,4,2,2
SRR14532128,WGS,302,416637690,PRJNA395086,SAMN17600265,Pathogen.cl,172205438,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX10876813,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE261,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE261,SRP319780,CRE-261,2015-02,blood,Bacteremia,416637690,2759190,302,5713573,185837,57.14,73,ST14,KL2,4,16,2
SRR14532129,WGS,302,574415778,PRJNA395086,SAMN17600264,Pathogen.cl,234654388,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10876812,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE260,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE260,SRP319780,CRE-260,2015-02,bronchoalveolar lavage,NA,574415778,3804078,213,5712447,198353,57.15,101,ST14,KL2,2,8,2
SRR14532130,WGS,302,945915944,PRJNA395086,SAMN17600129,Pathogen.cl,383271832,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX10876811,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE041,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE041,SRP319780,CRE-041,2011-08,Non-bronchoscopic bronchoalveolar lavage,NA,945915944,6264344,443,5629026,149643,57.18,168,ST258,KL106,16,>32,8
SRR14532131,WGS,302,680086484,PRJNA395086,SAMN17600263,Pathogen.cl,279275631,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX10876810,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE259,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE259,SRP319780,CRE-259,2015-01,urine,NA,680086484,4503884,309,5935607,143815,56.8,115,ST258,NA,4,16,4
SRR14532132,WGS,302,395655032,PRJNA395086,SAMN17600262,Pathogen.cl,163307178,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX10876809,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE258,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE258,SRP319780,CRE-258,2013-08,urine,NA,395655032,2620232,274,5808374,134034,57.06,68,ST258,KL107,2,4,8
SRR14532133,WGS,302,754011252,PRJNA395086,SAMN17600261,Pathogen.cl,305235875,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX10876808,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE257,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE257,SRP319780,CRE-257,2013-05,urine,NA,754011252,4993452,383,5641076,274093,57.13,134,ST16,NA,1,2,0.5
SRR14532134,WGS,302,753528052,PRJNA395086,SAMN17600260,Pathogen.cl,313193594,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX10876807,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE256,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE256,SRP319780,CRE-256,2013-04,Wound/Abscess,NA,753528052,4990252,315,5742523,127179,57.01,131,ST258,KL107,>32,>32,>32
SRR14532135,WGS,302,473230376,PRJNA395086,SAMN17600259,Pathogen.cl,190330894,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX10876806,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE255,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE255,SRP319780,CRE-255,2013-01,blood,Bacteremia,473230376,3133976,161,5772839,255959,57.11,82,ST16,NA,1,4,2
SRR14532136,WGS,302,729905914,PRJNA395086,SAMN17600258,Pathogen.cl,284064840,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX10876805,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE253,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE253,SRP319780,CRE-253,2011-06,urine,NA,729905914,4833814,257,5899439,134034,56.94,124,ST258,KL107,8,>32,>32
SRR14532137,WGS,302,749978042,PRJNA395086,SAMN17600257,Pathogen.cl,299909629,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10876804,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE251,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE251,SRP319780,CRE-251,2014-05,urine,NA,749978042,4966742,451,5919776,107095,56.96,127,ST258,KL107,2,8,2
SRR14532138,WGS,302,680328084,PRJNA395086,SAMN17600256,Pathogen.cl,276329979,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX10876803,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE249,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE249,SRP319780,CRE-249,2011-07,urine,NA,680328084,4505484,220,5564648,124389,57.04,122,ST15,KL112,0.25,0.5,4
SRR14532139,WGS,302,1226918488,PRJNA395086,SAMN17600255,Pathogen.cl,476838822,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX10876802,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE248,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE248,SRP319780,CRE-248,2016-02,urine,NA,1226918488,8125288,384,5783637,137620,57.04,212,ST258,KL107,2,16,2
SRR14532140,WGS,302,1009929072,PRJNA395086,SAMN17600254,Pathogen.cl,396286034,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX10876801,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE247,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE247,SRP319780,CRE-247,2016-02,Wound/Abscess,NA,1009929072,6688272,342,5822856,126391,57,173,ST258,KL107,8,8,1
SRR14532141,WGS,302,2211359968,PRJNA395086,SAMN17600128,Pathogen.cl,923834765,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX10876800,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE038,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE038,SRP319780,CRE-038,2011-07,bronchoalveolar lavage,NA,2211359968,14644768,1737,6325300,126617,56.68,350,ST258,KL107,4,16,8
SRR14532142,WGS,302,830930350,PRJNA395086,SAMN17600253,Pathogen.cl,332006001,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX10876799,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE246,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE246,SRP319780,CRE-246,2016-01,urine,NA,830930350,5502850,421,5893002,127179,57,141,ST258,KL107,8,>32,>32
SRR14532143,WGS,302,734778986,PRJNA395086,SAMN17600252,Pathogen.cl,299661291,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10876798,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE245,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE245,SRP319780,CRE-245,2016-01,blood,Bacteremia,734778986,4866086,449,5888035,129666,57.03,125,ST258,KL107,8,16,16
SRR14532144,WGS,302,801369986,PRJNA395086,SAMN17600251,Pathogen.cl,323646270,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX10876797,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE244,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE244,SRP319780,CRE-244,2016-01,Non-bronchoscopic bronchoalveolar lavage,NA,801369986,5307086,211,6161396,127177,56.47,130,ST258,KL107,>32,>32,>32
SRR14532145,WGS,302,653315996,PRJNA395086,SAMN17600250,Pathogen.cl,266699749,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX10876796,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE243,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE243,SRP319780,CRE-243,2016-01,bile,NA,653315996,4326596,504,5763382,195940,56.96,113,ST37,KL118,8,>32,>32
SRR14532146,WGS,302,666475948,PRJNA395086,SAMN17600249,Pathogen.cl,268553689,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX10876795,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE241,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE241,SRP319780,CRE-241,2015-12,Wound/Abscess,NA,666475948,4413748,651,5900177,201269,56.89,113,ST14,KL2,2,8,2
SRR14532147,WGS,302,931840026,PRJNA395086,SAMN17600248,Pathogen.cl,375670807,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX10876794,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE240,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE240,SRP319780,CRE-240,2015-12,urine,NA,931840026,6171126,401,5992484,137534,56.8,156,ST258,KL107,16,>32,>32
SRR14532148,WGS,302,1115197212,PRJNA395086,SAMN17600247,Pathogen.cl,432851941,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX10876793,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE239,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE239,SRP319780,CRE-239,2015-10,urine,NA,1115197212,7385412,306,5928948,157591,56.71,188,ST258,KL107,8,16,4
SRR14532149,WGS,302,605382254,PRJNA395086,SAMN17600246,Pathogen.cl,237842069,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX10876792,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE237,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE237,SRP319780,CRE-237,2015-10,blood,Bacteremia,605382254,4009154,204,5672780,154281,57.06,107,ST258,KL107,4,>32,>32
SRR14532150,WGS,302,580365782,PRJNA395086,SAMN14453497,Pathogen.cl,228727030,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX10876791,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE236,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE236,SRP319780,CRE-236,NA,NA,NA,580365782,3843482,179,5473066,203894,57.37,106,ST37,KL38,2,1,4
SRR14532151,WGS,302,699999458,PRJNA395086,SAMN17600245,Pathogen.cl,276486892,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX10876790,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE235,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE235,SRP319780,CRE-235,2015-10,urine,NA,699999458,4635758,165,5917094,172931,56.57,118,ST147,NA,>32,>32,>32
SRR14532152,WGS,302,470872964,PRJNA395086,SAMN17600127,Pathogen.cl,187877087,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX10876789,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE036,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE036,SRP319780,CRE-036,2011-07,bile,NA,470872964,3118364,323,5645021,204945,57.06,83,ST22,KL9,4,>32,1
SRR14532153,WGS,302,1275964798,PRJNA395086,SAMN17600244,Pathogen.cl,497030075,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX10876788,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE234,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE234,SRP319780,CRE-234,2015-10,urine,NA,1275964798,8450098,292,5933164,137640,56.83,215,ST258,NA,2,8,4
SRR14532154,WGS,302,808315080,PRJNA395086,SAMN17600243,Pathogen.cl,317540482,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX10876787,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE233,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE233,SRP319780,CRE-233,2015-09,urine,NA,808315080,5353080,432,5640746,357161,56.92,143,ST231,NA,>32,>32,>32
SRR14532155,WGS,302,1612049726,PRJNA395086,SAMN17600242,Pathogen.cl,615059909,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX10876786,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE232,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE232,SRP319780,CRE-232,2015-09,bronchoalveolar lavage,NA,1612049726,10675826,430,5884526,138031,57.02,274,ST258,KL107,16,>32,>32
SRR14532156,WGS,302,944829650,PRJNA395086,SAMN17600241,Pathogen.cl,371466656,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX10876785,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE231,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE231,SRP319780,CRE-231,2015-09,urine,NA,944829650,6257150,229,6090213,126390,56.51,155,ST258,KL107,>32,>32,>32
SRR14532157,WGS,302,857771204,PRJNA395086,SAMN17600240,Pathogen.cl,337615843,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX10876784,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE230,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE230,SRP319780,CRE-230,2015-09,urine,NA,857771204,5680604,367,5735956,222110,57.15,150,ST14,KL2,1,2,2
SRR14532158,WGS,302,574616910,PRJNA395086,SAMN17600239,Pathogen.cl,227552254,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX10876783,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE229,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE229,SRP319780,CRE-229,2015-09,urine,NA,574616910,3805410,261,6170814,115770,56.46,93,ST258,KL107,4,16,4
SRR14532159,WGS,302,775741662,PRJNA395086,SAMN17600238,Pathogen.cl,303530445,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX10876782,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE228,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE228,SRP319780,CRE-228,2015-08,urine,NA,775741662,5137362,253,5736107,137353,57.14,135,ST258,KL107,16,>32,>32
SRR14532160,WGS,302,878957410,PRJNA395086,SAMN17600237,Pathogen.cl,341531925,NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX10876781,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina HiSeq 4000,41.8945 N 87.6208 W,NU-CRE227,PAIRED,RANDOM,GENOMIC,Klebsiella pneumoniae,ILLUMINA,2021-05-15T00:00:00Z,NU-CRE227,SRP319780,CRE-227,2015-08,Non-bronchoscopic bronchoalveolar lavage,NA,878957410,5820910,172,6080403,122482,56.53,145,ST258,KL107,>32,>32,>32
